team_id,team_url,team,players_used,possession,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2022-2023/Ajax-Stats,Ajax,30,66.1,34.0,26629,2016,6491,11760,8628,1542,26624,661,329,49.8,266,40.2,17164,90747,47292,862,649,230,521,392,19310,2292,23,2022-2023,a939f90a-b170-42af-8ca0-38023dbd838c
3986b791,/en/squads/3986b791/2022-2023/AZ-Alkmaar-Stats,AZ Alkmaar,29,53.5,34.0,22191,2135,6496,9919,5978,917,22188,583,292,50.1,237,40.7,13145,70201,36182,671,466,175,541,310,14896,1653,23,2022-2023,a939f90a-b170-42af-8ca0-38023dbd838c
5c9e307a,/en/squads/5c9e307a/2022-2023/Cambuur-Stats,Cambuur,31,47.5,34.0,18804,2758,7180,8044,3770,571,18802,517,236,45.6,220,42.6,10178,59734,30730,569,371,107,548,253,11043,1115,23,2022-2023,a939f90a-b170-42af-8ca0-38023dbd838c
01888db1,/en/squads/01888db1/2022-2023/Emmen-Stats,Emmen,30,48.8,34.0,20439,2557,7104,8928,4614,575,20438,563,224,39.8,264,46.9,11106,59009,29521,548,442,114,563,280,12599,1125,23,2022-2023,a939f90a-b170-42af-8ca0-38023dbd838c
740cb7d4,/en/squads/740cb7d4/2022-2023/Excelsior-Stats,Excelsior,28,41.6,34.0,17726,2653,6838,7179,3939,590,17724,555,269,48.5,224,40.4,9252,52278,25946,473,361,115,577,285,9817,1078,23,2022-2023,a939f90a-b170-42af-8ca0-38023dbd838c
fb4ca611,/en/squads/fb4ca611/2022-2023/Feyenoord-Stats,Feyenoord,30,58.6,34.0,23956,1845,5669,11372,7148,1146,23953,796,362,45.5,342,43.0,14798,82284,45648,973,643,259,599,325,16163,1887,23,2022-2023,a939f90a-b170-42af-8ca0-38023dbd838c
bd08295c,/en/squads/bd08295c/2022-2023/Fortuna-Sittard-Stats,Fortuna Sittard,28,44.1,34.0,18037,2703,7183,7168,3892,644,18030,620,285,46.0,277,44.7,9455,53438,26673,529,339,121,499,284,10289,1022,23,2022-2023,a939f90a-b170-42af-8ca0-38023dbd838c
e33d6108,/en/squads/e33d6108/2022-2023/Go-Ahead-Eagles-Stats,Go Ahead Eag,27,46.9,34.0,19185,2539,6717,7808,4824,769,19181,558,249,44.6,249,44.6,9954,50982,25358,475,328,110,550,302,11261,1224,23,2022-2023,a939f90a-b170-42af-8ca0-38023dbd838c
bec05adb,/en/squads/bec05adb/2022-2023/Groningen-Stats,Groningen,36,46.4,34.0,18670,2557,6799,7901,4170,608,18669,694,346,49.9,289,41.6,9894,58721,29722,527,400,129,605,314,10671,1053,23,2022-2023,a939f90a-b170-42af-8ca0-38023dbd838c
193ff7aa,/en/squads/193ff7aa/2022-2023/Heerenveen-Stats,Heerenveen,26,50.2,34.0,20948,2395,7012,9272,4864,682,20945,660,295,44.7,302,45.8,11716,66748,34063,632,507,119,531,281,13268,1230,23,2022-2023,a939f90a-b170-42af-8ca0-38023dbd838c
