team_id,team_url,team,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2022-2023/Ajax-Stats,Ajax,30,34.0,86,625,220,35.2,18.38,6.47,0.13,0.37,15.8,12,5,5,78.8,74.8,0.12,+7.2,+6.2,23,2022-2023,e55b4f18-5460-4828-b7c5-9d2c2e0f111c
3986b791,/en/squads/3986b791/2022-2023/AZ-Alkmaar-Stats,AZ Alkmaar,29,34.0,65,508,195,38.4,14.94,5.74,0.12,0.32,17.8,15,2,3,55.4,53.1,0.11,+9.6,+9.9,23,2022-2023,e55b4f18-5460-4828-b7c5-9d2c2e0f111c
5c9e307a,/en/squads/5c9e307a/2022-2023/Cambuur-Stats,Cambuur,31,34.0,25,383,124,32.4,11.26,3.65,0.06,0.19,18.4,13,1,2,41.2,39.6,0.10,-16.2,-15.6,23,2022-2023,e55b4f18-5460-4828-b7c5-9d2c2e0f111c
01888db1,/en/squads/01888db1/2022-2023/Emmen-Stats,Emmen,30,34.0,31,374,128,34.2,11.00,3.76,0.08,0.23,18.6,16,1,1,36.7,35.9,0.10,-5.7,-5.9,23,2022-2023,e55b4f18-5460-4828-b7c5-9d2c2e0f111c
740cb7d4,/en/squads/740cb7d4/2022-2023/Excelsior-Stats,Excelsior,28,34.0,30,343,104,30.3,10.09,3.06,0.09,0.29,16.6,10,0,2,35.0,33.6,0.10,-5.0,-3.6,23,2022-2023,e55b4f18-5460-4828-b7c5-9d2c2e0f111c
fb4ca611,/en/squads/fb4ca611/2022-2023/Feyenoord-Stats,Feyenoord,30,34.0,77,677,247,36.5,19.91,7.26,0.11,0.30,17.9,31,3,3,65.6,63.2,0.10,+11.4,+10.8,23,2022-2023,e55b4f18-5460-4828-b7c5-9d2c2e0f111c
bd08295c,/en/squads/bd08295c/2022-2023/Fortuna-Sittard-Stats,Fortuna Sittard,28,34.0,39,382,116,30.4,11.24,3.41,0.08,0.28,18.2,17,7,7,36.3,31.1,0.08,+2.7,+0.9,23,2022-2023,e55b4f18-5460-4828-b7c5-9d2c2e0f111c
e33d6108,/en/squads/e33d6108/2022-2023/Go-Ahead-Eagles-Stats,Go Ahead Eag,27,34.0,45,426,133,31.2,12.53,3.91,0.10,0.32,16.6,10,2,4,45.0,41.9,0.10,0.0,+1.1,23,2022-2023,e55b4f18-5460-4828-b7c5-9d2c2e0f111c
bec05adb,/en/squads/bec05adb/2022-2023/Groningen-Stats,Groningen,36,34.0,30,377,101,26.8,11.09,2.97,0.08,0.29,19.6,22,1,1,31.8,31.0,0.08,-1.8,-2.0,23,2022-2023,e55b4f18-5460-4828-b7c5-9d2c2e0f111c
193ff7aa,/en/squads/193ff7aa/2022-2023/Heerenveen-Stats,Heerenveen,26,34.0,43,445,149,33.5,13.09,4.38,0.09,0.28,18.0,22,1,3,44.1,41.7,0.10,-1.1,+0.3,23,2022-2023,e55b4f18-5460-4828-b7c5-9d2c2e0f111c
fc629994,/en/squads/fc629994/2022-2023/NEC-Nijmegen-Stats,NEC Nijmegen,22,34.0,42,461,150,32.5,13.56,4.41,0.08,0.25,18.2,30,4,5,48.2,44.3,0.10,-6.2,-6.3,23,2022-2023,e55b4f18-5460-4828-b7c5-9d2c2e0f111c
e334d850,/en/squads/e334d850/2022-2023/PSV-Eindhoven-Stats,PSV Eindhoven,32,34.0,87,612,235,38.4,18.00,6.91,0.13,0.34,16.1,11,6,7,81.5,76.0,0.13,+5.5,+5.0,23,2022-2023,e55b4f18-5460-4828-b7c5-9d2c2e0f111c
bb14adb3,/en/squads/bb14adb3/2022-2023/RKC-Waalwijk-Stats,RKC Waalwijk,27,34.0,49,372,131,35.2,10.94,3.85,0.12,0.34,17.8,11,4,4,45.4,42.4,0.12,+3.6,+2.6,23,2022-2023,e55b4f18-5460-4828-b7c5-9d2c2e0f111c
146a68ce,/en/squads/146a68ce/2022-2023/Sparta-Rotterdam-Stats,Sparta R'dam,30,34.0,59,423,150,35.5,12.44,4.41,0.13,0.37,18.1,16,4,5,41.5,37.7,0.09,+17.5,+17.3,23,2022-2023,e55b4f18-5460-4828-b7c5-9d2c2e0f111c
a1f721d3,/en/squads/a1f721d3/2022-2023/Twente-Stats,Twente,26,34.0,65,604,192,31.8,17.76,5.65,0.10,0.32,18.3,18,3,3,62.8,60.7,0.10,+2.2,+1.3,23,2022-2023,e55b4f18-5460-4828-b7c5-9d2c2e0f111c
2a428619,/en/squads/2a428619/2022-2023/Utrecht-Stats,Utrecht,33,34.0,54,433,163,37.6,12.74,4.79,0.12,0.31,16.2,6,3,4,49.3,46.2,0.11,+4.7,+4.8,23,2022-2023,e55b4f18-5460-4828-b7c5-9d2c2e0f111c
209d7fa2,/en/squads/209d7fa2/2022-2023/Vitesse-Stats,Vitesse,30,34.0,43,528,170,32.2,15.53,5.00,0.08,0.25,18.7,27,1,1,43.8,43.2,0.08,-0.8,-1.2,23,2022-2023,e55b4f18-5460-4828-b7c5-9d2c2e0f111c
8783f4ee,/en/squads/8783f4ee/2022-2023/Volendam-Stats,Volendam,31,34.0,41,415,144,34.7,12.21,4.24,0.10,0.28,17.0,6,0,0,42.5,42.5,0.10,-1.5,-1.5,23,2022-2023,e55b4f18-5460-4828-b7c5-9d2c2e0f111c
