team_id,team_url,team,players_used_away,avg_age_away,possession_away,games_away,games_starts_away,minutes_away,minutes_90s_away,goals_away,assists_away,goals_assists_away,goals_pens_away,pens_made_away,pens_att_away,cards_yellow_away,cards_red_away,xg_away,npxg_away,xg_assist_away,npxg_xg_assist_away,progressive_carries_away,progressive_passes_away,goals_per90_away,assists_per90_away,goals_assists_per90_away,goals_pens_per90_away,goals_assists_pens_per90_away,xg_per90_away,xg_assist_per90_away,xg_xg_assist_per90_away,npxg_per90_away,npxg_xg_assist_per90_away,competition_id,season_id,id
4e7459b7,/en/squads/4e7459b7/2018-2019/ADO-Den-Haag-Stats,vs ADO Den Haag,25,25.0,53.6,34,374,"3,060",34.0,62,41,103,55,7,7,42,5,66.9,61.6,45.2,106.7,737,1487,1.82,1.21,3.03,1.62,2.82,1.97,1.33,3.30,1.81,3.14,23,2018-2019,7aa6e4f7-3bcf-4574-9cb8-b1e585a2b5d2
19c3f8c4,/en/squads/19c3f8c4/2018-2019/Ajax-Stats,vs Ajax,29,25.1,36.7,34,374,"3,060",34.0,30,24,54,29,1,2,61,3,35.5,33.9,28.0,61.9,461,808,0.88,0.71,1.59,0.85,1.56,1.04,0.82,1.87,1.00,1.82,23,2018-2019,7aa6e4f7-3bcf-4574-9cb8-b1e585a2b5d2
3986b791,/en/squads/3986b791/2018-2019/AZ-Alkmaar-Stats,vs AZ Alkmaar,24,25.0,44.0,34,374,"3,060",34.0,39,30,69,37,2,3,66,3,45.2,42.9,34.1,77.0,525,1037,1.15,0.88,2.03,1.09,1.97,1.33,1.00,2.33,1.26,2.26,23,2018-2019,7aa6e4f7-3bcf-4574-9cb8-b1e585a2b5d2
c6f58d53,/en/squads/c6f58d53/2018-2019/De-Graafschap-Stats,vs De Graafschap,26,25.0,54.0,34,374,"3,060",34.0,73,51,124,69,4,5,47,5,68.2,64.3,52.2,116.5,738,1361,2.15,1.50,3.65,2.03,3.53,2.01,1.54,3.54,1.89,3.43,23,2018-2019,7aa6e4f7-3bcf-4574-9cb8-b1e585a2b5d2
01888db1,/en/squads/01888db1/2018-2019/Emmen-Stats,vs Emmen,28,24.9,52.4,34,374,"3,060",34.0,69,44,113,66,3,5,49,3,61.3,57.9,42.3,100.2,734,1512,2.03,1.29,3.32,1.94,3.24,1.80,1.24,3.05,1.70,2.95,23,2018-2019,7aa6e4f7-3bcf-4574-9cb8-b1e585a2b5d2
740cb7d4,/en/squads/740cb7d4/2018-2019/Excelsior-Stats,vs Excelsior,24,24.9,53.3,34,374,"3,060",34.0,76,57,133,73,3,5,39,1,68.2,64.5,49.1,113.5,956,1703,2.24,1.68,3.91,2.15,3.82,2.01,1.44,3.45,1.90,3.34,23,2018-2019,7aa6e4f7-3bcf-4574-9cb8-b1e585a2b5d2
fb4ca611,/en/squads/fb4ca611/2018-2019/Feyenoord-Stats,vs Feyenoord,28,24.9,40.7,34,374,"3,060",34.0,39,22,61,37,2,2,32,3,43.7,42.2,32.9,75.0,620,1187,1.15,0.65,1.79,1.09,1.74,1.28,0.97,2.25,1.24,2.21,23,2018-2019,7aa6e4f7-3bcf-4574-9cb8-b1e585a2b5d2
bd08295c,/en/squads/bd08295c/2018-2019/Fortuna-Sittard-Stats,vs Fortuna Sittard,28,24.9,52.9,34,374,"3,060",34.0,78,54,132,70,8,10,52,2,67.9,60.5,49.0,109.5,854,1543,2.29,1.59,3.88,2.06,3.65,2.00,1.44,3.44,1.78,3.22,23,2018-2019,7aa6e4f7-3bcf-4574-9cb8-b1e585a2b5d2
bec05adb,/en/squads/bec05adb/2018-2019/Groningen-Stats,vs Groningen,27,25.2,54.6,34,374,"3,060",34.0,41,27,68,39,2,2,46,4,44.8,43.2,34.0,77.2,635,1376,1.21,0.79,2.00,1.15,1.94,1.32,1.00,2.32,1.27,2.27,23,2018-2019,7aa6e4f7-3bcf-4574-9cb8-b1e585a2b5d2
193ff7aa,/en/squads/193ff7aa/2018-2019/Heerenveen-Stats,vs Heerenveen,24,25.2,50.7,34,374,"3,060",34.0,71,51,122,66,5,6,46,4,64.3,60.2,46.6,106.8,747,1415,2.09,1.50,3.59,1.94,3.44,1.89,1.37,3.26,1.77,3.14,23,2018-2019,7aa6e4f7-3bcf-4574-9cb8-b1e585a2b5d2
c882b88e,/en/squads/c882b88e/2018-2019/Heracles-Almelo-Stats,vs Heracles Almelo,25,24.8,53.5,34,374,"3,060",34.0,65,44,109,53,12,14,49,3,64.5,53.9,43.8,97.7,647,1509,1.91,1.29,3.21,1.56,2.85,1.90,1.29,3.18,1.58,2.87,23,2018-2019,7aa6e4f7-3bcf-4574-9cb8-b1e585a2b5d2
8ed04be8,/en/squads/8ed04be8/2018-2019/NAC-Breda-Stats,vs NAC Breda,34,24.8,53.5,34,374,"3,060",34.0,70,48,118,65,5,6,38,3,62.7,58.1,44.3,102.4,805,1556,2.06,1.41,3.47,1.91,3.32,1.84,1.30,3.15,1.71,3.01,23,2018-2019,7aa6e4f7-3bcf-4574-9cb8-b1e585a2b5d2
e334d850,/en/squads/e334d850/2018-2019/PSV-Eindhoven-Stats,vs PSV Eindhoven,26,25.1,40.4,34,374,"3,060",34.0,25,19,44,23,2,3,66,8,25.8,23.4,18.5,41.9,498,919,0.74,0.56,1.29,0.68,1.24,0.76,0.54,1.30,0.69,1.23,23,2018-2019,7aa6e4f7-3bcf-4574-9cb8-b1e585a2b5d2
2a428619,/en/squads/2a428619/2018-2019/Utrecht-Stats,vs Utrecht,27,25.1,51.1,34,374,"3,060",34.0,51,31,82,46,5,5,54,1,51.7,47.9,37.4,85.3,660,1398,1.50,0.91,2.41,1.35,2.26,1.52,1.10,2.62,1.41,2.51,23,2018-2019,7aa6e4f7-3bcf-4574-9cb8-b1e585a2b5d2
