team_id,team_url,team,players_used_away,minutes_90s_away,gk_goals_against_away,gk_pens_allowed_away,gk_free_kick_goals_against_away,gk_corner_kick_goals_against_away,gk_own_goals_against_away,gk_psxg_away,gk_psnpxg_per_shot_on_target_against_away,gk_psxg_net_away,gk_psxg_net_per90_away,gk_passes_completed_launched_away,gk_passes_launched_away,gk_passes_pct_launched_away,gk_passes_away,gk_passes_throws_away,gk_pct_passes_launched_away,gk_passes_length_avg_away,gk_goal_kicks_away,gk_pct_goal_kicks_launched_away,gk_goal_kick_length_avg_away,gk_crosses_away,gk_crosses_stopped_away,gk_crosses_stopped_pct_away,gk_def_actions_outside_pen_area_away,gk_def_actions_outside_pen_area_per90_away,gk_avg_distance_def_actions_away,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2024-2025/Ajax-Stats,vs Ajax,3,34.0,67,6,0,8,1,64.8,0.34,-1.2,-0.03,209,614,34.0,1102,106,46.1,39.1,263,40.3,36.4,435,39,9.0,42,1.24,12.7,23,2024-2025,04127163-c724-426f-8895-a5299c82dca1
squads,/en/squads/2b41acb5/Almere-City-Stats,vs Almere City,2,34.0,23,0,0,4,2,29.3,0.27,+8.3,+0.24,184,489,37.6,1082,150,34.8,34.1,258,43.4,39.0,505,35,6.9,34,1.00,13.3,23,2024-2025,04127163-c724-426f-8895-a5299c82dca1
3986b791,/en/squads/3986b791/2024-2025/AZ-Alkmaar-Stats,vs AZ Alkmaar,2,34.0,58,2,1,7,1,59.3,0.31,+2.3,+0.07,229,590,38.8,1178,152,38.2,35.2,311,45.0,38.3,413,32,7.7,38,1.12,13.2,23,2024-2025,04127163-c724-426f-8895-a5299c82dca1
squads,/en/squads/fb4ca611/Feyenoord-Stats,vs Feyenoord,3,34.0,76,6,0,7,5,68.2,0.31,-2.8,-0.08,228,626,36.4,1122,141,42.9,37.8,321,45.2,37.2,479,29,6.1,44,1.29,13.8,23,2024-2025,04127163-c724-426f-8895-a5299c82dca1
squads,/en/squads/bd08295c/Fortuna-Sittard-Stats,vs Fortuna Sittard,2,34.0,37,4,0,8,1,37.4,0.33,+1.4,+0.04,141,408,34.6,797,145,36.9,35.7,261,43.7,38.8,490,29,5.9,36,1.06,14.2,23,2024-2025,04127163-c724-426f-8895-a5299c82dca1
squads,/en/squads/e33d6108/Go-Ahead-Eagles-Stats,vs Go Ahead Eag,2,34.0,57,2,1,3,0,56.3,0.37,-0.7,-0.02,211,611,34.5,1031,128,46.0,39.1,268,51.1,41.7,453,35,7.7,50,1.47,14.5,23,2024-2025,04127163-c724-426f-8895-a5299c82dca1
squads,/en/squads/bec05adb/Groningen-Stats,vs Groningen,2,34.0,40,5,0,6,1,41.2,0.26,+2.2,+0.06,190,593,32.0,1261,131,38.7,35.5,234,44.9,38.8,385,24,6.2,41,1.21,13.9,23,2024-2025,04127163-c724-426f-8895-a5299c82dca1
squads,/en/squads/193ff7aa/Heerenveen-Stats,vs Heerenveen,2,34.0,42,5,0,6,1,46.3,0.30,+5.3,+0.16,223,596,37.4,1122,97,42.2,37.2,257,47.5,38.6,454,28,6.2,38,1.12,15.0,23,2024-2025,04127163-c724-426f-8895-a5299c82dca1
squads,/en/squads/c882b88e/Heracles-Almelo-Stats,vs Heracles Almelo,1,34.0,42,5,0,2,0,42.0,0.30,0.0,0.00,128,353,36.3,954,140,28.6,31.5,231,34.6,32.4,501,33,6.6,35,1.03,13.0,23,2024-2025,04127163-c724-426f-8895-a5299c82dca1
squads,/en/squads/8ed04be8/NAC-Breda-Stats,vs NAC Breda,3,34.0,34,3,2,5,0,41.1,0.32,+7.1,+0.21,160,488,32.8,977,130,38.3,36.1,262,43.5,36.5,453,32,7.1,38,1.12,13.8,23,2024-2025,04127163-c724-426f-8895-a5299c82dca1
squads,/en/squads/fc629994/NEC-Nijmegen-Stats,vs NEC Nijmegen,2,34.0,51,3,1,7,0,45.2,0.30,-5.8,-0.17,200,545,36.7,1044,139,40.5,36.3,247,49.4,40.7,584,41,7.0,34,1.00,13.0,23,2024-2025,04127163-c724-426f-8895-a5299c82dca1
e334d850,/en/squads/e334d850/2024-2025/PSV-Eindhoven-Stats,vs PSV Eindhoven,2,34.0,103,2,1,11,4,90.1,0.34,-8.9,-0.26,262,771,34.0,949,119,57.1,43.6,384,59.6,44.7,690,46,6.7,22,0.65,11.3,23,2024-2025,04127163-c724-426f-8895-a5299c82dca1
squads,/en/squads/bb14adb3/RKC-Waalwijk-Stats,vs RKC Waalwijk,4,34.0,44,3,0,5,3,48.6,0.34,+7.6,+0.22,128,387,33.1,847,118,36.1,34.3,185,43.8,37.0,479,39,8.1,45,1.32,12.9,23,2024-2025,04127163-c724-426f-8895-a5299c82dca1
squads,/en/squads/146a68ce/Sparta-Rotterdam-Stats,vs Sparta R'dam,1,34.0,39,2,0,4,1,41.2,0.25,+3.2,+0.10,230,595,38.7,1079,175,43.2,36.9,269,48.0,40.2,536,41,7.6,31,0.91,12.6,23,2024-2025,04127163-c724-426f-8895-a5299c82dca1
squads,/en/squads/a1f721d3/Twente-Stats,vs Twente,2,34.0,62,7,1,11,1,64.6,0.33,+3.6,+0.11,213,601,35.4,1195,171,39.5,35.5,284,45.4,37.5,545,34,6.2,45,1.32,14.3,23,2024-2025,04127163-c724-426f-8895-a5299c82dca1
2a428619,/en/squads/2a428619/2024-2025/Utrecht-Stats,vs Utrecht,2,34.0,62,2,1,7,4,54.9,0.34,-3.1,-0.09,187,515,36.3,1138,143,34.1,33.4,283,44.9,38.6,545,23,4.2,42,1.24,15.8,23,2024-2025,04127163-c724-426f-8895-a5299c82dca1
squads,/en/squads/f0479d7b/Willem-II-Stats,vs Willem II,1,34.0,34,3,0,6,4,29.5,0.26,-0.5,-0.02,112,353,31.7,836,146,31.1,32.8,200,46.5,40.2,435,41,9.4,21,0.62,12.2,23,2024-2025,04127163-c724-426f-8895-a5299c82dca1
squads,/en/squads/e3db180b/Zwolle-Stats,vs Zwolle,2,34.0,43,3,0,3,1,37.6,0.28,-4.4,-0.13,221,571,38.7,1025,127,43.3,36.8,265,47.9,39.0,384,20,5.2,42,1.24,15.8,23,2024-2025,04127163-c724-426f-8895-a5299c82dca1
