team_id,team_url,team,players_used_away,minutes_90s_away,goals_away,shots_away,shots_on_target_away,shots_on_target_pct_away,shots_per90_away,shots_on_target_per90_away,goals_per_shot_away,goals_per_shot_on_target_away,average_shot_distance_away,shots_free_kicks_away,pens_made_away,pens_att_away,xg_away,npxg_away,npxg_per_shot_away,xg_net_away,npxg_net_away,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2021-2022/Ajax-Stats,vs Ajax,30,34.0,19,267,78,29.2,7.85,2.29,0.07,0.24,17.6,8,0,0,28.8,28.8,0.11,-9.8,-9.8,23,2021-2022,50691696-36dc-4821-be38-d828203f5bf9
3986b791,/en/squads/3986b791/2021-2022/AZ-Alkmaar-Stats,vs AZ Alkmaar,28,34.0,44,369,133,36.0,10.85,3.91,0.12,0.33,18.9,22,0,0,42.0,42.0,0.12,+2.0,+2.0,23,2021-2022,50691696-36dc-4821-be38-d828203f5bf9
5c9e307a,/en/squads/5c9e307a/2021-2022/Cambuur-Stats,vs Cambuur,27,34.0,69,575,205,35.7,16.91,6.03,0.12,0.33,16.6,10,1,2,66.2,64.6,0.11,+2.8,+3.4,23,2021-2022,50691696-36dc-4821-be38-d828203f5bf9
fb4ca611,/en/squads/fb4ca611/2021-2022/Feyenoord-Stats,vs Feyenoord,31,34.0,33,299,103,34.4,8.79,3.03,0.10,0.28,19.4,8,4,4,34.3,31.1,0.11,-1.3,-2.1,23,2021-2022,50691696-36dc-4821-be38-d828203f5bf9
bd08295c,/en/squads/bd08295c/2021-2022/Fortuna-Sittard-Stats,vs Fortuna Sittard,29,34.0,66,580,198,34.1,17.06,5.82,0.11,0.33,16.6,20,1,2,67.7,66.1,0.12,-1.7,-1.1,23,2021-2022,50691696-36dc-4821-be38-d828203f5bf9
e33d6108,/en/squads/e33d6108/2021-2022/Go-Ahead-Eagles-Stats,vs Go Ahead Eag,26,34.0,50,535,175,32.7,15.74,5.15,0.09,0.26,17.8,10,4,4,59.2,56.1,0.11,-9.2,-10.1,23,2021-2022,50691696-36dc-4821-be38-d828203f5bf9
bec05adb,/en/squads/bec05adb/2021-2022/Groningen-Stats,vs Groningen,28,34.0,53,441,160,36.3,12.97,4.71,0.12,0.32,17.1,13,2,2,46.7,45.2,0.11,+6.3,+5.8,23,2021-2022,50691696-36dc-4821-be38-d828203f5bf9
193ff7aa,/en/squads/193ff7aa/2021-2022/Heerenveen-Stats,vs Heerenveen,32,34.0,49,441,142,32.2,12.97,4.18,0.10,0.30,17.3,8,7,8,51.4,45.0,0.10,-2.4,-3.0,23,2021-2022,50691696-36dc-4821-be38-d828203f5bf9
c882b88e,/en/squads/c882b88e/2021-2022/Heracles-Almelo-Stats,vs Heracles Almelo,31,34.0,47,453,167,36.9,13.32,4.91,0.10,0.27,17.7,16,2,5,48.6,44.7,0.10,-1.6,+0.3,23,2021-2022,50691696-36dc-4821-be38-d828203f5bf9
fc629994,/en/squads/fc629994/2021-2022/NEC-Nijmegen-Stats,vs NEC Nijmegen,25,34.0,51,516,160,31.0,15.18,4.71,0.09,0.30,18.0,15,3,4,56.6,53.4,0.11,-5.6,-5.4,23,2021-2022,50691696-36dc-4821-be38-d828203f5bf9
e334d850,/en/squads/e334d850/2021-2022/PSV-Eindhoven-Stats,vs PSV Eindhoven,30,34.0,40,327,113,34.6,9.62,3.32,0.12,0.34,18.9,15,2,2,38.1,36.6,0.11,+1.9,+1.4,23,2021-2022,50691696-36dc-4821-be38-d828203f5bf9
bb14adb3,/en/squads/bb14adb3/2021-2022/RKC-Waalwijk-Stats,vs RKC Waalwijk,26,34.0,51,534,170,31.8,15.71,5.00,0.08,0.26,17.8,14,6,8,66.0,59.7,0.12,-15.0,-14.7,23,2021-2022,50691696-36dc-4821-be38-d828203f5bf9
146a68ce,/en/squads/146a68ce/2021-2022/Sparta-Rotterdam-Stats,vs Sparta R'dam,32,34.0,46,453,154,34.0,13.32,4.53,0.09,0.27,18.3,23,5,6,49.7,45.8,0.10,-3.7,-4.8,23,2021-2022,50691696-36dc-4821-be38-d828203f5bf9
a1f721d3,/en/squads/a1f721d3/2021-2022/Twente-Stats,vs Twente,28,34.0,35,375,131,34.9,11.03,3.85,0.09,0.27,18.0,12,0,1,40.0,38.9,0.11,-5.0,-3.9,23,2021-2022,50691696-36dc-4821-be38-d828203f5bf9
2a428619,/en/squads/2a428619/2021-2022/Utrecht-Stats,vs Utrecht,36,34.0,43,389,137,35.2,11.44,4.03,0.10,0.29,17.9,21,3,4,43.9,40.8,0.11,-0.9,-0.8,23,2021-2022,50691696-36dc-4821-be38-d828203f5bf9
209d7fa2,/en/squads/209d7fa2/2021-2022/Vitesse-Stats,vs Vitesse,29,34.0,49,384,131,34.1,11.29,3.85,0.11,0.34,17.4,15,5,5,48.4,45.0,0.12,+0.6,-1.0,23,2021-2022,50691696-36dc-4821-be38-d828203f5bf9
f0479d7b,/en/squads/f0479d7b/2021-2022/Willem-II-Stats,vs Willem II,33,34.0,55,490,166,33.9,14.41,4.88,0.11,0.32,17.9,15,2,3,53.9,51.6,0.11,+1.1,+1.4,23,2021-2022,50691696-36dc-4821-be38-d828203f5bf9
e3db180b,/en/squads/e3db180b/2021-2022/Zwolle-Stats,vs Zwolle,32,34.0,49,470,172,36.6,13.82,5.06,0.10,0.27,17.8,17,3,4,50.6,47.6,0.10,-1.6,-1.6,23,2021-2022,50691696-36dc-4821-be38-d828203f5bf9
