ranker,nationality,players,minutes,List,competition_id,season_id,id
1,nlNetherlands,316,"305,943","Steven Berghuis,Wout Weghorst,Bryan Linssen,Abdenasser El Khayati,Donny van de Beek,Tonny Vilhena,Clint Leemans,Marco van Ginkel,Sander van de Streek,Jens Toornstra...",23,2017-2018,9344a00c-1720-4179-921f-5194791f41c0
2,beBelgium,24,"25,435","Bram Castro,Ryan Sanusi,Stijn Wuytens,Jannes Vansteenkiste,Arno Verschueren,Ismail Azzaoui,Loris Brogno,Jorn Vancamp,Wout Faes,Dries Wuytens...",23,2017-2018,9344a00c-1720-4179-921f-5194791f41c0
3,deGermany,20,"28,231","Lennart Thy,Dani Schahin,Daniel Schwaab,Nils Röseler,Lars Unnerstall,Rico Strieder,Stefan Thesker,Julian Chabot,Timon Wellenreuther,Mario Engels...",23,2017-2018,9344a00c-1720-4179-921f-5194791f41c0
4,maMorocco,19,"25,744","Hakim Ziyech,Zakaria Labyad,Youness Mokhtar,Mounir El Allouchi,Karim El Ahmadi,Mimoun Mahi,Oussama Idrissi,Oussama Assaidi,Mohamed El Hankouri,Sofyan Amrabat...",23,2017-2018,9344a00c-1720-4179-921f-5194791f41c0
,,,,View Complete Nationalities Table,23,2017-2018,9344a00c-1720-4179-921f-5194791f41c0
