team_id,team_url,team,players_used_away,minutes_90s_away,tackles_away,tackles_won_away,tackles_def_3rd_away,tackles_mid_3rd_away,tackles_att_3rd_away,challenge_tackles_away,challenges_away,challenge_tackles_pct_away,challenges_lost_away,blocks_away,blocked_shots_away,blocked_passes_away,interceptions_away,tackles_interceptions_away,clearances_away,errors_away,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2022-2023/Ajax-Stats,vs Ajax,30,34.0,658,361,385,210,63,266,595,44.7,329,463,168,295,370,1028,938,6,23,2022-2023,60dc2f63-2f0f-4a88-86cc-4eecb902f6a3
3986b791,/en/squads/3986b791/2022-2023/AZ-Alkmaar-Stats,vs AZ Alkmaar,29,34.0,547,328,275,205,67,237,529,44.8,292,386,129,257,316,863,664,14,23,2022-2023,60dc2f63-2f0f-4a88-86cc-4eecb902f6a3
5c9e307a,/en/squads/5c9e307a/2022-2023/Cambuur-Stats,vs Cambuur,31,34.0,473,272,219,193,61,220,456,48.2,236,309,90,219,274,747,656,12,23,2022-2023,60dc2f63-2f0f-4a88-86cc-4eecb902f6a3
01888db1,/en/squads/01888db1/2022-2023/Emmen-Stats,vs Emmen,30,34.0,544,345,257,210,77,264,488,54.1,224,382,102,280,322,866,629,4,23,2022-2023,60dc2f63-2f0f-4a88-86cc-4eecb902f6a3
740cb7d4,/en/squads/740cb7d4/2022-2023/Excelsior-Stats,vs Excelsior,28,34.0,509,322,226,197,86,224,493,45.4,269,349,84,265,309,818,555,8,23,2022-2023,60dc2f63-2f0f-4a88-86cc-4eecb902f6a3
fb4ca611,/en/squads/fb4ca611/2022-2023/Feyenoord-Stats,vs Feyenoord,30,34.0,666,407,386,235,45,342,704,48.6,362,445,175,270,348,1014,771,11,23,2022-2023,60dc2f63-2f0f-4a88-86cc-4eecb902f6a3
bd08295c,/en/squads/bd08295c/2022-2023/Fortuna-Sittard-Stats,vs Fortuna Sittard,28,34.0,560,343,248,212,100,276,561,49.2,285,330,92,238,254,814,609,4,23,2022-2023,60dc2f63-2f0f-4a88-86cc-4eecb902f6a3
e33d6108,/en/squads/e33d6108/2022-2023/Go-Ahead-Eagles-Stats,vs Go Ahead Eag,27,34.0,551,323,289,216,46,249,498,50.0,249,354,113,241,304,855,639,9,23,2022-2023,60dc2f63-2f0f-4a88-86cc-4eecb902f6a3
bec05adb,/en/squads/bec05adb/2022-2023/Groningen-Stats,vs Groningen,36,34.0,603,337,271,245,87,289,635,45.5,346,362,104,258,300,903,639,7,23,2022-2023,60dc2f63-2f0f-4a88-86cc-4eecb902f6a3
193ff7aa,/en/squads/193ff7aa/2022-2023/Heerenveen-Stats,vs Heerenveen,26,34.0,583,359,259,241,83,302,597,50.6,295,396,103,293,318,901,623,8,23,2022-2023,60dc2f63-2f0f-4a88-86cc-4eecb902f6a3
fc629994,/en/squads/fc629994/2022-2023/NEC-Nijmegen-Stats,vs NEC Nijmegen,22,34.0,663,416,331,246,86,334,679,49.2,345,389,118,271,302,965,685,4,23,2022-2023,60dc2f63-2f0f-4a88-86cc-4eecb902f6a3
e334d850,/en/squads/e334d850/2022-2023/PSV-Eindhoven-Stats,vs PSV Eindhoven,32,34.0,579,343,300,210,69,261,598,43.6,337,396,135,261,407,986,716,11,23,2022-2023,60dc2f63-2f0f-4a88-86cc-4eecb902f6a3
bb14adb3,/en/squads/bb14adb3/2022-2023/RKC-Waalwijk-Stats,vs RKC Waalwijk,27,34.0,625,362,292,221,112,315,654,48.2,339,372,91,281,303,928,517,3,23,2022-2023,60dc2f63-2f0f-4a88-86cc-4eecb902f6a3
146a68ce,/en/squads/146a68ce/2022-2023/Sparta-Rotterdam-Stats,vs Sparta R'dam,30,34.0,449,263,229,161,59,214,416,51.4,202,352,98,254,280,729,638,12,23,2022-2023,60dc2f63-2f0f-4a88-86cc-4eecb902f6a3
a1f721d3,/en/squads/a1f721d3/2022-2023/Twente-Stats,vs Twente,26,34.0,576,326,317,200,59,268,565,47.4,297,500,186,314,389,965,852,15,23,2022-2023,60dc2f63-2f0f-4a88-86cc-4eecb902f6a3
2a428619,/en/squads/2a428619/2022-2023/Utrecht-Stats,vs Utrecht,33,34.0,544,326,238,232,74,273,485,56.3,212,387,110,277,316,860,662,10,23,2022-2023,60dc2f63-2f0f-4a88-86cc-4eecb902f6a3
209d7fa2,/en/squads/209d7fa2/2022-2023/Vitesse-Stats,vs Vitesse,30,34.0,683,410,368,252,63,355,648,54.8,293,411,133,278,351,1034,737,5,23,2022-2023,60dc2f63-2f0f-4a88-86cc-4eecb902f6a3
8783f4ee,/en/squads/8783f4ee/2022-2023/Volendam-Stats,vs Volendam,31,34.0,572,343,271,222,79,260,538,48.3,278,333,104,229,246,818,613,14,23,2022-2023,60dc2f63-2f0f-4a88-86cc-4eecb902f6a3
