team_id,team_url,team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,competition_id,season_id,id
4e7459b7,/en/squads/4e7459b7/2019-2020/ADO-Den-Haag-Stats,ADO Den Haag,34,27.0,43.3,26,286,"2,340",26.0,22,14,36,19,3,5,57,4,29.7,25.7,19.5,45.2,292,740,0.85,0.54,1.38,0.73,1.27,1.14,0.75,1.90,0.99,1.74,23,2019-2020,2db73c95-5649-4a9b-b28e-7b06f8fc4216
19c3f8c4,/en/squads/19c3f8c4/2019-2020/Ajax-Stats,Ajax,29,25.1,63.7,25,275,"2,250",25.0,67,54,121,64,3,3,32,0,74.2,72.0,60.1,132.0,709,1754,2.68,2.16,4.84,2.56,4.72,2.97,2.40,5.37,2.88,5.28,23,2019-2020,2db73c95-5649-4a9b-b28e-7b06f8fc4216
3986b791,/en/squads/3986b791/2019-2020/AZ-Alkmaar-Stats,AZ Alkmaar,24,23.9,60.2,25,275,"2,250",25.0,54,36,90,45,9,10,33,2,55.0,47.3,38.9,86.2,585,1494,2.16,1.44,3.60,1.80,3.24,2.20,1.56,3.76,1.89,3.45,23,2019-2020,2db73c95-5649-4a9b-b28e-7b06f8fc4216
01888db1,/en/squads/01888db1/2019-2020/Emmen-Stats,Emmen,29,26.3,51.8,26,286,"2,340",26.0,31,22,53,28,3,3,56,4,36.6,34.3,26.2,60.4,451,991,1.19,0.85,2.04,1.08,1.92,1.41,1.01,2.41,1.32,2.32,23,2019-2020,2db73c95-5649-4a9b-b28e-7b06f8fc4216
fb4ca611,/en/squads/fb4ca611/2019-2020/Feyenoord-Stats,Feyenoord,30,25.7,54.3,25,275,"2,250",25.0,49,33,82,40,9,9,38,0,50.2,43.1,35.9,79.0,535,1157,1.96,1.32,3.28,1.60,2.92,2.01,1.44,3.44,1.72,3.16,23,2019-2020,2db73c95-5649-4a9b-b28e-7b06f8fc4216
bd08295c,/en/squads/bd08295c/2019-2020/Fortuna-Sittard-Stats,Fortuna Sittard,27,23.2,45.1,26,286,"2,340",26.0,27,15,42,24,3,4,49,4,30.0,27.0,19.6,46.6,386,818,1.04,0.58,1.62,0.92,1.50,1.15,0.75,1.91,1.04,1.79,23,2019-2020,2db73c95-5649-4a9b-b28e-7b06f8fc4216
bec05adb,/en/squads/bec05adb/2019-2020/Groningen-Stats,Groningen,25,23.8,48.6,26,286,"2,340",26.0,27,17,44,23,4,6,45,4,34.0,29.2,22.7,52.0,499,928,1.04,0.65,1.69,0.88,1.54,1.31,0.87,2.18,1.12,2.00,23,2019-2020,2db73c95-5649-4a9b-b28e-7b06f8fc4216
193ff7aa,/en/squads/193ff7aa/2019-2020/Heerenveen-Stats,Heerenveen,24,22.7,51.0,26,286,"2,340",26.0,40,30,70,37,3,6,27,0,40.8,36.0,28.3,64.4,682,1083,1.54,1.15,2.69,1.42,2.58,1.57,1.09,2.66,1.39,2.48,23,2019-2020,2db73c95-5649-4a9b-b28e-7b06f8fc4216
c882b88e,/en/squads/c882b88e/2019-2020/Heracles-Almelo-Stats,Heracles Almelo,23,23.9,48.2,26,286,"2,340",26.0,39,28,67,38,1,2,45,1,39.3,37.7,26.6,64.3,504,951,1.50,1.08,2.58,1.46,2.54,1.51,1.02,2.53,1.45,2.47,23,2019-2020,2db73c95-5649-4a9b-b28e-7b06f8fc4216
e334d850,/en/squads/e334d850/2019-2020/PSV-Eindhoven-Stats,PSV Eindhoven,29,24.0,54.7,26,286,"2,340",26.0,52,40,92,46,6,6,38,4,48.7,44.0,35.2,79.2,642,1237,2.00,1.54,3.54,1.77,3.31,1.87,1.35,3.23,1.69,3.05,23,2019-2020,2db73c95-5649-4a9b-b28e-7b06f8fc4216
