team_id,team_url,team,players_used_away,minutes_90s_away,gk_goals_against_away,gk_pens_allowed_away,gk_free_kick_goals_against_away,gk_corner_kick_goals_against_away,gk_own_goals_against_away,gk_psxg_away,gk_psnpxg_per_shot_on_target_against_away,gk_psxg_net_away,gk_psxg_net_per90_away,gk_passes_completed_launched_away,gk_passes_launched_away,gk_passes_pct_launched_away,gk_passes_away,gk_passes_throws_away,gk_pct_passes_launched_away,gk_passes_length_avg_away,gk_goal_kicks_away,gk_pct_goal_kicks_launched_away,gk_goal_kick_length_avg_away,gk_crosses_away,gk_crosses_stopped_away,gk_crosses_stopped_pct_away,gk_def_actions_outside_pen_area_away,gk_def_actions_outside_pen_area_per90_away,gk_avg_distance_def_actions_away,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2021-2022/Ajax-Stats,vs Ajax,4,34.0,98,6,1,13,4,89.7,0.34,-4.3,-0.13,278,833,33.4,1073,154,54.4,41.1,379,65.7,49.1,622,30,4.8,12,0.35,9.6,23,2021-2022,511737c9-f525-4de8-9065-fed041795170
3986b791,/en/squads/3986b791/2021-2022/AZ-Alkmaar-Stats,vs AZ Alkmaar,2,34.0,64,6,0,12,2,53.2,0.29,-8.8,-0.26,245,632,38.8,1176,150,41.4,36.0,293,49.5,41.3,533,20,3.8,52,1.53,16.6,23,2021-2022,511737c9-f525-4de8-9065-fed041795170
5c9e307a,/en/squads/5c9e307a/2021-2022/Cambuur-Stats,vs Cambuur,2,34.0,53,4,1,5,2,42.1,0.29,-8.9,-0.26,215,499,43.1,929,172,39.5,34.9,228,57.9,44.6,332,18,5.4,43,1.26,15.4,23,2021-2022,511737c9-f525-4de8-9065-fed041795170
fb4ca611,/en/squads/fb4ca611/2021-2022/Feyenoord-Stats,vs Feyenoord,2,34.0,76,3,0,13,1,72.3,0.31,-2.7,-0.08,282,713,39.6,1068,210,45.4,38.0,394,57.9,44.9,534,24,4.5,37,1.09,13.5,23,2021-2022,511737c9-f525-4de8-9065-fed041795170
bd08295c,/en/squads/bd08295c/2021-2022/Fortuna-Sittard-Stats,vs Fortuna Sittard,2,34.0,36,3,3,8,1,33.5,0.25,-1.5,-0.04,197,595,33.1,1017,176,43.4,36.8,241,63.9,46.9,408,24,5.9,49,1.44,17.1,23,2021-2022,511737c9-f525-4de8-9065-fed041795170
e33d6108,/en/squads/e33d6108/2021-2022/Go-Ahead-Eagles-Stats,vs Go Ahead Eag,2,34.0,37,2,0,9,1,33.9,0.26,-2.1,-0.06,210,604,34.8,1027,168,45.6,38.2,238,57.1,45.4,418,23,5.5,54,1.59,16.3,23,2021-2022,511737c9-f525-4de8-9065-fed041795170
bec05adb,/en/squads/bec05adb/2021-2022/Groningen-Stats,vs Groningen,1,34.0,41,1,1,4,2,36.5,0.27,-2.5,-0.07,257,689,37.3,877,153,55.1,42.8,301,68.4,50.3,517,28,5.4,31,0.91,13.7,23,2021-2022,511737c9-f525-4de8-9065-fed041795170
193ff7aa,/en/squads/193ff7aa/2021-2022/Heerenveen-Stats,vs Heerenveen,2,34.0,37,3,0,4,3,37.2,0.27,+3.2,+0.09,178,439,40.5,917,163,35.4,34.0,236,48.3,39.6,449,17,3.8,44,1.29,15.5,23,2021-2022,511737c9-f525-4de8-9065-fed041795170
c882b88e,/en/squads/c882b88e/2021-2022/Heracles-Almelo-Stats,vs Heracles Almelo,2,34.0,33,1,2,4,1,37.0,0.28,+5.0,+0.15,173,433,40.0,922,158,34.5,32.5,262,43.9,38.9,513,18,3.5,41,1.21,15.3,23,2021-2022,511737c9-f525-4de8-9065-fed041795170
fc629994,/en/squads/fc629994/2021-2022/NEC-Nijmegen-Stats,vs NEC Nijmegen,1,34.0,38,2,1,5,0,40.6,0.25,+2.6,+0.08,193,517,37.3,911,132,43.4,35.9,186,65.6,48.6,370,15,4.1,57,1.68,17.4,23,2021-2022,511737c9-f525-4de8-9065-fed041795170
e334d850,/en/squads/e334d850/2021-2022/PSV-Eindhoven-Stats,vs PSV Eindhoven,2,34.0,86,1,1,15,2,77.7,0.31,-6.3,-0.19,247,621,39.8,1186,190,41.6,35.7,272,47.1,39.4,482,17,3.5,46,1.35,14.6,23,2021-2022,511737c9-f525-4de8-9065-fed041795170
bb14adb3,/en/squads/bb14adb3/2021-2022/RKC-Waalwijk-Stats,vs RKC Waalwijk,3,34.0,40,1,0,2,1,38.1,0.31,-0.9,-0.03,184,471,39.1,1039,177,36.2,34.2,233,40.8,38.9,437,14,3.2,56,1.65,17.1,23,2021-2022,511737c9-f525-4de8-9065-fed041795170
146a68ce,/en/squads/146a68ce/2021-2022/Sparta-Rotterdam-Stats,vs Sparta R'dam,3,34.0,30,1,1,4,0,30.0,0.28,0.0,0.00,159,462,34.4,979,211,34.3,33.4,236,53.4,42.2,397,25,6.3,55,1.62,17.4,23,2021-2022,511737c9-f525-4de8-9065-fed041795170
a1f721d3,/en/squads/a1f721d3/2021-2022/Twente-Stats,vs Twente,2,34.0,55,5,1,7,2,49.1,0.32,-3.9,-0.12,247,669,36.9,1093,174,45.3,37.6,270,64.4,49.7,426,22,5.2,36,1.06,14.1,23,2021-2022,511737c9-f525-4de8-9065-fed041795170
2a428619,/en/squads/2a428619/2021-2022/Utrecht-Stats,vs Utrecht,3,34.0,51,5,1,9,2,46.4,0.26,-2.6,-0.08,212,542,39.1,1201,188,34.6,32.8,251,50.2,41.1,571,31,5.4,54,1.59,15.7,23,2021-2022,511737c9-f525-4de8-9065-fed041795170
209d7fa2,/en/squads/209d7fa2/2021-2022/Vitesse-Stats,vs Vitesse,2,34.0,42,3,0,6,0,45.4,0.25,+3.4,+0.10,244,718,34.0,971,159,51.5,40.7,303,71.9,52.3,538,27,5.0,43,1.26,15.0,23,2021-2022,511737c9-f525-4de8-9065-fed041795170
f0479d7b,/en/squads/f0479d7b/2021-2022/Willem-II-Stats,vs Willem II,4,34.0,32,0,0,3,2,28.9,0.29,-1.1,-0.03,196,475,41.3,949,166,35.3,33.0,265,52.8,42.8,524,23,4.4,47,1.38,15.6,23,2021-2022,511737c9-f525-4de8-9065-fed041795170
e3db180b,/en/squads/e3db180b/2021-2022/Zwolle-Stats,vs Zwolle,1,34.0,26,3,0,1,0,29.7,0.21,+3.7,+0.11,252,678,37.2,985,151,51.0,39.8,278,63.3,47.2,523,29,5.5,30,0.88,14.3,23,2021-2022,511737c9-f525-4de8-9065-fed041795170
