team_id,team_url,team,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2021-2022/Ajax-Stats,Ajax,30,34.0,35,1,1,288,337,71,813,328,336,7,0,0,2208,609,407,59.9,23,2021-2022,2dd3b71b-e5e3-43c8-8911-d63676f9a1ac
3986b791,/en/squads/3986b791/2021-2022/AZ-Alkmaar-Stats,AZ Alkmaar,28,34.0,52,1,0,343,284,75,658,337,319,6,0,0,2084,585,580,50.2,23,2021-2022,2dd3b71b-e5e3-43c8-8911-d63676f9a1ac
5c9e307a,/en/squads/5c9e307a/2021-2022/Cambuur-Stats,Cambuur,27,34.0,54,3,2,334,343,49,401,331,314,5,2,1,1796,476,569,45.6,23,2021-2022,2dd3b71b-e5e3-43c8-8911-d63676f9a1ac
fb4ca611,/en/squads/fb4ca611/2021-2022/Feyenoord-Stats,Feyenoord,31,34.0,41,0,0,329,304,69,704,313,366,3,4,1,2240,497,434,53.4,23,2021-2022,2dd3b71b-e5e3-43c8-8911-d63676f9a1ac
bd08295c,/en/squads/bd08295c/2021-2022/Fortuna-Sittard-Stats,Fortuna Sittard,29,34.0,62,1,0,380,313,47,527,375,300,2,2,1,1980,597,546,52.2,23,2021-2022,2dd3b71b-e5e3-43c8-8911-d63676f9a1ac
e33d6108,/en/squads/e33d6108/2021-2022/Go-Ahead-Eagles-Stats,Go Ahead Eag,26,34.0,39,5,2,298,322,56,512,393,289,2,4,1,1996,557,652,46.1,23,2021-2022,2dd3b71b-e5e3-43c8-8911-d63676f9a1ac
bec05adb,/en/squads/bec05adb/2021-2022/Groningen-Stats,Groningen,28,34.0,55,4,1,358,355,51,639,373,371,1,2,2,1935,518,644,44.6,23,2021-2022,2dd3b71b-e5e3-43c8-8911-d63676f9a1ac
193ff7aa,/en/squads/193ff7aa/2021-2022/Heerenveen-Stats,Heerenveen,32,34.0,42,2,1,290,277,55,546,325,350,1,8,1,1880,504,452,52.7,23,2021-2022,2dd3b71b-e5e3-43c8-8911-d63676f9a1ac
c882b88e,/en/squads/c882b88e/2021-2022/Heracles-Almelo-Stats,Heracles Almelo,31,34.0,55,3,1,365,325,61,643,400,373,2,5,2,2019,476,500,48.8,23,2021-2022,2dd3b71b-e5e3-43c8-8911-d63676f9a1ac
fc629994,/en/squads/fc629994/2021-2022/NEC-Nijmegen-Stats,NEC Nijmegen,25,34.0,50,3,0,339,400,52,489,352,346,3,4,1,1955,471,508,48.1,23,2021-2022,2dd3b71b-e5e3-43c8-8911-d63676f9a1ac
e334d850,/en/squads/e334d850/2021-2022/PSV-Eindhoven-Stats,PSV Eindhoven,30,34.0,42,0,0,285,313,54,600,425,388,1,2,2,2269,462,366,55.8,23,2021-2022,2dd3b71b-e5e3-43c8-8911-d63676f9a1ac
bb14adb3,/en/squads/bb14adb3/2021-2022/RKC-Waalwijk-Stats,RKC Waalwijk,26,34.0,54,1,0,386,303,55,546,428,293,1,8,0,2073,534,508,51.2,23,2021-2022,2dd3b71b-e5e3-43c8-8911-d63676f9a1ac
146a68ce,/en/squads/146a68ce/2021-2022/Sparta-Rotterdam-Stats,Sparta R'dam,32,34.0,58,3,0,345,288,49,499,379,355,1,6,2,1941,649,629,50.8,23,2021-2022,2dd3b71b-e5e3-43c8-8911-d63676f9a1ac
a1f721d3,/en/squads/a1f721d3/2021-2022/Twente-Stats,Twente,28,34.0,54,3,2,373,375,39,527,364,361,5,1,2,2129,679,712,48.8,23,2021-2022,2dd3b71b-e5e3-43c8-8911-d63676f9a1ac
2a428619,/en/squads/2a428619/2021-2022/Utrecht-Stats,Utrecht,36,34.0,53,0,0,365,345,44,730,399,358,5,4,3,2079,662,608,52.1,23,2021-2022,2dd3b71b-e5e3-43c8-8911-d63676f9a1ac
209d7fa2,/en/squads/209d7fa2/2021-2022/Vitesse-Stats,Vitesse,29,34.0,69,6,2,397,356,58,652,373,355,3,5,2,2101,581,571,50.4,23,2021-2022,2dd3b71b-e5e3-43c8-8911-d63676f9a1ac
f0479d7b,/en/squads/f0479d7b/2021-2022/Willem-II-Stats,Willem II,33,34.0,42,6,2,297,301,55,656,311,333,0,3,2,2000,487,598,44.9,23,2021-2022,2dd3b71b-e5e3-43c8-8911-d63676f9a1ac
e3db180b,/en/squads/e3db180b/2021-2022/Zwolle-Stats,Zwolle,32,34.0,50,2,0,420,320,63,655,395,343,3,4,3,2082,689,749,47.9,23,2021-2022,2dd3b71b-e5e3-43c8-8911-d63676f9a1ac
