team_id,team_url,team,players_used,minutes_90s,gk_goals_against,gk_pens_allowed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,competition_id,season_id,id
4e7459b7,/en/squads/4e7459b7/2019-2020/ADO-Den-Haag-Stats,ADO Den Haag,3,26.0,54,5,1,5,3,51.1,0.31,+0.1,0.00,234,535,43.7,690,121,52.8,39.1,247,69.2,51.2,390,9,2.3,22,0.85,10.0,23,2019-2020,fa6bc66a-8f47-4dc5-a2ec-97b7ef2b7cf9
19c3f8c4,/en/squads/19c3f8c4/2019-2020/Ajax-Stats,Ajax,2,25.0,23,2,0,1,0,28.5,0.36,+5.5,+0.22,103,225,45.8,633,131,27.5,28.4,162,31.5,33.5,196,17,8.7,42,1.68,19.5,23,2019-2020,fa6bc66a-8f47-4dc5-a2ec-97b7ef2b7cf9
3986b791,/en/squads/3986b791/2019-2020/AZ-Alkmaar-Stats,AZ Alkmaar,2,25.0,17,2,1,2,1,20.4,0.23,+4.4,+0.18,82,260,31.5,636,146,31.3,24.9,187,32.6,33.3,264,14,5.3,14,0.56,19.2,23,2019-2020,fa6bc66a-8f47-4dc5-a2ec-97b7ef2b7cf9
01888db1,/en/squads/01888db1/2019-2020/Emmen-Stats,Emmen,1,26.0,45,3,0,4,2,41.9,0.31,-1.1,-0.04,161,438,36.8,726,143,36.2,34.4,239,73.2,52.1,357,8,2.2,20,0.77,12.8,23,2019-2020,fa6bc66a-8f47-4dc5-a2ec-97b7ef2b7cf9
fb4ca611,/en/squads/fb4ca611/2019-2020/Feyenoord-Stats,Feyenoord,3,25.0,35,3,0,3,2,32.1,0.26,-0.9,-0.03,116,349,33.2,566,117,39.2,32.4,203,62.6,48.4,296,13,4.4,18,0.72,18.0,23,2019-2020,fa6bc66a-8f47-4dc5-a2ec-97b7ef2b7cf9
bd08295c,/en/squads/bd08295c/2019-2020/Fortuna-Sittard-Stats,Fortuna Sittard,1,26.0,52,9,1,6,1,50.3,0.29,-0.7,-0.03,201,564,35.6,617,83,57.5,42.8,256,81.6,56.4,484,31,6.4,23,0.88,12.8,23,2019-2020,fa6bc66a-8f47-4dc5-a2ec-97b7ef2b7cf9
bec05adb,/en/squads/bec05adb/2019-2020/Groningen-Stats,Groningen,1,26.0,26,3,1,2,0,27.3,0.26,+1.3,+0.05,178,501,35.5,886,108,42.8,36.1,225,54.2,45.4,317,15,4.7,46,1.77,16.2,23,2019-2020,fa6bc66a-8f47-4dc5-a2ec-97b7ef2b7cf9
193ff7aa,/en/squads/193ff7aa/2019-2020/Heerenveen-Stats,Heerenveen,2,26.0,41,6,1,6,2,40.2,0.27,+1.2,+0.05,122,361,33.8,708,154,37.0,33.0,194,51.0,41.7,365,10,2.7,13,0.50,10.1,23,2019-2020,fa6bc66a-8f47-4dc5-a2ec-97b7ef2b7cf9
c882b88e,/en/squads/c882b88e/2019-2020/Heracles-Almelo-Stats,Heracles Almelo,1,26.0,34,3,2,1,0,33.3,0.24,-0.7,-0.03,127,336,37.8,699,145,34.0,32.6,204,48.0,40.6,326,19,5.8,21,0.81,12.6,23,2019-2020,fa6bc66a-8f47-4dc5-a2ec-97b7ef2b7cf9
e334d850,/en/squads/e334d850/2019-2020/PSV-Eindhoven-Stats,PSV Eindhoven,3,26.0,28,3,0,4,0,26.8,0.25,-1.2,-0.05,118,279,42.3,583,138,29.8,30.7,204,51.5,42.1,326,23,7.1,37,1.42,15.7,23,2019-2020,fa6bc66a-8f47-4dc5-a2ec-97b7ef2b7cf9
bb14adb3,/en/squads/bb14adb3/2019-2020/RKC-Waalwijk-Stats,RKC Waalwijk,2,26.0,60,4,2,5,1,49.0,0.31,-10.0,-0.39,279,645,43.3,962,159,48.8,32.2,241,73.0,52.8,318,20,6.3,41,1.58,11.6,23,2019-2020,fa6bc66a-8f47-4dc5-a2ec-97b7ef2b7cf9
146a68ce,/en/squads/146a68ce/2019-2020/Sparta-Rotterdam-Stats,Sparta R'dam,2,26.0,45,7,1,5,0,41.6,0.31,-3.4,-0.13,197,500,39.4,562,107,50.4,42.1,254,85.4,60.4,429,13,3.0,28,1.08,14.2,23,2019-2020,fa6bc66a-8f47-4dc5-a2ec-97b7ef2b7cf9
a1f721d3,/en/squads/a1f721d3/2019-2020/Twente-Stats,Twente,2,26.0,46,0,0,7,2,45.4,0.29,+1.4,+0.05,144,412,35.0,824,154,40.4,32.7,201,39.3,36.2,383,20,5.2,32,1.23,8.2,23,2019-2020,fa6bc66a-8f47-4dc5-a2ec-97b7ef2b7cf9
