ranker,nationality,players,minutes,List,competition_id,season_id,id
1,nlNetherlands,298,"343,278","Luuk de Jong,Vincent Janssen,Dirk Kuyt,Davy Klaassen,Davy Pröpper,Erik Falkenburg,Tom van Weert,Wout Weghorst,Thomas Bruns,Navarone Foor...",23,2015-2016,bbfc91aa-737b-4b50-85f3-e3b885356911
2,beBelgium,25,"33,124","Tom Van Hyfte,Anthony Limbombe,Stijn Wuytens,Dries Wuytens,Marvin Peersman,Funso Ojo,Bram Castro,Timothy Derijck,Tom Muyters,Stefano Marzo...",23,2015-2016,bbfc91aa-737b-4b50-85f3-e3b885356911
3,srSuriname,14,"14,457","Ridgeciano Haps,Mitchell te Vrede,Sheraldo Becker,Dion Malone,Ramon Leeuwin,Sean Klaiber,Kelvin Leerdam,Calvin Mac-Intosch,Roland Alberg,Nigel Hasselbaink...",23,2015-2016,bbfc91aa-737b-4b50-85f3-e3b885356911
4,cwCuraçao,14,"13,707","Jürgen Locadia,Eloy Room,Brandley Kuwas,Joshua Brenet,Darryl Lachman,Richairo Živković,Jarchinio Antonia,Juninho Bacuna,Kenji Gorré,Giovanni Troupée...",23,2015-2016,bbfc91aa-737b-4b50-85f3-e3b885356911
,,,,View Complete Nationalities Table,23,2015-2016,bbfc91aa-737b-4b50-85f3-e3b885356911
