team_id,team_url,team,players_used,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2024-2025/Ajax-Stats,Ajax,37,34.0,848,24.94,658,48,43,52,36,11,119,3.50,90,4,5,11,7,2,23,2024-2025,7f85f96c-51f0-4e91-8461-6d83e30a8829
squads,/en/squads/2b41acb5/Almere-City-Stats,Almere City,33,34.0,729,21.44,524,61,44,47,31,22,34,1.00,27,3,1,3,0,0,23,2024-2025,7f85f96c-51f0-4e91-8461-6d83e30a8829
3986b791,/en/squads/3986b791/2024-2025/AZ-Alkmaar-Stats,AZ Alkmaar,30,34.0,885,26.03,674,69,57,46,29,10,98,2.88,68,11,7,5,4,3,23,2024-2025,7f85f96c-51f0-4e91-8461-6d83e30a8829
squads,/en/squads/fb4ca611/Feyenoord-Stats,Feyenoord,40,34.0,981,28.85,721,85,54,60,42,19,121,3.56,90,4,9,11,4,3,23,2024-2025,7f85f96c-51f0-4e91-8461-6d83e30a8829
squads,/en/squads/bd08295c/Fortuna-Sittard-Stats,Fortuna Sittard,30,34.0,627,18.44,421,68,41,48,35,14,65,1.91,43,6,4,6,4,2,23,2024-2025,7f85f96c-51f0-4e91-8461-6d83e30a8829
squads,/en/squads/e33d6108/Go-Ahead-Eagles-Stats,Go Ahead Eag,28,34.0,859,25.26,624,80,43,66,36,10,105,3.09,88,2,6,5,3,1,23,2024-2025,7f85f96c-51f0-4e91-8461-6d83e30a8829
squads,/en/squads/bec05adb/Groningen-Stats,Groningen,29,34.0,634,18.65,466,57,38,30,33,10,66,1.94,48,4,2,8,3,1,23,2024-2025,7f85f96c-51f0-4e91-8461-6d83e30a8829
squads,/en/squads/193ff7aa/Heerenveen-Stats,Heerenveen,30,34.0,784,23.06,567,77,29,64,30,17,72,2.12,52,4,5,5,6,0,23,2024-2025,7f85f96c-51f0-4e91-8461-6d83e30a8829
squads,/en/squads/c882b88e/Heracles-Almelo-Stats,Heracles Almelo,24,34.0,657,19.32,447,72,46,45,34,13,70,2.06,48,5,2,7,6,2,23,2024-2025,7f85f96c-51f0-4e91-8461-6d83e30a8829
squads,/en/squads/8ed04be8/NAC-Breda-Stats,NAC Breda,30,34.0,667,19.62,477,80,22,48,30,10,55,1.62,32,10,0,7,6,0,23,2024-2025,7f85f96c-51f0-4e91-8461-6d83e30a8829
squads,/en/squads/fc629994/NEC-Nijmegen-Stats,NEC Nijmegen,25,34.0,746,21.94,540,64,34,58,36,14,89,2.62,65,6,4,9,5,0,23,2024-2025,7f85f96c-51f0-4e91-8461-6d83e30a8829
e334d850,/en/squads/e334d850/2024-2025/PSV-Eindhoven-Stats,PSV Eindhoven,32,34.0,1250,36.76,1008,74,57,71,20,20,185,5.44,161,9,2,9,3,1,23,2024-2025,7f85f96c-51f0-4e91-8461-6d83e30a8829
squads,/en/squads/bb14adb3/RKC-Waalwijk-Stats,RKC Waalwijk,29,34.0,696,20.47,544,32,40,40,24,16,66,1.94,48,3,2,9,2,2,23,2024-2025,7f85f96c-51f0-4e91-8461-6d83e30a8829
squads,/en/squads/146a68ce/Sparta-Rotterdam-Stats,Sparta R'dam,29,34.0,821,24.15,619,65,40,49,30,18,67,1.97,48,6,6,3,4,0,23,2024-2025,7f85f96c-51f0-4e91-8461-6d83e30a8829
squads,/en/squads/a1f721d3/Twente-Stats,Twente,29,34.0,879,25.85,680,72,31,50,39,7,109,3.21,75,9,9,9,6,1,23,2024-2025,7f85f96c-51f0-4e91-8461-6d83e30a8829
2a428619,/en/squads/2a428619/2024-2025/Utrecht-Stats,Utrecht,27,34.0,854,25.12,622,79,35,59,40,19,98,2.88,70,8,4,11,4,1,23,2024-2025,7f85f96c-51f0-4e91-8461-6d83e30a8829
squads,/en/squads/f0479d7b/Willem-II-Stats,Willem II,26,34.0,531,15.62,390,50,29,27,26,9,50,1.47,27,6,5,4,7,1,23,2024-2025,7f85f96c-51f0-4e91-8461-6d83e30a8829
squads,/en/squads/e3db180b/Zwolle-Stats,Zwolle,26,34.0,668,19.65,486,64,37,34,36,11,71,2.09,46,8,8,2,6,1,23,2024-2025,7f85f96c-51f0-4e91-8461-6d83e30a8829
