team_id,team_url,team,players_used_away,minutes_90s_away,gk_goals_against_away,gk_pens_allowed_away,gk_free_kick_goals_against_away,gk_corner_kick_goals_against_away,gk_own_goals_against_away,gk_psxg_away,gk_psnpxg_per_shot_on_target_against_away,gk_psxg_net_away,gk_psxg_net_per90_away,gk_passes_completed_launched_away,gk_passes_launched_away,gk_passes_pct_launched_away,gk_passes_away,gk_passes_throws_away,gk_pct_passes_launched_away,gk_passes_length_avg_away,gk_goal_kicks_away,gk_pct_goal_kicks_launched_away,gk_goal_kick_length_avg_away,gk_crosses_away,gk_crosses_stopped_away,gk_crosses_stopped_pct_away,gk_def_actions_outside_pen_area_away,gk_def_actions_outside_pen_area_per90_away,gk_avg_distance_def_actions_away,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2022-2023/Ajax-Stats,vs Ajax,2,34.0,86,5,1,9,0,78.0,0.33,-8.0,-0.23,237,686,34.5,902,127,54.7,41.7,317,60.9,46.3,615,36,5.9,26,0.76,12.3,23,2022-2023,55b4a119-f9bf-4577-90b9-fe7fc59df2a6
3986b791,/en/squads/3986b791/2022-2023/AZ-Alkmaar-Stats,vs AZ Alkmaar,2,34.0,68,2,0,7,3,62.1,0.30,-2.9,-0.08,241,615,39.2,1221,168,37.5,34.4,285,55.1,45.8,446,39,8.7,56,1.65,15.8,23,2022-2023,55b4a119-f9bf-4577-90b9-fe7fc59df2a6
5c9e307a,/en/squads/5c9e307a/2022-2023/Cambuur-Stats,vs Cambuur,3,34.0,26,1,0,1,1,33.2,0.25,+8.2,+0.24,222,548,40.5,883,144,43.4,37.5,266,62.0,47.3,543,40,7.4,30,0.88,13.4,23,2022-2023,55b4a119-f9bf-4577-90b9-fe7fc59df2a6
01888db1,/en/squads/01888db1/2022-2023/Emmen-Stats,vs Emmen,2,34.0,33,1,1,2,2,34.8,0.27,+3.8,+0.11,188,554,33.9,954,158,42.5,36.8,257,58.0,43.9,489,33,6.7,40,1.18,15.3,23,2022-2023,55b4a119-f9bf-4577-90b9-fe7fc59df2a6
740cb7d4,/en/squads/740cb7d4/2022-2023/Excelsior-Stats,vs Excelsior,2,34.0,32,0,0,6,2,33.0,0.32,+3.0,+0.09,161,421,38.2,901,179,35.4,33.8,223,45.7,39.7,461,36,7.8,45,1.32,15.3,23,2022-2023,55b4a119-f9bf-4577-90b9-fe7fc59df2a6
fb4ca611,/en/squads/fb4ca611/2022-2023/Feyenoord-Stats,vs Feyenoord,2,34.0,81,3,2,8,4,76.1,0.30,-0.9,-0.03,241,740,32.6,1084,178,45.1,37.1,402,62.4,46.9,600,34,5.7,19,0.56,10.6,23,2022-2023,55b4a119-f9bf-4577-90b9-fe7fc59df2a6
bd08295c,/en/squads/bd08295c/2022-2023/Fortuna-Sittard-Stats,vs Fortuna Sittard,2,34.0,39,7,1,3,0,37.7,0.26,-1.3,-0.04,159,427,37.2,759,152,36.9,35.5,248,59.3,46.1,501,35,7.0,43,1.26,15.3,23,2022-2023,55b4a119-f9bf-4577-90b9-fe7fc59df2a6
e33d6108,/en/squads/e33d6108/2022-2023/Go-Ahead-Eagles-Stats,vs Go Ahead Eag,1,34.0,46,2,1,8,1,44.9,0.32,-0.1,0.00,218,545,40.0,1028,172,38.1,35.3,297,51.5,42.2,491,37,7.5,45,1.32,14.8,23,2022-2023,55b4a119-f9bf-4577-90b9-fe7fc59df2a6
bec05adb,/en/squads/bec05adb/2022-2023/Groningen-Stats,vs Groningen,3,34.0,31,1,1,3,1,30.2,0.29,+0.2,+0.01,172,447,38.5,842,143,37.4,35.2,255,51.8,43.2,429,34,7.9,29,0.85,13.9,23,2022-2023,55b4a119-f9bf-4577-90b9-fe7fc59df2a6
193ff7aa,/en/squads/193ff7aa/2022-2023/Heerenveen-Stats,vs Heerenveen,3,34.0,44,1,1,6,1,45.1,0.29,+2.1,+0.06,210,583,36.0,967,158,44.6,38.1,265,57.4,45.1,510,29,5.7,42,1.24,15.1,23,2022-2023,55b4a119-f9bf-4577-90b9-fe7fc59df2a6
