team_id,team_url,team,players_used_away,minutes_90s_away,goals_away,shots_away,shots_on_target_away,shots_on_target_pct_away,shots_per90_away,shots_on_target_per90_away,goals_per_shot_away,goals_per_shot_on_target_away,average_shot_distance_away,shots_free_kicks_away,pens_made_away,pens_att_away,xg_away,npxg_away,npxg_per_shot_away,xg_net_away,npxg_net_away,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2023-2024/Ajax-Stats,vs Ajax,35,34.0,60,421,162,38.5,12.38,4.76,0.14,0.36,16.5,9,2,3,52.5,50.2,0.12,+7.5,+7.8,23,2023-2024,af19aba1-b735-4d2c-927d-3198c356750c
2b41acb5,/en/squads/2b41acb5/2023-2024/Almere-City-Stats,vs Almere City,29,34.0,58,505,184,36.4,14.85,5.41,0.11,0.30,17.4,19,3,4,55.9,52.8,0.11,+2.1,+2.2,23,2023-2024,af19aba1-b735-4d2c-927d-3198c356750c
3986b791,/en/squads/3986b791/2023-2024/AZ-Alkmaar-Stats,vs AZ Alkmaar,33,34.0,38,371,130,35.0,10.91,3.82,0.09,0.26,17.7,11,4,4,39.7,36.6,0.10,-1.7,-2.6,23,2023-2024,af19aba1-b735-4d2c-927d-3198c356750c
740cb7d4,/en/squads/740cb7d4/2023-2024/Excelsior-Stats,vs Excelsior,27,34.0,72,523,202,38.6,15.38,5.94,0.13,0.35,17.1,15,2,2,58.2,56.7,0.11,+13.8,+13.3,23,2023-2024,af19aba1-b735-4d2c-927d-3198c356750c
fb4ca611,/en/squads/fb4ca611/2023-2024/Feyenoord-Stats,vs Feyenoord,25,34.0,26,259,84,32.4,7.62,2.47,0.10,0.30,19.6,8,1,1,26.2,25.4,0.10,-0.2,-0.4,23,2023-2024,af19aba1-b735-4d2c-927d-3198c356750c
bd08295c,/en/squads/bd08295c/2023-2024/Fortuna-Sittard-Stats,vs Fortuna Sittard,32,34.0,54,405,149,36.8,11.91,4.38,0.13,0.35,17.5,9,2,2,43.4,41.8,0.11,+10.6,+10.2,23,2023-2024,af19aba1-b735-4d2c-927d-3198c356750c
e33d6108,/en/squads/e33d6108/2023-2024/Go-Ahead-Eagles-Stats,vs Go Ahead Eag,23,34.0,45,585,178,30.4,17.21,5.24,0.07,0.24,17.3,12,2,2,55.6,54.0,0.09,-10.6,-11.0,23,2023-2024,af19aba1-b735-4d2c-927d-3198c356750c
193ff7aa,/en/squads/193ff7aa/2023-2024/Heerenveen-Stats,vs Heerenveen,26,34.0,68,446,160,35.9,13.12,4.71,0.14,0.40,16.7,15,4,4,53.4,50.3,0.12,+14.6,+13.7,23,2023-2024,af19aba1-b735-4d2c-927d-3198c356750c
c882b88e,/en/squads/c882b88e/2023-2024/Heracles-Almelo-Stats,vs Heracles Almelo,27,34.0,73,626,221,35.3,18.41,6.50,0.11,0.31,17.1,17,5,5,68.1,64.3,0.10,+4.9,+3.7,23,2023-2024,af19aba1-b735-4d2c-927d-3198c356750c
fc629994,/en/squads/fc629994/2023-2024/NEC-Nijmegen-Stats,vs NEC Nijmegen,28,34.0,51,543,157,28.9,15.97,4.62,0.08,0.29,16.9,9,5,6,60.0,55.4,0.10,-9.0,-9.4,23,2023-2024,af19aba1-b735-4d2c-927d-3198c356750c
e334d850,/en/squads/e334d850/2023-2024/PSV-Eindhoven-Stats,vs PSV Eindhoven,29,34.0,19,274,75,27.4,8.06,2.21,0.06,0.21,17.9,6,3,3,28.2,25.9,0.10,-9.2,-9.9,23,2023-2024,af19aba1-b735-4d2c-927d-3198c356750c
bb14adb3,/en/squads/bb14adb3/2023-2024/RKC-Waalwijk-Stats,vs RKC Waalwijk,26,34.0,54,549,198,36.1,16.15,5.82,0.09,0.25,17.1,19,5,7,57.6,52.4,0.10,-3.6,-3.4,23,2023-2024,af19aba1-b735-4d2c-927d-3198c356750c
146a68ce,/en/squads/146a68ce/2023-2024/Sparta-Rotterdam-Stats,vs Sparta R'dam,26,34.0,47,558,157,28.1,16.41,4.62,0.08,0.28,18.0,12,3,5,52.5,48.4,0.09,-5.5,-4.4,23,2023-2024,af19aba1-b735-4d2c-927d-3198c356750c
a1f721d3,/en/squads/a1f721d3/2023-2024/Twente-Stats,vs Twente,26,34.0,34,336,123,36.6,9.88,3.62,0.09,0.24,17.4,7,5,6,36.7,31.9,0.10,-2.7,-2.9,23,2023-2024,af19aba1-b735-4d2c-927d-3198c356750c
2a428619,/en/squads/2a428619/2023-2024/Utrecht-Stats,vs Utrecht,35,34.0,46,431,156,36.2,12.68,4.59,0.10,0.26,18.1,13,5,6,48.0,43.4,0.10,-2.0,-2.4,23,2023-2024,af19aba1-b735-4d2c-927d-3198c356750c
209d7fa2,/en/squads/209d7fa2/2023-2024/Vitesse-Stats,vs Vitesse,31,34.0,73,528,218,41.3,15.53,6.41,0.13,0.31,16.3,14,5,7,64.2,58.7,0.11,+8.8,+9.3,23,2023-2024,af19aba1-b735-4d2c-927d-3198c356750c
8783f4ee,/en/squads/8783f4ee/2023-2024/Volendam-Stats,vs Volendam,37,34.0,88,653,272,41.7,19.21,8.00,0.13,0.32,16.6,23,1,1,74.6,73.8,0.12,+13.4,+13.2,23,2023-2024,af19aba1-b735-4d2c-927d-3198c356750c
e3db180b,/en/squads/e3db180b/2023-2024/Zwolle-Stats,vs Zwolle,29,34.0,63,521,186,35.7,15.32,5.47,0.11,0.30,16.6,24,8,10,62.4,54.7,0.11,+0.6,+0.3,23,2023-2024,af19aba1-b735-4d2c-927d-3198c356750c
