rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
1,19c3f8c4,/en/squads/19c3f8c4/2019-2020/Ajax-Stats,Ajax,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.19c3f8c4.png,13,11,0,2,40,8,+32,33,2.54,42.8,12.9,+29.9,+2.30,12,7,2,3,28,15,+13,23,1.92,31.4,15.5,+15.9,+1.32,23,2019-2020,54c4d10c-6acf-467f-ac8e-37008e8dcb06
2,3986b791,/en/squads/3986b791/2019-2020/AZ-Alkmaar-Stats,AZ Alkmaar,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.3986b791.png,13,10,1,2,32,8,+24,31,2.38,33.1,9.6,+23.6,+1.81,12,8,1,3,22,9,+13,25,2.08,21.9,15.0,+6.9,+0.57,23,2019-2020,54c4d10c-6acf-467f-ac8e-37008e8dcb06
3,fb4ca611,/en/squads/fb4ca611/2019-2020/Feyenoord-Stats,Feyenoord,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.fb4ca611.png,13,9,3,1,29,15,+14,30,2.31,31.2,13.5,+17.8,+1.37,12,5,5,2,21,20,+1,20,1.67,18.9,17.6,+1.4,+0.12,23,2019-2020,54c4d10c-6acf-467f-ac8e-37008e8dcb06
4,e334d850,/en/squads/e334d850/2019-2020/PSV-Eindhoven-Stats,PSV Eindhoven,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e334d850.png,12,8,3,1,32,12,+20,27,2.25,26.5,12.0,+14.5,+1.21,14,6,4,4,22,16,+6,22,1.57,22.2,19.6,+2.6,+0.19,23,2019-2020,54c4d10c-6acf-467f-ac8e-37008e8dcb06
5,f0479d7b,/en/squads/f0479d7b/2019-2020/Willem-II-Stats,Willem II,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.f0479d7b.png,13,7,4,2,17,9,+8,25,1.92,19.2,15.7,+3.6,+0.28,13,6,1,6,20,25,-5,19,1.46,19.1,18.7,+0.4,+0.03,23,2019-2020,54c4d10c-6acf-467f-ac8e-37008e8dcb06
6,2a428619,/en/squads/2a428619/2019-2020/Utrecht-Stats,Utrecht,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.2a428619.png,12,8,0,4,30,12,+18,24,2.00,23.6,11.3,+12.2,+1.02,13,4,5,4,20,22,-2,17,1.31,19.7,20.6,-0.9,-0.07,23,2019-2020,54c4d10c-6acf-467f-ac8e-37008e8dcb06
7,209d7fa2,/en/squads/209d7fa2/2019-2020/Vitesse-Stats,Vitesse,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.209d7fa2.png,13,7,3,3,24,15,+9,24,1.85,22.2,20.2,+2.0,+0.15,13,5,2,6,21,20,+1,17,1.31,19.3,21.9,-2.5,-0.20,23,2019-2020,54c4d10c-6acf-467f-ac8e-37008e8dcb06
8,c882b88e,/en/squads/c882b88e/2019-2020/Heracles-Almelo-Stats,Heracles Almelo,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.c882b88e.png,13,8,1,4,31,17,+14,25,1.92,27.2,16.0,+11.2,+0.87,13,2,5,6,9,17,-8,11,0.85,12.1,23.3,-11.2,-0.86,23,2019-2020,54c4d10c-6acf-467f-ac8e-37008e8dcb06
9,bec05adb,/en/squads/bec05adb/2019-2020/Groningen-Stats,Groningen,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.bec05adb.png,13,7,1,5,17,10,+7,22,1.69,19.7,14.4,+5.3,+0.41,13,3,4,6,10,16,-6,13,1.00,14.3,18.3,-4.0,-0.31,23,2019-2020,54c4d10c-6acf-467f-ac8e-37008e8dcb06
10,193ff7aa,/en/squads/193ff7aa/2019-2020/Heerenveen-Stats,Heerenveen,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.193ff7aa.png,14,3,8,3,17,18,-1,17,1.21,25.8,17.0,+8.9,+0.64,12,5,1,6,24,23,+1,16,1.33,15.0,21.9,-6.9,-0.58,23,2019-2020,54c4d10c-6acf-467f-ac8e-37008e8dcb06
11,146a68ce,/en/squads/146a68ce/2019-2020/Sparta-Rotterdam-Stats,Sparta R'dam,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.146a68ce.png,13,7,3,3,30,16,+14,24,1.85,23.2,18.7,+4.5,+0.35,13,2,3,8,11,29,-18,9,0.69,14.2,25.8,-11.6,-0.89,23,2019-2020,54c4d10c-6acf-467f-ac8e-37008e8dcb06
