team_id,team_url,team,players_used,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2024-2025/Ajax-Stats,Ajax,37,34.0,469,254,196,189,84,238,420,56.7,182,344,96,248,276,745,714,25,23,2024-2025,8eb329ab-ae36-4e8c-84c7-054b85ab7bcf
squads,/en/squads/2b41acb5/Almere-City-Stats,Almere City,33,34.0,525,333,258,193,74,248,484,51.2,236,332,123,209,334,859,935,11,23,2024-2025,8eb329ab-ae36-4e8c-84c7-054b85ab7bcf
3986b791,/en/squads/3986b791/2024-2025/AZ-Alkmaar-Stats,AZ Alkmaar,30,34.0,618,359,226,287,105,300,576,52.1,276,366,99,267,302,920,775,17,23,2024-2025,8eb329ab-ae36-4e8c-84c7-054b85ab7bcf
squads,/en/squads/fb4ca611/Feyenoord-Stats,Feyenoord,40,34.0,512,328,194,232,86,237,414,57.2,177,321,84,237,264,776,643,30,23,2024-2025,8eb329ab-ae36-4e8c-84c7-054b85ab7bcf
squads,/en/squads/bd08295c/Fortuna-Sittard-Stats,Fortuna Sittard,30,34.0,557,344,288,194,75,298,569,52.4,271,363,109,254,327,884,968,12,23,2024-2025,8eb329ab-ae36-4e8c-84c7-054b85ab7bcf
squads,/en/squads/e33d6108/Go-Ahead-Eagles-Stats,Go Ahead Eag,28,34.0,452,274,224,170,58,206,401,51.4,195,349,149,200,187,639,1020,16,23,2024-2025,8eb329ab-ae36-4e8c-84c7-054b85ab7bcf
squads,/en/squads/bec05adb/Groningen-Stats,Groningen,29,34.0,603,385,281,247,75,316,531,59.5,215,357,102,255,294,897,912,19,23,2024-2025,8eb329ab-ae36-4e8c-84c7-054b85ab7bcf
squads,/en/squads/193ff7aa/Heerenveen-Stats,Heerenveen,30,34.0,617,380,294,253,70,316,614,51.5,298,371,98,273,310,927,838,21,23,2024-2025,8eb329ab-ae36-4e8c-84c7-054b85ab7bcf
squads,/en/squads/c882b88e/Heracles-Almelo-Stats,Heracles Almelo,24,34.0,608,373,313,233,62,269,535,50.3,266,439,147,292,303,911,1054,7,23,2024-2025,8eb329ab-ae36-4e8c-84c7-054b85ab7bcf
squads,/en/squads/8ed04be8/NAC-Breda-Stats,NAC Breda,30,34.0,604,365,309,233,62,298,559,53.3,261,411,157,254,300,904,1049,12,23,2024-2025,8eb329ab-ae36-4e8c-84c7-054b85ab7bcf
squads,/en/squads/fc629994/NEC-Nijmegen-Stats,NEC Nijmegen,25,34.0,589,352,301,213,75,314,587,53.5,273,359,113,246,284,873,920,18,23,2024-2025,8eb329ab-ae36-4e8c-84c7-054b85ab7bcf
e334d850,/en/squads/e334d850/2024-2025/PSV-Eindhoven-Stats,PSV Eindhoven,32,34.0,540,350,208,226,106,276,505,54.7,229,325,81,244,243,783,602,12,23,2024-2025,8eb329ab-ae36-4e8c-84c7-054b85ab7bcf
squads,/en/squads/bb14adb3/RKC-Waalwijk-Stats,RKC Waalwijk,29,34.0,625,378,370,196,59,313,544,57.5,231,419,145,274,334,959,1041,18,23,2024-2025,8eb329ab-ae36-4e8c-84c7-054b85ab7bcf
squads,/en/squads/146a68ce/Sparta-Rotterdam-Stats,Sparta R'dam,29,34.0,575,353,281,239,55,285,546,52.2,261,426,150,276,316,891,1037,8,23,2024-2025,8eb329ab-ae36-4e8c-84c7-054b85ab7bcf
squads,/en/squads/a1f721d3/Twente-Stats,Twente,29,34.0,557,352,239,238,80,274,529,51.8,255,370,96,274,265,822,877,14,23,2024-2025,8eb329ab-ae36-4e8c-84c7-054b85ab7bcf
2a428619,/en/squads/2a428619/2024-2025/Utrecht-Stats,Utrecht,27,34.0,650,400,300,267,83,283,549,51.5,266,314,97,217,330,980,940,13,23,2024-2025,8eb329ab-ae36-4e8c-84c7-054b85ab7bcf
squads,/en/squads/f0479d7b/Willem-II-Stats,Willem II,26,34.0,561,332,303,198,60,277,536,51.7,259,418,176,242,297,858,1015,12,23,2024-2025,8eb329ab-ae36-4e8c-84c7-054b85ab7bcf
squads,/en/squads/e3db180b/Zwolle-Stats,Zwolle,26,34.0,631,399,296,248,87,300,586,51.2,286,402,127,275,315,946,1080,21,23,2024-2025,8eb329ab-ae36-4e8c-84c7-054b85ab7bcf
