team_id,team_url,team,players_used_away,minutes_90s_away,cards_yellow_away,cards_red_away,cards_yellow_red_away,fouls_away,fouled_away,offsides_away,crosses_away,interceptions_away,tackles_won_away,pens_won_away,pens_conceded_away,own_goals_away,competition_id,season_id,id
4e7459b7,/en/squads/4e7459b7/2017-2018/ADO-Den-Haag-Stats,vs ADO Den Haag,27,34.0,56,1,1,0,0,0,0,0,0,0,0,0,23,2017-2018,79d55708-199b-4aa6-a023-29094f635d7f
19c3f8c4,/en/squads/19c3f8c4/2017-2018/Ajax-Stats,vs Ajax,30,34.0,71,4,4,0,0,0,0,0,0,0,0,2,23,2017-2018,79d55708-199b-4aa6-a023-29094f635d7f
3986b791,/en/squads/3986b791/2017-2018/AZ-Alkmaar-Stats,vs AZ Alkmaar,26,34.0,49,3,3,0,0,0,0,0,0,0,0,5,23,2017-2018,79d55708-199b-4aa6-a023-29094f635d7f
740cb7d4,/en/squads/740cb7d4/2017-2018/Excelsior-Stats,vs Excelsior,25,34.0,43,4,1,0,0,0,0,0,0,0,0,2,23,2017-2018,79d55708-199b-4aa6-a023-29094f635d7f
fb4ca611,/en/squads/fb4ca611/2017-2018/Feyenoord-Stats,vs Feyenoord,26,34.0,50,0,0,0,0,0,0,0,0,0,0,2,23,2017-2018,79d55708-199b-4aa6-a023-29094f635d7f
bec05adb,/en/squads/bec05adb/2017-2018/Groningen-Stats,vs Groningen,24,34.0,64,3,1,0,0,0,0,0,0,0,0,4,23,2017-2018,79d55708-199b-4aa6-a023-29094f635d7f
193ff7aa,/en/squads/193ff7aa/2017-2018/Heerenveen-Stats,vs Heerenveen,23,34.0,47,2,0,0,0,0,0,0,0,0,0,1,23,2017-2018,79d55708-199b-4aa6-a023-29094f635d7f
c882b88e,/en/squads/c882b88e/2017-2018/Heracles-Almelo-Stats,vs Heracles Almelo,25,34.0,53,1,0,0,0,0,0,0,0,0,0,1,23,2017-2018,79d55708-199b-4aa6-a023-29094f635d7f
8ed04be8,/en/squads/8ed04be8/2017-2018/NAC-Breda-Stats,vs NAC Breda,26,34.0,51,3,2,0,0,0,0,0,0,0,0,1,23,2017-2018,79d55708-199b-4aa6-a023-29094f635d7f
e334d850,/en/squads/e334d850/2017-2018/PSV-Eindhoven-Stats,vs PSV Eindhoven,26,34.0,70,10,4,0,0,0,0,0,0,0,0,5,23,2017-2018,79d55708-199b-4aa6-a023-29094f635d7f
45b403c3,/en/squads/45b403c3/2017-2018/Roda-JC-Kerkrade-Stats,vs Roda JC,25,34.0,37,1,1,0,0,0,0,0,0,0,0,1,23,2017-2018,79d55708-199b-4aa6-a023-29094f635d7f
146a68ce,/en/squads/146a68ce/2017-2018/Sparta-Rotterdam-Stats,vs Sparta R'dam,32,34.0,44,1,1,0,0,0,0,0,0,0,0,1,23,2017-2018,79d55708-199b-4aa6-a023-29094f635d7f
a1f721d3,/en/squads/a1f721d3/2017-2018/Twente-Stats,vs Twente,30,34.0,63,1,0,0,0,0,0,0,0,0,0,0,23,2017-2018,79d55708-199b-4aa6-a023-29094f635d7f
2a428619,/en/squads/2a428619/2017-2018/Utrecht-Stats,vs Utrecht,26,34.0,48,1,0,0,0,0,0,0,0,0,0,0,23,2017-2018,79d55708-199b-4aa6-a023-29094f635d7f
209d7fa2,/en/squads/209d7fa2/2017-2018/Vitesse-Stats,vs Vitesse,27,34.0,40,5,2,0,0,0,0,0,0,0,0,5,23,2017-2018,79d55708-199b-4aa6-a023-29094f635d7f
534ac6d0,/en/squads/534ac6d0/2017-2018/VVV-Venlo-Stats,vs VVV-Venlo,24,34.0,57,2,0,0,0,0,0,0,0,0,0,1,23,2017-2018,79d55708-199b-4aa6-a023-29094f635d7f
f0479d7b,/en/squads/f0479d7b/2017-2018/Willem-II-Stats,vs Willem II,26,34.0,37,3,3,0,0,0,0,0,0,0,0,0,23,2017-2018,79d55708-199b-4aa6-a023-29094f635d7f
e3db180b,/en/squads/e3db180b/2017-2018/Zwolle-Stats,vs Zwolle,29,34.0,67,2,1,0,0,0,0,0,0,0,0,1,23,2017-2018,79d55708-199b-4aa6-a023-29094f635d7f
