team_id,team_url,team,players_used,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2023-2024/Ajax-Stats,Ajax,35,34.0,951,27.97,753,60,57,42,26,13,130,3.82,100,5,10,8,6,1,23,2023-2024,d0676468-7315-468c-8708-89be39e6ba2a
2b41acb5,/en/squads/2b41acb5/2023-2024/Almere-City-Stats,Almere City,29,34.0,646,19.00,433,76,44,42,38,13,60,1.76,36,8,4,4,8,0,23,2023-2024,d0676468-7315-468c-8708-89be39e6ba2a
3986b791,/en/squads/3986b791/2023-2024/AZ-Alkmaar-Stats,AZ Alkmaar,33,34.0,820,24.12,639,54,46,51,19,11,112,3.29,87,7,4,9,3,2,23,2023-2024,d0676468-7315-468c-8708-89be39e6ba2a
740cb7d4,/en/squads/740cb7d4/2023-2024/Excelsior-Stats,Excelsior,27,34.0,659,19.38,473,50,54,45,25,12,83,2.44,58,7,7,7,3,1,23,2023-2024,d0676468-7315-468c-8708-89be39e6ba2a
fb4ca611,/en/squads/fb4ca611/2023-2024/Feyenoord-Stats,Feyenoord,25,34.0,1275,37.50,919,105,91,89,51,20,151,4.44,112,4,13,12,6,4,23,2023-2024,d0676468-7315-468c-8708-89be39e6ba2a
bd08295c,/en/squads/bd08295c/2023-2024/Fortuna-Sittard-Stats,Fortuna Sittard,32,34.0,814,23.94,576,98,39,50,39,12,60,1.76,42,5,6,4,3,0,23,2023-2024,d0676468-7315-468c-8708-89be39e6ba2a
e33d6108,/en/squads/e33d6108/2023-2024/Go-Ahead-Eagles-Stats,Go Ahead Eag,23,34.0,854,25.12,604,78,46,65,53,8,79,2.32,44,7,9,10,8,1,23,2023-2024,d0676468-7315-468c-8708-89be39e6ba2a
193ff7aa,/en/squads/193ff7aa/2023-2024/Heerenveen-Stats,Heerenveen,26,34.0,862,25.35,639,70,48,58,35,12,86,2.53,58,5,6,9,7,1,23,2023-2024,d0676468-7315-468c-8708-89be39e6ba2a
c882b88e,/en/squads/c882b88e/2023-2024/Heracles-Almelo-Stats,Heracles Almelo,27,34.0,629,18.50,454,61,34,40,28,12,72,2.12,50,4,6,7,4,1,23,2023-2024,d0676468-7315-468c-8708-89be39e6ba2a
fc629994,/en/squads/fc629994/2023-2024/NEC-Nijmegen-Stats,NEC Nijmegen,28,34.0,773,22.74,560,63,51,50,39,10,112,3.29,69,9,8,13,11,2,23,2023-2024,d0676468-7315-468c-8708-89be39e6ba2a
e334d850,/en/squads/e334d850/2023-2024/PSV-Eindhoven-Stats,PSV Eindhoven,29,34.0,1427,41.97,1071,125,88,95,31,17,195,5.74,144,14,10,18,6,3,23,2023-2024,d0676468-7315-468c-8708-89be39e6ba2a
bb14adb3,/en/squads/bb14adb3/2023-2024/RKC-Waalwijk-Stats,RKC Waalwijk,26,34.0,725,21.32,528,60,48,44,34,11,61,1.79,40,4,6,5,4,2,23,2023-2024,d0676468-7315-468c-8708-89be39e6ba2a
146a68ce,/en/squads/146a68ce/2023-2024/Sparta-Rotterdam-Stats,Sparta R'dam,26,34.0,764,22.47,574,71,32,44,34,9,90,2.65,66,4,6,6,6,2,23,2023-2024,d0676468-7315-468c-8708-89be39e6ba2a
a1f721d3,/en/squads/a1f721d3/2023-2024/Twente-Stats,Twente,26,34.0,987,29.03,743,78,43,76,40,7,116,3.41,87,4,7,15,3,0,23,2023-2024,d0676468-7315-468c-8708-89be39e6ba2a
2a428619,/en/squads/2a428619/2023-2024/Utrecht-Stats,Utrecht,35,34.0,803,23.62,582,87,29,58,35,12,81,2.38,63,2,3,11,1,1,23,2023-2024,d0676468-7315-468c-8708-89be39e6ba2a
209d7fa2,/en/squads/209d7fa2/2023-2024/Vitesse-Stats,Vitesse,31,34.0,780,22.94,536,86,64,52,35,7,49,1.44,36,3,2,7,1,0,23,2023-2024,d0676468-7315-468c-8708-89be39e6ba2a
8783f4ee,/en/squads/8783f4ee/2023-2024/Volendam-Stats,Volendam,37,34.0,583,17.15,398,68,44,39,26,8,55,1.62,33,5,4,9,2,2,23,2023-2024,d0676468-7315-468c-8708-89be39e6ba2a
e3db180b,/en/squads/e3db180b/2023-2024/Zwolle-Stats,Zwolle,29,34.0,764,22.47,613,45,30,47,25,4,77,2.26,62,2,4,5,4,0,23,2023-2024,d0676468-7315-468c-8708-89be39e6ba2a
