team_id,team_url,team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2024-2025/Ajax-Stats,Ajax,37,25.9,57.6,34,374,"3,060",34.0,66,46,112,60,6,9,53,1,64.7,57.7,45.4,103.1,683,1687,1.94,1.35,3.29,1.76,3.12,1.90,1.34,3.24,1.70,3.03,23,2024-2025,0e630398-9a6a-442c-9099-2928f4e06bd2
squads,/en/squads/2b41acb5/Almere-City-Stats,Almere City,33,25.4,42.9,34,374,"3,060",34.0,21,18,39,21,0,0,53,3,34.1,34.1,26.3,60.4,499,1120,0.62,0.53,1.15,0.62,1.15,1.00,0.77,1.78,1.00,1.78,23,2024-2025,0e630398-9a6a-442c-9099-2928f4e06bd2
3986b791,/en/squads/3986b791/2024-2025/AZ-Alkmaar-Stats,AZ Alkmaar,30,23.2,52.7,34,374,"3,060",34.0,57,43,100,55,2,2,56,4,54.6,53.2,44.4,97.5,665,1481,1.68,1.26,2.94,1.62,2.88,1.61,1.30,2.91,1.56,2.87,23,2024-2025,0e630398-9a6a-442c-9099-2928f4e06bd2
squads,/en/squads/fb4ca611/Feyenoord-Stats,Feyenoord,40,24.5,57.3,34,374,"3,060",34.0,71,52,123,65,6,6,46,2,61.4,56.7,46.3,103.0,785,1603,2.09,1.53,3.62,1.91,3.44,1.80,1.36,3.17,1.67,3.03,23,2024-2025,0e630398-9a6a-442c-9099-2928f4e06bd2
squads,/en/squads/bd08295c/Fortuna-Sittard-Stats,Fortuna Sittard,30,26.4,44.4,34,374,"3,060",34.0,36,25,61,32,4,6,69,3,41.3,37.0,27.9,65.0,488,945,1.06,0.74,1.79,0.94,1.68,1.21,0.82,2.04,1.09,1.91,23,2024-2025,0e630398-9a6a-442c-9099-2928f4e06bd2
squads,/en/squads/e33d6108/Go-Ahead-Eagles-Stats,Go Ahead Eag,28,25.2,51.4,34,374,"3,060",34.0,57,45,102,55,2,2,45,2,54.4,52.9,43.8,96.6,508,1271,1.68,1.32,3.00,1.62,2.94,1.60,1.29,2.89,1.55,2.84,23,2024-2025,0e630398-9a6a-442c-9099-2928f4e06bd2
squads,/en/squads/bec05adb/Groningen-Stats,Groningen,29,24.4,46.9,34,374,"3,060",34.0,39,25,64,34,5,6,58,6,37.6,33.0,26.3,59.3,395,1160,1.15,0.74,1.88,1.00,1.74,1.11,0.77,1.88,0.97,1.74,23,2024-2025,0e630398-9a6a-442c-9099-2928f4e06bd2
squads,/en/squads/193ff7aa/Heerenveen-Stats,Heerenveen,30,24.2,53.2,34,374,"3,060",34.0,41,27,68,36,5,6,45,2,43.3,38.6,29.4,68.0,566,1404,1.21,0.79,2.00,1.06,1.85,1.27,0.86,2.14,1.14,2.00,23,2024-2025,0e630398-9a6a-442c-9099-2928f4e06bd2
squads,/en/squads/c882b88e/Heracles-Almelo-Stats,Heracles Almelo,24,24.4,45.4,34,374,"3,060",34.0,42,29,71,37,5,5,58,2,41.8,38.2,29.4,67.6,531,1040,1.24,0.85,2.09,1.09,1.94,1.23,0.87,2.09,1.12,1.99,23,2024-2025,0e630398-9a6a-442c-9099-2928f4e06bd2
squads,/en/squads/8ed04be8/NAC-Breda-Stats,NAC Breda,30,25.2,45.0,34,374,"3,060",34.0,34,22,56,31,3,3,63,5,38.8,36.4,27.9,64.3,504,1044,1.00,0.65,1.65,0.91,1.56,1.14,0.82,1.96,1.07,1.89,23,2024-2025,0e630398-9a6a-442c-9099-2928f4e06bd2
