team_id,team_url,team,players_used,minutes_90s,gk_goals_against,gk_pens_allowed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2023-2024/Ajax-Stats,Ajax,3,34.0,61,2,0,2,1,57.6,0.36,-2.4,-0.07,205,513,40.0,1413,191,31.9,29.9,239,25.9,29.2,420,34,8.1,50,1.47,15.8,23,2023-2024,153540d8-d874-44a3-8a77-916e4f746213
2b41acb5,/en/squads/2b41acb5/2023-2024/Almere-City-Stats,Almere City,2,34.0,59,3,0,9,1,62.4,0.32,+4.4,+0.13,308,1001,30.8,994,91,75.2,50.0,277,91.7,65.2,466,31,6.7,45,1.32,12.8,23,2023-2024,153540d8-d874-44a3-8a77-916e4f746213
3986b791,/en/squads/3986b791/2023-2024/AZ-Alkmaar-Stats,AZ Alkmaar,3,34.0,39,4,1,3,1,40.8,0.29,+2.8,+0.08,203,437,46.5,1089,188,32.5,31.6,211,39.3,34.2,400,30,7.5,47,1.38,17.5,23,2023-2024,153540d8-d874-44a3-8a77-916e4f746213
740cb7d4,/en/squads/740cb7d4/2023-2024/Excelsior-Stats,Excelsior,1,34.0,73,2,0,18,1,60.6,0.30,-11.4,-0.33,332,944,35.2,1283,186,55.6,43.5,294,78.6,56.1,545,42,7.7,20,0.59,10.8,23,2023-2024,153540d8-d874-44a3-8a77-916e4f746213
fb4ca611,/en/squads/fb4ca611/2023-2024/Feyenoord-Stats,Feyenoord,2,34.0,26,1,0,4,0,26.4,0.31,+0.4,+0.01,128,331,38.7,1255,149,22.9,29.3,159,27.0,28.5,312,39,12.5,91,2.68,19.2,23,2023-2024,153540d8-d874-44a3-8a77-916e4f746213
bd08295c,/en/squads/bd08295c/2023-2024/Fortuna-Sittard-Stats,Fortuna Sittard,4,34.0,56,2,1,8,2,49.4,0.32,-4.6,-0.13,194,615,31.5,815,107,52.1,45.4,263,72.2,52.4,462,44,9.5,32,0.94,21.3,23,2023-2024,153540d8-d874-44a3-8a77-916e4f746213
e33d6108,/en/squads/e33d6108/2023-2024/Go-Ahead-Eagles-Stats,Go Ahead Eag,1,34.0,46,2,0,4,1,46.2,0.25,+1.2,+0.04,219,651,33.6,1088,127,50.1,37.3,346,30.6,29.2,670,17,2.5,32,0.94,15.3,23,2023-2024,153540d8-d874-44a3-8a77-916e4f746213
193ff7aa,/en/squads/193ff7aa/2023-2024/Heerenveen-Stats,Heerenveen,2,34.0,70,4,0,7,2,60.4,0.36,-7.6,-0.22,175,458,38.2,857,157,37.9,34.8,279,47.7,39.1,506,27,5.3,20,0.59,10.0,23,2023-2024,153540d8-d874-44a3-8a77-916e4f746213
c882b88e,/en/squads/c882b88e/2023-2024/Heracles-Almelo-Stats,Heracles Almelo,1,34.0,74,5,2,11,1,69.0,0.29,-4.0,-0.12,207,688,30.1,1007,160,50.8,40.0,338,52.1,43.9,580,30,5.2,18,0.53,10.0,23,2023-2024,153540d8-d874-44a3-8a77-916e4f746213
fc629994,/en/squads/fc629994/2023-2024/NEC-Nijmegen-Stats,NEC Nijmegen,2,34.0,51,5,1,4,0,51.7,0.29,+0.7,+0.02,206,579,35.6,886,162,46.2,37.0,349,48.7,40.1,623,38,6.1,26,0.76,12.4,23,2023-2024,153540d8-d874-44a3-8a77-916e4f746213
