team_id,team_url,team,players_used_away,possession_away,minutes_90s_away,touches_away,touches_def_pen_area_away,touches_def_3rd_away,touches_mid_3rd_away,touches_att_3rd_away,touches_att_pen_area_away,touches_live_ball_away,take_ons_away,take_ons_won_away,take_ons_won_pct_away,take_ons_tackled_away,take_ons_tackled_pct_away,carries_away,carries_distance_away,carries_progressive_distance_away,progressive_carries_away,carries_into_final_third_away,carries_into_penalty_area_away,miscontrols_away,dispossessed_away,passes_received_away,progressive_passes_received_away,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2023-2024/Ajax-Stats,vs Ajax,35,40.4,34.0,18009,2391,6738,7411,4054,747,18006,561,255,45.5,271,48.3,9314,53556,26822,530,352,163,496,262,10836,1061,23,2023-2024,03b550e3-1b53-43cb-b79e-07060a679edb
2b41acb5,/en/squads/2b41acb5/2023-2024/Almere-City-Stats,vs Almere City,29,56.0,34.0,21312,2435,7806,9177,4514,791,21308,663,308,46.5,294,44.3,10310,57402,29094,556,352,179,635,329,12143,1174,23,2023-2024,03b550e3-1b53-43cb-b79e-07060a679edb
3986b791,/en/squads/3986b791/2023-2024/AZ-Alkmaar-Stats,vs AZ Alkmaar,33,45.5,34.0,19350,2496,7364,8229,3950,626,19346,575,253,44.0,279,48.5,10226,55920,28073,478,333,139,534,273,12031,1138,23,2023-2024,03b550e3-1b53-43cb-b79e-07060a679edb
740cb7d4,/en/squads/740cb7d4/2023-2024/Excelsior-Stats,vs Excelsior,27,54.4,34.0,21797,1930,5809,10179,6006,964,21795,606,284,46.9,283,46.7,12128,69065,36744,731,478,193,550,319,14025,1688,23,2023-2024,03b550e3-1b53-43cb-b79e-07060a679edb
fb4ca611,/en/squads/fb4ca611/2023-2024/Feyenoord-Stats,vs Feyenoord,25,38.2,34.0,16829,3153,7927,6284,2815,390,16828,530,240,45.3,262,49.4,8187,42791,20616,351,240,97,513,318,9093,735,23,2023-2024,03b550e3-1b53-43cb-b79e-07060a679edb
bd08295c,/en/squads/bd08295c/2023-2024/Fortuna-Sittard-Stats,vs Fortuna Sittard,32,56.8,34.0,21987,2343,6584,10214,5353,643,21985,680,305,44.9,321,47.2,11977,64577,33151,590,406,100,508,306,14165,1474,23,2023-2024,03b550e3-1b53-43cb-b79e-07060a679edb
e33d6108,/en/squads/e33d6108/2023-2024/Go-Ahead-Eagles-Stats,vs Go Ahead Eag,23,55.1,34.0,22230,2543,7608,9574,5208,972,22228,526,246,46.8,251,47.7,12093,67642,34162,735,472,208,533,251,14223,1481,23,2023-2024,03b550e3-1b53-43cb-b79e-07060a679edb
193ff7aa,/en/squads/193ff7aa/2023-2024/Heerenveen-Stats,vs Heerenveen,26,50.3,34.0,20736,2422,6639,9155,5102,852,20732,557,263,47.2,259,46.5,11469,62598,31427,619,424,180,562,246,13276,1392,23,2023-2024,03b550e3-1b53-43cb-b79e-07060a679edb
c882b88e,/en/squads/c882b88e/2023-2024/Heracles-Almelo-Stats,vs Heracles Almelo,27,53.7,34.0,21105,1959,5915,9419,5952,1037,21100,651,302,46.4,295,45.3,11435,62997,33178,693,450,212,549,303,13670,1576,23,2023-2024,03b550e3-1b53-43cb-b79e-07060a679edb
fc629994,/en/squads/fc629994/2023-2024/NEC-Nijmegen-Stats,vs NEC Nijmegen,28,51.6,34.0,21442,2273,6318,9242,6080,989,21436,722,339,47.0,307,42.5,11949,66573,34385,748,527,192,563,317,13667,1600,23,2023-2024,03b550e3-1b53-43cb-b79e-07060a679edb
e334d850,/en/squads/e334d850/2023-2024/PSV-Eindhoven-Stats,vs PSV Eindhoven,29,35.5,34.0,15883,2941,6912,6005,3136,505,15880,525,231,44.0,261,49.7,7591,42033,19668,393,304,109,530,286,8374,757,23,2023-2024,03b550e3-1b53-43cb-b79e-07060a679edb
bb14adb3,/en/squads/bb14adb3/2023-2024/RKC-Waalwijk-Stats,vs RKC Waalwijk,26,54.7,34.0,21634,2071,6396,9508,5969,1023,21627,655,286,43.7,308,47.0,12161,69797,37714,735,528,216,567,313,13854,1634,23,2023-2024,03b550e3-1b53-43cb-b79e-07060a679edb
146a68ce,/en/squads/146a68ce/2023-2024/Sparta-Rotterdam-Stats,vs Sparta R'dam,26,53.0,34.0,21306,2213,6062,9098,6343,954,21301,583,270,46.3,275,47.2,11851,65180,34488,683,496,166,540,257,13669,1662,23,2023-2024,03b550e3-1b53-43cb-b79e-07060a679edb
a1f721d3,/en/squads/a1f721d3/2023-2024/Twente-Stats,vs Twente,26,43.8,34.0,18768,2772,7091,7950,3943,553,18762,675,331,49.0,294,43.6,9448,52958,27308,475,320,112,536,247,10906,990,23,2023-2024,03b550e3-1b53-43cb-b79e-07060a679edb
2a428619,/en/squads/2a428619/2023-2024/Utrecht-Stats,vs Utrecht,35,51.6,34.0,20773,2543,7169,9264,4526,757,20767,632,290,45.9,287,45.4,11260,62694,32010,565,410,153,556,286,12899,1217,23,2023-2024,03b550e3-1b53-43cb-b79e-07060a679edb
209d7fa2,/en/squads/209d7fa2/2023-2024/Vitesse-Stats,vs Vitesse,31,49.7,34.0,19689,2227,6319,8729,4851,947,19682,582,279,47.9,238,40.9,10552,61460,33901,687,431,207,538,289,11849,1355,23,2023-2024,03b550e3-1b53-43cb-b79e-07060a679edb
8783f4ee,/en/squads/8783f4ee/2023-2024/Volendam-Stats,vs Volendam,37,58.6,34.0,22409,1958,6280,9965,6380,1167,22408,715,343,48.0,322,45.0,13319,75907,41325,819,522,261,514,291,14829,1825,23,2023-2024,03b550e3-1b53-43cb-b79e-07060a679edb
e3db180b,/en/squads/e3db180b/2023-2024/Zwolle-Stats,vs Zwolle,29,51.0,34.0,20428,2121,6107,9274,5264,912,20418,673,300,44.6,314,46.7,11398,64213,33390,672,465,199,540,245,12839,1463,23,2023-2024,03b550e3-1b53-43cb-b79e-07060a679edb
