rank,team_id,team_url,team,logo_url,games,wins,ties,losses,goals_for,goals_against,goal_diff,points,points_avg,xg_for,xg_against,xg_diff,xg_diff_per90,attendance_per_g,top_team_scorers,top_keeper,notes,competition_id,season_id,id
1,19c3f8c4,/en/squads/19c3f8c4/2021-2022/Ajax-Stats,Ajax,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.19c3f8c4.png,34,26,5,3,98,19,+79,83,2.44,94.3,28.8,+65.5,+1.93,"31,745",Sébastien Haller-21,Remko Pasveer,→ Champions League via league finish,23,2021-2022,0e66e6da-f37f-464d-bbe0-b84abd25925c
2,e334d850,/en/squads/e334d850/2021-2022/PSV-Eindhoven-Stats,PSV Eindhoven,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e334d850.png,34,26,3,5,86,42,+44,81,2.38,74.8,38.1,+36.7,+1.08,"22,289",Cody Gakpo-12,Joel Drommel,→ Champions League via league finish,23,2021-2022,0e66e6da-f37f-464d-bbe0-b84abd25925c
3,fb4ca611,/en/squads/fb4ca611/2021-2022/Feyenoord-Stats,Feyenoord,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.fb4ca611.png,34,22,5,7,76,34,+42,71,2.09,72.4,34.3,+38.1,+1.12,"29,679",Guus Til-15,Justin Bijlow,→ Europa League via league finish,23,2021-2022,0e66e6da-f37f-464d-bbe0-b84abd25925c
4,a1f721d3,/en/squads/a1f721d3/2021-2022/Twente-Stats,Twente,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.a1f721d3.png,34,20,8,6,55,37,+18,68,2.00,53.7,40.0,+13.8,+0.40,"19,976",Ricky van Wolfswinkel-16,Lars Unnerstall,→ Europa Conference League via league finish,23,2021-2022,0e66e6da-f37f-464d-bbe0-b84abd25925c
5,3986b791,/en/squads/3986b791/2021-2022/AZ-Alkmaar-Stats,AZ Alkmaar,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.3986b791.png,34,18,7,9,64,44,+20,61,1.79,57.7,42.0,+15.8,+0.46,"11,831",Vangelis Pavlidis-16,Peter Vindahl Jensen,"→ Europa Conference League via playoff win, → European competition qualification play-offs — Semi-finals",23,2021-2022,0e66e6da-f37f-464d-bbe0-b84abd25925c
6,209d7fa2,/en/squads/209d7fa2/2021-2022/Vitesse-Stats,Vitesse,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.209d7fa2.png,34,15,6,13,42,51,-9,51,1.50,48.8,48.4,+0.4,+0.01,"12,044",Loïs Openda-18,Markus Schubert,,23,2021-2022,0e66e6da-f37f-464d-bbe0-b84abd25925c
7,2a428619,/en/squads/2a428619/2021-2022/Utrecht-Stats,Utrecht,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.2a428619.png,34,12,11,11,51,46,+5,47,1.38,61.6,43.9,+17.6,+0.52,"15,157","Bart Ramselaar,Anastasios Douvikas-9",Maarten Paes,,23,2021-2022,0e66e6da-f37f-464d-bbe0-b84abd25925c
8,193ff7aa,/en/squads/193ff7aa/2021-2022/Heerenveen-Stats,Heerenveen,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.193ff7aa.png,34,11,8,15,37,50,-13,41,1.21,44.7,51.4,-6.7,-0.20,"14,184",Henk Veerman-7,Erwin Mulder,,23,2021-2022,0e66e6da-f37f-464d-bbe0-b84abd25925c
9,5c9e307a,/en/squads/5c9e307a/2021-2022/Cambuur-Stats,Cambuur,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.5c9e307a.png,34,11,6,17,53,70,-17,39,1.15,40.8,66.2,-25.4,-0.75,"6,467",Roberts Uldriķis-7,Sonny Stevens,,23,2021-2022,0e66e6da-f37f-464d-bbe0-b84abd25925c
10,bb14adb3,/en/squads/bb14adb3/2021-2022/RKC-Waalwijk-Stats,RKC Waalwijk,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.bb14adb3.png,34,9,11,14,40,51,-11,38,1.12,38.3,66.0,-27.7,-0.82,"3,689",Michiel Kramer-11,Etienne Vaessen,,23,2021-2022,0e66e6da-f37f-464d-bbe0-b84abd25925c
11,fc629994,/en/squads/fc629994/2021-2022/NEC-Nijmegen-Stats,NEC Nijmegen,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.fc629994.png,34,10,8,16,38,52,-14,38,1.12,43.8,56.6,-12.7,-0.37,"7,237",Jonathan Okita-7,Mattijs Branderhorst,,23,2021-2022,0e66e6da-f37f-464d-bbe0-b84abd25925c
12,bec05adb,/en/squads/bec05adb/2021-2022/Groningen-Stats,Groningen,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.bec05adb.png,34,9,9,16,41,55,-14,36,1.06,39.1,46.7,-7.6,-0.22,"13,529",Jørgen Strand Larsen-14,Peter Leeuwenburgh,,23,2021-2022,0e66e6da-f37f-464d-bbe0-b84abd25925c
13,e33d6108,/en/squads/e33d6108/2021-2022/Go-Ahead-Eagles-Stats,Go Ahead Eag,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e33d6108.png,34,10,6,18,37,51,-14,36,1.06,36.4,59.2,-22.7,-0.67,"5,972",Iñigo Córdoba-9,Warner Hahn,,23,2021-2022,0e66e6da-f37f-464d-bbe0-b84abd25925c
14,146a68ce,/en/squads/146a68ce/2021-2022/Sparta-Rotterdam-Stats,Sparta R'dam,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.146a68ce.png,34,8,11,15,30,48,-18,35,1.03,33.3,49.7,-16.4,-0.48,"6,077","Vito van Crooy,Lennart Thy-5",Maduka Okoye,,23,2021-2022,0e66e6da-f37f-464d-bbe0-b84abd25925c
15,bd08295c,/en/squads/bd08295c/2021-2022/Fortuna-Sittard-Stats,Fortuna Sittard,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.bd08295c.png,34,10,5,19,36,67,-31,35,1.03,35.5,67.7,-32.2,-0.95,"6,580",Zian Flemming-12,Yanick van Osch,,23,2021-2022,0e66e6da-f37f-464d-bbe0-b84abd25925c
16,c882b88e,/en/squads/c882b88e/2021-2022/Heracles-Almelo-Stats,Heracles Almelo,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.c882b88e.png,34,9,7,18,33,49,-16,34,1.00,41.5,48.6,-7.1,-0.21,"6,094",Sinan Bakış-6,Janis Blaswich,→ Semi-finals,23,2021-2022,0e66e6da-f37f-464d-bbe0-b84abd25925c
17,f0479d7b,/en/squads/f0479d7b/2021-2022/Willem-II-Stats,Willem II,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.f0479d7b.png,34,9,6,19,32,57,-25,33,0.97,35.3,53.9,-18.6,-0.55,"8,486",Ché Nunnely-6,Timon Wellenreuther,Relegated,23,2021-2022,0e66e6da-f37f-464d-bbe0-b84abd25925c
18,e3db180b,/en/squads/e3db180b/2021-2022/Zwolle-Stats,Zwolle,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e3db180b.png,34,7,6,21,26,52,-26,27,0.79,39.9,50.6,-10.7,-0.31,"9,046",Daishawn Redan-6,Kostas Lamprou,Relegated,23,2021-2022,0e66e6da-f37f-464d-bbe0-b84abd25925c
