team_id,team_url,team,players_used,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2023-2024/Ajax-Stats,Ajax,35,34.0,21028,19430,1547,400,59,108,612,623,191,78,62,3,17709,51,329,23,2023-2024,e5ca3a8e-ec53-4a28-b8fe-940515b0c531
2b41acb5,/en/squads/2b41acb5/2023-2024/Almere-City-Stats,Almere City,29,34.0,13273,11511,1711,368,23,67,569,818,155,42,63,2,8594,51,281,23,2023-2024,e5ca3a8e-ec53-4a28-b8fe-940515b0c531
3986b791,/en/squads/3986b791/2023-2024/AZ-Alkmaar-Stats,AZ Alkmaar,33,34.0,18546,17003,1487,323,40,132,562,680,200,82,71,0,15168,56,311,23,2023-2024,e5ca3a8e-ec53-4a28-b8fe-940515b0c531
740cb7d4,/en/squads/740cb7d4/2023-2024/Excelsior-Stats,Excelsior,27,34.0,14901,13323,1536,341,33,114,547,670,125,64,40,0,11216,42,258,23,2023-2024,e5ca3a8e-ec53-4a28-b8fe-940515b0c531
fb4ca611,/en/squads/fb4ca611/2023-2024/Feyenoord-Stats,Feyenoord,25,34.0,20703,19095,1540,391,81,69,657,670,259,132,55,1,17206,68,323,23,2023-2024,e5ca3a8e-ec53-4a28-b8fe-940515b0c531
bd08295c,/en/squads/bd08295c/2023-2024/Fortuna-Sittard-Stats,Fortuna Sittard,32,34.0,13539,11938,1561,352,19,98,676,685,171,67,39,2,9749,40,286,23,2023-2024,e5ca3a8e-ec53-4a28-b8fe-940515b0c531
e33d6108,/en/squads/e33d6108/2023-2024/Go-Ahead-Eagles-Stats,Go Ahead Eag,23,34.0,14668,12996,1616,388,33,86,608,633,170,71,58,0,10970,56,317,23,2023-2024,e5ca3a8e-ec53-4a28-b8fe-940515b0c531
193ff7aa,/en/squads/193ff7aa/2023-2024/Heerenveen-Stats,Heerenveen,26,34.0,16529,14923,1557,353,40,112,622,629,192,87,72,0,13187,49,314,23,2023-2024,e5ca3a8e-ec53-4a28-b8fe-940515b0c531
c882b88e,/en/squads/c882b88e/2023-2024/Heracles-Almelo-Stats,Heracles Almelo,27,34.0,14644,12960,1632,373,31,119,587,660,154,50,60,3,11267,52,273,23,2023-2024,e5ca3a8e-ec53-4a28-b8fe-940515b0c531
fc629994,/en/squads/fc629994/2023-2024/NEC-Nijmegen-Stats,NEC Nijmegen,28,34.0,16102,14432,1630,393,50,108,563,652,152,61,68,0,12699,40,297,23,2023-2024,e5ca3a8e-ec53-4a28-b8fe-940515b0c531
e334d850,/en/squads/e334d850/2023-2024/PSV-Eindhoven-Stats,PSV Eindhoven,29,34.0,21518,19945,1506,343,87,132,813,674,248,110,86,0,18147,67,347,23,2023-2024,e5ca3a8e-ec53-4a28-b8fe-940515b0c531
bb14adb3,/en/squads/bb14adb3/2023-2024/RKC-Waalwijk-Stats,RKC Waalwijk,26,34.0,14454,12920,1505,329,38,116,579,637,143,51,56,0,10858,29,330,23,2023-2024,e5ca3a8e-ec53-4a28-b8fe-940515b0c531
146a68ce,/en/squads/146a68ce/2023-2024/Sparta-Rotterdam-Stats,Sparta R'dam,26,34.0,15343,13713,1587,351,26,102,652,635,178,97,58,0,11702,43,300,23,2023-2024,e5ca3a8e-ec53-4a28-b8fe-940515b0c531
a1f721d3,/en/squads/a1f721d3/2023-2024/Twente-Stats,Twente,26,34.0,18551,16760,1732,421,58,104,762,765,240,159,27,0,14631,59,401,23,2023-2024,e5ca3a8e-ec53-4a28-b8fe-940515b0c531
2a428619,/en/squads/2a428619/2023-2024/Utrecht-Stats,Utrecht,35,34.0,15721,14009,1663,404,29,91,796,696,202,103,79,1,11848,49,363,23,2023-2024,e5ca3a8e-ec53-4a28-b8fe-940515b0c531
209d7fa2,/en/squads/209d7fa2/2023-2024/Vitesse-Stats,Vitesse,31,34.0,15826,14059,1717,404,30,120,597,737,179,103,49,1,12139,50,302,23,2023-2024,e5ca3a8e-ec53-4a28-b8fe-940515b0c531
8783f4ee,/en/squads/8783f4ee/2023-2024/Volendam-Stats,Volendam,37,34.0,12951,11333,1564,329,22,100,539,648,141,116,19,0,9415,54,237,23,2023-2024,e5ca3a8e-ec53-4a28-b8fe-940515b0c531
e3db180b,/en/squads/e3db180b/2023-2024/Zwolle-Stats,Zwolle,29,34.0,15989,14413,1519,355,35,91,524,615,126,66,34,0,12385,57,302,23,2023-2024,e5ca3a8e-ec53-4a28-b8fe-940515b0c531
