team_id,team_url,team,players_used,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2021-2022/Ajax-Stats,Ajax,30,34.0,19110,23106,82.7,324470,118313,8886,10010,88.8,7945,9059,87.7,1666,2631,63.3,71,70.2,97.9,+0.8,526,1914,657,115,2602,23,2021-2022,018a946c-05d6-4ade-b5a0-d24798e53969
3986b791,/en/squads/3986b791/2021-2022/AZ-Alkmaar-Stats,AZ Alkmaar,28,34.0,16048,20010,80.2,285231,101337,7169,8121,88.3,6792,7837,86.7,1645,2945,55.9,49,41.7,44.2,+7.3,354,1246,382,110,1674,23,2021-2022,018a946c-05d6-4ade-b5a0-d24798e53969
5c9e307a,/en/squads/5c9e307a/2021-2022/Cambuur-Stats,Cambuur,27,34.0,11540,15236,75.7,227383,84299,4391,5250,83.6,5123,6070,84.4,1733,3083,56.2,38,30.3,27.6,+7.7,268,774,197,42,984,23,2021-2022,018a946c-05d6-4ade-b5a0-d24798e53969
fb4ca611,/en/squads/fb4ca611/2021-2022/Feyenoord-Stats,Feyenoord,31,34.0,16169,20058,80.6,280250,99711,7438,8370,88.9,6510,7537,86.4,1647,2872,57.3,57,54.1,52.6,+2.9,504,1485,432,81,1830,23,2021-2022,018a946c-05d6-4ade-b5a0-d24798e53969
bd08295c,/en/squads/bd08295c/2021-2022/Fortuna-Sittard-Stats,Fortuna Sittard,29,34.0,9858,13809,71.4,193480,77880,3935,4746,82.9,4207,5288,79.6,1486,2970,50.0,24,26.0,23.8,-2.0,249,714,179,50,889,23,2021-2022,018a946c-05d6-4ade-b5a0-d24798e53969
e33d6108,/en/squads/e33d6108/2021-2022/Go-Ahead-Eagles-Stats,Go Ahead Eag,26,34.0,11455,15556,73.6,210108,85365,4864,5786,84.1,4820,5879,82.0,1380,2815,49.0,27,26.5,27.1,+0.5,260,794,228,66,1124,23,2021-2022,018a946c-05d6-4ade-b5a0-d24798e53969
bec05adb,/en/squads/bec05adb/2021-2022/Groningen-Stats,Groningen,28,34.0,11020,14950,73.7,232168,85977,3458,4218,82.0,5502,6487,84.8,1865,3548,52.6,27,26.1,24.7,+0.9,250,811,193,69,1014,23,2021-2022,018a946c-05d6-4ade-b5a0-d24798e53969
193ff7aa,/en/squads/193ff7aa/2021-2022/Heerenveen-Stats,Heerenveen,32,34.0,11987,15850,75.6,222693,85725,5087,5998,84.8,5005,6025,83.1,1547,2916,53.1,26,33.8,31.1,-7.8,289,874,206,51,1131,23,2021-2022,018a946c-05d6-4ade-b5a0-d24798e53969
c882b88e,/en/squads/c882b88e/2021-2022/Heracles-Almelo-Stats,Heracles Almelo,31,34.0,11667,15461,75.5,218463,81244,4748,5602,84.8,5095,6095,83.6,1480,2752,53.8,18,29.8,29.0,-11.8,288,898,221,85,1178,23,2021-2022,018a946c-05d6-4ade-b5a0-d24798e53969
fc629994,/en/squads/fc629994/2021-2022/NEC-Nijmegen-Stats,NEC Nijmegen,25,34.0,12559,16225,77.4,219994,84645,5662,6568,86.2,5274,6225,84.7,1255,2481,50.6,19,28.7,27.2,-9.7,300,856,197,50,1044,23,2021-2022,018a946c-05d6-4ade-b5a0-d24798e53969
e334d850,/en/squads/e334d850/2021-2022/PSV-Eindhoven-Stats,PSV Eindhoven,30,34.0,17087,21049,81.2,281098,97235,8487,9589,88.5,6382,7354,86.8,1497,2654,56.4,66,58.4,65.6,+7.6,456,1590,417,62,1801,23,2021-2022,018a946c-05d6-4ade-b5a0-d24798e53969
bb14adb3,/en/squads/bb14adb3/2021-2022/RKC-Waalwijk-Stats,RKC Waalwijk,26,34.0,10483,14514,72.2,202403,88635,4294,5273,81.4,4411,5478,80.5,1465,2862,51.2,31,29.7,30.5,+1.3,283,865,232,67,1117,23,2021-2022,018a946c-05d6-4ade-b5a0-d24798e53969
146a68ce,/en/squads/146a68ce/2021-2022/Sparta-Rotterdam-Stats,Sparta R'dam,32,34.0,9710,13979,69.5,188613,80318,3969,4906,80.9,4081,5240,77.9,1396,2988,46.7,22,22.5,24.8,-0.5,235,866,183,62,1007,23,2021-2022,018a946c-05d6-4ade-b5a0-d24798e53969
a1f721d3,/en/squads/a1f721d3/2021-2022/Twente-Stats,Twente,28,34.0,12410,16699,74.3,223227,81912,5542,6551,84.6,5108,6279,81.4,1381,2873,48.1,33,37.2,36.5,-4.2,303,993,244,73,1273,23,2021-2022,018a946c-05d6-4ade-b5a0-d24798e53969
2a428619,/en/squads/2a428619/2021-2022/Utrecht-Stats,Utrecht,36,34.0,11806,16024,73.7,220527,91008,4873,5906,82.5,5123,6290,81.4,1480,2805,52.8,34,44.2,45.4,-10.2,354,1063,336,99,1432,23,2021-2022,018a946c-05d6-4ade-b5a0-d24798e53969
209d7fa2,/en/squads/209d7fa2/2021-2022/Vitesse-Stats,Vitesse,29,34.0,12157,16473,73.8,215342,85572,5624,6658,84.5,4614,5736,80.4,1426,2922,48.8,27,32.4,31.9,-5.4,356,984,303,98,1257,23,2021-2022,018a946c-05d6-4ade-b5a0-d24798e53969
f0479d7b,/en/squads/f0479d7b/2021-2022/Willem-II-Stats,Willem II,33,34.0,10940,15073,72.6,205786,78948,4537,5441,83.4,4678,5775,81.0,1425,2953,48.3,23,25.0,24.8,-2.0,259,937,188,60,1101,23,2021-2022,018a946c-05d6-4ade-b5a0-d24798e53969
e3db180b,/en/squads/e3db180b/2021-2022/Zwolle-Stats,Zwolle,32,34.0,11629,16061,72.4,217412,89644,5014,6136,81.7,4722,5871,80.4,1558,3009,51.8,21,29.8,31.4,-8.8,321,980,257,97,1288,23,2021-2022,018a946c-05d6-4ade-b5a0-d24798e53969
