team_id,team_url,team,players_used_away,minutes_90s_away,passes_completed_away,passes_away,passes_pct_away,passes_total_distance_away,passes_progressive_distance_away,passes_completed_short_away,passes_short_away,passes_pct_short_away,passes_completed_medium_away,passes_medium_away,passes_pct_medium_away,passes_completed_long_away,passes_long_away,passes_pct_long_away,assists_away,xg_assist_away,pass_xa_away,xg_assist_net_away,assisted_shots_away,passes_into_final_third_away,passes_into_penalty_area_away,crosses_into_penalty_area_away,progressive_passes_away,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2022-2023/Ajax-Stats,vs Ajax,30,34.0,8432,11696,72.1,158236,67888,3708,4399,84.3,3305,4086,80.9,1148,2434,47.2,30,25.3,23.5,+4.7,226,639,167,47,738,23,2022-2023,7f62031d-bc89-4819-912e-ac16054025ed
3986b791,/en/squads/3986b791/2022-2023/AZ-Alkmaar-Stats,vs AZ Alkmaar,29,34.0,12501,16005,78.1,235948,84940,4994,5799,86.1,5660,6575,86.1,1522,2843,53.5,27,28.2,32.6,-1.2,290,886,238,86,1124,23,2022-2023,7f62031d-bc89-4819-912e-ac16054025ed
5c9e307a,/en/squads/5c9e307a/2022-2023/Cambuur-Stats,vs Cambuur,31,34.0,12945,16595,78.0,234275,90327,5855,6759,86.6,5253,6246,84.1,1487,2687,55.3,46,45.6,54.9,+0.4,438,1119,376,95,1475,23,2022-2023,7f62031d-bc89-4819-912e-ac16054025ed
01888db1,/en/squads/01888db1/2022-2023/Emmen-Stats,vs Emmen,30,34.0,13584,17361,78.2,248419,87902,5800,6732,86.2,5852,6822,85.8,1565,2845,55.0,50,42.7,50.8,+7.3,404,1165,338,97,1444,23,2022-2023,7f62031d-bc89-4819-912e-ac16054025ed
740cb7d4,/en/squads/740cb7d4/2022-2023/Excelsior-Stats,vs Excelsior,28,34.0,15512,19325,80.3,282802,100309,6533,7458,87.6,6831,7877,86.7,1735,2947,58.9,47,49.3,55.6,-2.3,432,1346,428,92,1814,23,2022-2023,7f62031d-bc89-4819-912e-ac16054025ed
fb4ca611,/en/squads/fb4ca611/2022-2023/Feyenoord-Stats,vs Feyenoord,30,34.0,10325,13999,73.8,195395,76990,4251,5031,84.5,4406,5324,82.8,1359,2770,49.1,24,24.0,23.9,0.0,212,768,174,48,904,23,2022-2023,7f62031d-bc89-4819-912e-ac16054025ed
bd08295c,/en/squads/bd08295c/2022-2023/Fortuna-Sittard-Stats,vs Fortuna Sittard,28,34.0,14189,17941,79.1,248621,91309,6452,7386,87.4,5933,6939,85.5,1401,2620,53.5,48,46.9,55.3,+1.1,450,1390,389,101,1763,23,2022-2023,7f62031d-bc89-4819-912e-ac16054025ed
e33d6108,/en/squads/e33d6108/2022-2023/Go-Ahead-Eagles-Stats,vs Go Ahead Eag,27,34.0,13484,17336,77.8,251661,91546,5580,6471,86.2,5928,6983,84.9,1650,2950,55.9,41,36.8,44.9,+4.2,355,1105,338,102,1322,23,2022-2023,7f62031d-bc89-4819-912e-ac16054025ed
bec05adb,/en/squads/bec05adb/2022-2023/Groningen-Stats,vs Groningen,36,34.0,13059,16842,77.5,239750,90291,5649,6507,86.8,5475,6558,83.5,1567,2760,56.8,57,45.5,48.5,+11.5,417,1128,336,101,1472,23,2022-2023,7f62031d-bc89-4819-912e-ac16054025ed
193ff7aa,/en/squads/193ff7aa/2022-2023/Heerenveen-Stats,vs Heerenveen,26,34.0,13267,16956,78.2,241203,89563,5775,6634,87.1,5538,6538,84.7,1550,2861,54.2,37,40.4,43.7,-3.4,347,1123,326,72,1371,23,2022-2023,7f62031d-bc89-4819-912e-ac16054025ed
fc629994,/en/squads/fc629994/2022-2023/NEC-Nijmegen-Stats,vs NEC Nijmegen,22,34.0,12522,15852,79.0,225807,83354,5585,6328,88.3,5152,6068,84.9,1424,2612,54.5,31,39.4,45.0,-8.4,405,1074,312,82,1390,23,2022-2023,7f62031d-bc89-4819-912e-ac16054025ed
e334d850,/en/squads/e334d850/2022-2023/PSV-Eindhoven-Stats,vs PSV Eindhoven,32,34.0,11655,15276,76.3,209960,80921,5104,5904,86.4,4977,5950,83.6,1233,2514,49.0,24,23.0,28.5,+1.0,259,835,192,54,1099,23,2022-2023,7f62031d-bc89-4819-912e-ac16054025ed
bb14adb3,/en/squads/bb14adb3/2022-2023/RKC-Waalwijk-Stats,vs RKC Waalwijk,27,34.0,14782,18226,81.1,266892,96290,6456,7254,89.0,6317,7247,87.2,1621,2764,58.6,41,41.9,47.4,-0.9,412,1292,346,78,1589,23,2022-2023,7f62031d-bc89-4819-912e-ac16054025ed
146a68ce,/en/squads/146a68ce/2022-2023/Sparta-Rotterdam-Stats,vs Sparta R'dam,30,34.0,13801,17313,79.7,245930,90263,6190,7003,88.4,5746,6711,85.6,1483,2674,55.5,28,34.9,44.8,-6.9,375,1268,328,68,1566,23,2022-2023,7f62031d-bc89-4819-912e-ac16054025ed
a1f721d3,/en/squads/a1f721d3/2022-2023/Twente-Stats,vs Twente,26,34.0,9692,13498,71.8,178276,75176,4293,5170,83.0,3821,4812,79.4,1222,2547,48.0,16,28.1,30.9,-12.1,274,752,209,59,922,23,2022-2023,7f62031d-bc89-4819-912e-ac16054025ed
2a428619,/en/squads/2a428619/2022-2023/Utrecht-Stats,vs Utrecht,33,34.0,13456,17297,77.8,244068,89362,5894,6854,86.0,5700,6697,85.1,1543,2824,54.6,32,34.1,39.4,-2.1,319,1078,296,84,1401,23,2022-2023,7f62031d-bc89-4819-912e-ac16054025ed
209d7fa2,/en/squads/209d7fa2/2022-2023/Vitesse-Stats,vs Vitesse,30,34.0,12597,16516,76.3,234350,87334,5174,6116,84.6,5644,6758,83.5,1484,2785,53.3,34,30.6,36.5,+3.4,302,1137,249,62,1402,23,2022-2023,7f62031d-bc89-4819-912e-ac16054025ed
8783f4ee,/en/squads/8783f4ee/2022-2023/Volendam-Stats,vs Volendam,31,34.0,15140,19158,79.0,280728,104203,6466,7420,87.1,6414,7511,85.4,1886,3216,58.6,50,45.6,52.6,+4.4,414,1317,370,86,1681,23,2022-2023,7f62031d-bc89-4819-912e-ac16054025ed
