team_id,team_url,team,players_used,minutes_90s,gk_goals_against,gk_pens_allowed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2022-2023/Ajax-Stats,Ajax,2,34.0,38,1,2,4,0,33.7,0.29,-4.3,-0.13,131,333,39.3,1287,188,22.3,30.8,168,27.4,30.1,326,40,12.3,60,1.76,20.5,23,2022-2023,e52d6034-6252-49e7-8d55-d2da7f1b598c
3986b791,/en/squads/3986b791/2022-2023/AZ-Alkmaar-Stats,AZ Alkmaar,2,34.0,35,4,0,4,0,34.9,0.32,-0.1,0.00,193,536,36.0,891,153,42.4,39.1,251,62.9,47.9,464,24,5.2,29,0.85,14.5,23,2022-2023,e52d6034-6252-49e7-8d55-d2da7f1b598c
5c9e307a,/en/squads/5c9e307a/2022-2023/Cambuur-Stats,Cambuur,3,34.0,69,6,0,8,3,65.4,0.30,-0.6,-0.02,263,679,38.7,1055,177,45.2,37.6,358,56.4,45.5,561,25,4.5,42,1.24,16.0,23,2022-2023,e52d6034-6252-49e7-8d55-d2da7f1b598c
01888db1,/en/squads/01888db1/2022-2023/Emmen-Stats,Emmen,2,34.0,65,2,2,14,1,50.0,0.30,-14.0,-0.41,166,538,30.9,957,137,40.5,35.3,296,50.7,41.3,555,20,3.6,26,0.76,12.1,23,2022-2023,e52d6034-6252-49e7-8d55-d2da7f1b598c
740cb7d4,/en/squads/740cb7d4/2022-2023/Excelsior-Stats,Excelsior,2,34.0,71,1,1,11,2,73.7,0.31,+4.7,+0.14,237,660,35.9,956,182,46.8,34.2,315,67.6,52.6,597,31,5.2,21,0.62,5.0,23,2022-2023,e52d6034-6252-49e7-8d55-d2da7f1b598c
fb4ca611,/en/squads/fb4ca611/2022-2023/Feyenoord-Stats,Feyenoord,2,34.0,30,0,0,5,2,32.3,0.32,+4.3,+0.13,99,283,35.0,914,186,24.3,27.2,183,33.3,33.8,368,35,9.5,49,1.44,21.3,23,2022-2023,e52d6034-6252-49e7-8d55-d2da7f1b598c
bd08295c,/en/squads/bd08295c/2022-2023/Fortuna-Sittard-Stats,Fortuna Sittard,2,34.0,62,3,0,6,2,56.0,0.29,-4.0,-0.12,307,688,44.6,990,153,44.2,36.5,330,75.8,52.8,676,77,11.4,24,0.71,11.5,23,2022-2023,e52d6034-6252-49e7-8d55-d2da7f1b598c
e33d6108,/en/squads/e33d6108/2022-2023/Go-Ahead-Eagles-Stats,Go Ahead Eag,1,34.0,56,2,1,5,2,54.2,0.31,+0.2,+0.01,234,554,42.2,956,154,47.4,37.0,297,34.0,30.9,546,21,3.8,38,1.12,15.8,23,2022-2023,e52d6034-6252-49e7-8d55-d2da7f1b598c
bec05adb,/en/squads/bec05adb/2022-2023/Groningen-Stats,Groningen,3,34.0,75,7,1,7,0,65.4,0.31,-9.6,-0.28,219,668,32.8,1003,136,45.5,39.9,320,66.3,50.0,542,19,3.5,27,0.79,11.9,23,2022-2023,e52d6034-6252-49e7-8d55-d2da7f1b598c
193ff7aa,/en/squads/193ff7aa/2022-2023/Heerenveen-Stats,Heerenveen,3,34.0,50,4,0,8,1,49.3,0.31,+0.3,+0.01,181,514,35.2,900,164,40.3,,301,50.2,42.3,513,31,6.0,40,1.18,,23,2022-2023,e52d6034-6252-49e7-8d55-d2da7f1b598c
