team_id,team_url,team,players_used_away,minutes_90s_away,goals_away,shots_away,shots_on_target_away,shots_on_target_pct_away,shots_per90_away,shots_on_target_per90_away,goals_per_shot_away,goals_per_shot_on_target_away,average_shot_distance_away,shots_free_kicks_away,pens_made_away,pens_att_away,xg_away,npxg_away,npxg_per_shot_away,xg_net_away,npxg_net_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2017-2018/Atalanta-Stats,vs Atalanta,25,38.0,39,405,116,28.6,10.66,3.05,0.09,0.33,18.7,18,1,2,36.6,35.1,0.09,+2.4,+2.9,11,2017-2018,a749f4d4-42a6-4c83-aeda-035a310e451f
4fcb34fd,/en/squads/4fcb34fd/2017-2018/Benevento-Stats,vs Benevento,41,38.0,82,553,199,36.0,14.55,5.24,0.13,0.36,18.4,28,10,13,73.2,63.0,0.12,+8.8,+9.0,11,2017-2018,a749f4d4-42a6-4c83-aeda-035a310e451f
1d8099f8,/en/squads/1d8099f8/2017-2018/Bologna-Stats,vs Bologna,30,38.0,49,532,163,30.6,14.00,4.29,0.09,0.28,17.6,18,3,4,51.4,48.2,0.09,-2.4,-2.2,11,2017-2018,a749f4d4-42a6-4c83-aeda-035a310e451f
c4260e09,/en/squads/c4260e09/2017-2018/Cagliari-Stats,vs Cagliari,29,38.0,60,526,162,30.8,13.84,4.26,0.10,0.32,18.2,22,8,12,59.2,49.9,0.10,+0.8,+2.1,11,2017-2018,a749f4d4-42a6-4c83-aeda-035a310e451f
cc919b35,/en/squads/cc919b35/2017-2018/Chievo-Stats,vs Chievo,25,38.0,55,582,180,30.9,15.32,4.74,0.09,0.28,19.1,19,4,7,55.2,49.9,0.09,-0.2,+1.1,11,2017-2018,a749f4d4-42a6-4c83-aeda-035a310e451f
3074d7b1,/en/squads/3074d7b1/2017-2018/Crotone-Stats,vs Crotone,29,38.0,66,553,193,34.9,14.55,5.08,0.11,0.31,17.9,30,6,8,58.6,52.4,0.10,+7.4,+7.6,11,2017-2018,a749f4d4-42a6-4c83-aeda-035a310e451f
421387cf,/en/squads/421387cf/2017-2018/Fiorentina-Stats,vs Fiorentina,27,38.0,46,398,145,36.4,10.47,3.82,0.11,0.30,19.0,24,2,3,40.8,38.5,0.10,+5.2,+5.5,11,2017-2018,a749f4d4-42a6-4c83-aeda-035a310e451f
658bf2de,/en/squads/658bf2de/2017-2018/Genoa-Stats,vs Genoa,33,38.0,41,503,166,33.0,13.24,4.37,0.07,0.22,19.4,24,4,4,42.6,39.8,0.08,-1.6,-2.8,11,2017-2018,a749f4d4-42a6-4c83-aeda-035a310e451f
0e72edf2,/en/squads/0e72edf2/2017-2018/Hellas-Verona-Stats,vs Hellas Verona,32,38.0,76,704,251,35.7,18.53,6.61,0.10,0.28,18.3,28,6,8,70.2,63.9,0.09,+5.8,+6.1,11,2017-2018,a749f4d4-42a6-4c83-aeda-035a310e451f
d609edc0,/en/squads/d609edc0/2017-2018/Internazionale-Stats,vs Inter,22,38.0,26,439,115,26.2,11.55,3.03,0.05,0.21,19.7,24,2,2,37.2,35.6,0.08,-11.2,-11.6,11,2017-2018,a749f4d4-42a6-4c83-aeda-035a310e451f
e0652b02,/en/squads/e0652b02/2017-2018/Juventus-Stats,vs Juventus,24,38.0,22,311,87,28.0,8.18,2.29,0.06,0.22,19.9,18,3,4,27.4,24.3,0.08,-5.4,-5.3,11,2017-2018,a749f4d4-42a6-4c83-aeda-035a310e451f
7213da33,/en/squads/7213da33/2017-2018/Lazio-Stats,vs Lazio,24,38.0,47,431,149,34.6,11.34,3.92,0.09,0.26,20.6,24,9,10,43.9,36.0,0.09,+3.1,+2.0,11,2017-2018,a749f4d4-42a6-4c83-aeda-035a310e451f
dc56fe14,/en/squads/dc56fe14/2017-2018/Milan-Stats,vs Milan,24,38.0,41,408,130,31.9,10.74,3.42,0.10,0.30,18.7,10,2,3,36.9,34.7,0.09,+4.1,+4.3,11,2017-2018,a749f4d4-42a6-4c83-aeda-035a310e451f
d48ad4ff,/en/squads/d48ad4ff/2017-2018/Napoli-Stats,vs Napoli,23,38.0,29,326,96,29.4,8.58,2.53,0.08,0.28,19.4,15,2,2,27.1,25.5,0.08,+1.9,+1.5,11,2017-2018,a749f4d4-42a6-4c83-aeda-035a310e451f
cf74a709,/en/squads/cf74a709/2017-2018/Roma-Stats,vs Roma,27,38.0,28,416,133,32.0,10.95,3.50,0.06,0.19,19.3,13,3,5,37.2,33.2,0.08,-9.2,-8.2,11,2017-2018,a749f4d4-42a6-4c83-aeda-035a310e451f
8ff9e3b3,/en/squads/8ff9e3b3/2017-2018/Sampdoria-Stats,vs Sampdoria,27,38.0,58,537,190,35.4,14.13,5.00,0.10,0.27,17.8,9,6,10,60.3,52.4,0.10,-2.3,-0.4,11,2017-2018,a749f4d4-42a6-4c83-aeda-035a310e451f
e2befd26,/en/squads/e2befd26/2017-2018/Sassuolo-Stats,vs Sassuolo,28,38.0,57,469,175,37.3,12.34,4.61,0.12,0.31,18.5,20,2,3,48.9,46.5,0.10,+8.1,+8.5,11,2017-2018,a749f4d4-42a6-4c83-aeda-035a310e451f
