team_id,team_url,team,players_used,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,competition_id,season_id,id
922493f3,/en/squads/922493f3/2019-2020/Atalanta-Stats,Atalanta,30,38.0,17945,21860,82.1,301978,102774,8671,9684,89.5,6817,7927,86.0,1732,2818,61.5,68,58.9,46.2,+9.1,535,1291,440,99,1867,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
1d8099f8,/en/squads/1d8099f8/2019-2020/Bologna-Stats,Bologna,31,38.0,14608,18465,79.1,251345,95729,6955,7886,88.2,5859,6959,84.2,1377,2513,54.8,31,41.3,30.8,-10.3,418,1201,293,67,1672,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
4ef57aeb,/en/squads/4ef57aeb/2019-2020/Brescia-Stats,Brescia,32,38.0,10833,14648,74.0,195788,80646,4731,5583,84.7,4291,5316,80.7,1347,2595,51.9,22,28.8,26.9,-6.8,288,830,253,78,1241,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
c4260e09,/en/squads/c4260e09/2019-2020/Cagliari-Stats,Cagliari,33,38.0,13131,16868,77.8,245291,89789,5524,6270,88.1,5722,6815,84.0,1629,2973,54.8,34,32.0,26.6,+2.0,344,984,246,87,1288,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
421387cf,/en/squads/421387cf/2019-2020/Fiorentina-Stats,Fiorentina,33,38.0,13589,17172,79.1,245422,91397,5835,6615,88.2,5843,6843,85.4,1535,2737,56.1,30,34.5,32.9,-4.5,420,1124,298,81,1446,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
658bf2de,/en/squads/658bf2de/2019-2020/Genoa-Stats,Genoa,34,38.0,14305,18157,78.8,249032,93026,6586,7416,88.8,5724,6778,84.4,1490,2775,53.7,28,27.6,26.7,+0.4,301,937,292,103,1280,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
0e72edf2,/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats,Hellas Verona,30,38.0,13348,17641,75.7,234676,89110,5993,6965,86.0,5423,6571,82.5,1411,2861,49.3,27,34.5,29.7,-7.5,332,1084,319,70,1575,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
d609edc0,/en/squads/d609edc0/2019-2020/Internazionale-Stats,Inter,29,38.0,17232,20842,82.7,312663,106571,7232,8059,89.7,7508,8587,87.4,1989,2948,67.5,57,44.0,41.2,+13.0,449,1301,400,98,1820,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
e0652b02,/en/squads/e0652b02/2019-2020/Juventus-Stats,Juventus,30,38.0,20149,23408,86.1,332903,110593,9684,10473,92.5,7782,8664,89.8,1816,2715,66.9,47,45.5,38.0,+1.5,501,1629,336,70,1746,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
7213da33,/en/squads/7213da33/2019-2020/Lazio-Stats,Lazio,27,38.0,15875,19415,81.8,281345,100800,7130,8009,89.0,6201,7132,86.9,1924,2976,64.7,45,42.5,35.9,+2.5,434,1334,393,103,1668,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
ffcbe334,/en/squads/ffcbe334/2019-2020/Lecce-Stats,Lecce,30,38.0,13640,17104,79.7,254310,95358,5858,6659,88.0,5711,6659,85.8,1798,2925,61.5,30,32.6,30.1,-2.6,387,925,331,131,1356,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
dc56fe14,/en/squads/dc56fe14/2019-2020/Milan-Stats,Milan,32,38.0,17070,20701,82.5,294450,103334,8007,8954,89.4,6904,7872,87.7,1657,2775,59.7,38,46.0,38.9,-8.0,476,1346,377,83,1717,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
d48ad4ff,/en/squads/d48ad4ff/2019-2020/Napoli-Stats,Napoli,25,38.0,21173,24596,86.1,336874,107510,11037,11917,92.6,7649,8622,88.7,1658,2522,65.7,45,46.8,40.7,-1.8,543,1566,414,86,2024,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
eab4234c,/en/squads/eab4234c/2019-2020/Parma-Stats,Parma,25,38.0,12193,15756,77.4,236592,93205,4947,5720,86.5,4989,5959,83.7,1912,3155,60.6,38,33.9,23.5,+4.1,339,881,230,56,1227,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
cf74a709,/en/squads/cf74a709/2019-2020/Roma-Stats,Roma,31,38.0,15972,19325,82.6,301750,102768,6509,7265,89.6,7241,8199,88.3,2006,3078,65.2,47,48.6,41.8,-1.6,477,1236,344,79,1651,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
8ff9e3b3,/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats,Sampdoria,31,38.0,11918,15949,74.7,214283,86568,5325,6195,86.0,4861,6016,80.8,1364,2726,50.0,25,30.8,27.2,-5.8,400,1004,300,114,1369,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
e2befd26,/en/squads/e2befd26/2019-2020/Sassuolo-Stats,Sassuolo,31,38.0,18601,21873,85.0,298108,98300,9815,10667,92.0,7058,7896,89.4,1294,2223,58.2,49,39.2,31.7,+9.8,423,1274,294,35,1590,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
1d2fe027,/en/squads/1d2fe027/2019-2020/SPAL-Stats,SPAL,34,38.0,13281,16878,78.7,236868,94077,6176,6950,88.9,5308,6326,83.9,1489,2773,53.7,17,26.5,24.4,-9.5,347,1060,222,65,1236,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
105360fe,/en/squads/105360fe/2019-2020/Torino-Stats,Torino,27,38.0,12572,16330,77.0,234941,88714,5436,6295,86.4,5089,6068,83.9,1728,3026,57.1,29,30.3,26.4,-1.3,338,852,297,135,1220,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
04eea015,/en/squads/04eea015/2019-2020/Udinese-Stats,Udinese,25,38.0,13373,16971,78.8,235092,90315,6100,6891,88.5,5340,6354,84.0,1478,2657,55.6,26,33.5,25.9,-7.5,362,937,276,99,1274,11,2019-2020,52b0c334-1870-4895-a37e-4662f09ff3b9
