team_id,team_url,team,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,competition_id,season_id,id
922493f3,/en/squads/922493f3/2018-2019/Atalanta-Stats,Atalanta,27,38.0,75,637,214,33.6,16.76,5.63,0.11,0.34,16.6,16,2,4,72.2,69.0,0.11,+2.8,+4.0,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
1d8099f8,/en/squads/1d8099f8/2018-2019/Bologna-Stats,Bologna,29,38.0,45,495,158,31.9,13.03,4.16,0.08,0.25,18.7,25,5,5,46.8,42.9,0.09,-1.8,-2.9,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
c4260e09,/en/squads/c4260e09/2018-2019/Cagliari-Stats,Cagliari,30,38.0,35,433,124,28.6,11.39,3.26,0.08,0.27,17.9,13,2,3,42.1,39.7,0.09,-7.1,-6.7,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
cc919b35,/en/squads/cc919b35/2018-2019/Chievo-Stats,Chievo,36,38.0,25,385,110,28.6,10.13,2.89,0.05,0.19,19.6,14,4,6,36.0,31.7,0.09,-11.0,-10.7,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
a3d88bd8,/en/squads/a3d88bd8/2018-2019/Empoli-Stats,Empoli,29,38.0,48,450,148,32.9,11.84,3.89,0.10,0.30,17.8,17,4,7,52.4,46.8,0.11,-4.4,-2.8,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
421387cf,/en/squads/421387cf/2018-2019/Fiorentina-Stats,Fiorentina,27,38.0,45,579,168,29.0,15.24,4.42,0.07,0.24,18.6,15,5,6,54.0,49.2,0.09,-9.0,-9.2,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
6a7ad59d,/en/squads/6a7ad59d/2018-2019/Frosinone-Stats,Frosinone,33,38.0,28,450,120,26.7,11.84,3.16,0.05,0.20,19.3,24,4,5,38.9,35.1,0.08,-10.9,-11.1,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
658bf2de,/en/squads/658bf2de/2018-2019/Genoa-Stats,Genoa,31,38.0,37,528,147,27.8,13.89,3.87,0.06,0.22,18.9,24,4,5,46.9,43.0,0.08,-9.9,-10.0,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
d609edc0,/en/squads/d609edc0/2018-2019/Internazionale-Stats,Inter,23,38.0,57,625,186,29.8,16.45,4.89,0.08,0.26,18.0,10,8,9,63.8,56.8,0.09,-6.8,-7.8,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
e0652b02,/en/squads/e0652b02/2018-2019/Juventus-Stats,Juventus,31,38.0,66,601,191,31.8,15.82,5.03,0.10,0.31,18.4,27,7,8,60.7,54.5,0.09,+5.3,+4.5,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
7213da33,/en/squads/7213da33/2018-2019/Lazio-Stats,Lazio,30,38.0,54,606,182,30.0,15.95,4.79,0.08,0.26,18.2,22,6,6,60.4,55.8,0.09,-6.4,-7.8,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
dc56fe14,/en/squads/dc56fe14/2018-2019/Milan-Stats,Milan,23,38.0,51,582,192,33.0,15.32,5.05,0.08,0.25,19.6,19,3,4,48.8,45.7,0.08,+2.2,+2.3,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
d48ad4ff,/en/squads/d48ad4ff/2018-2019/Napoli-Stats,Napoli,26,38.0,73,702,231,32.9,18.47,6.08,0.10,0.30,19.5,23,3,4,61.8,58.8,0.08,+11.2,+11.2,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
eab4234c,/en/squads/eab4234c/2018-2019/Parma-Stats,Parma,31,38.0,40,350,105,30.0,9.21,2.76,0.10,0.34,19.1,19,4,5,40.2,36.3,0.11,-0.2,-0.3,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
cf74a709,/en/squads/cf74a709/2018-2019/Roma-Stats,Roma,26,38.0,65,616,210,34.1,16.21,5.53,0.10,0.28,17.1,15,6,6,64.4,59.6,0.10,+0.6,-0.6,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
8ff9e3b3,/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats,Sampdoria,24,38.0,60,475,166,34.9,12.50,4.37,0.11,0.30,19.9,20,10,12,50.5,41.8,0.09,+9.5,+8.2,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
e2befd26,/en/squads/e2befd26/2018-2019/Sassuolo-Stats,Sassuolo,29,38.0,50,507,150,29.6,13.34,3.95,0.09,0.30,19.8,21,5,5,48.5,44.6,0.09,+1.5,+0.4,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
1d2fe027,/en/squads/1d2fe027/2018-2019/SPAL-Stats,SPAL,28,38.0,44,454,129,28.4,11.95,3.39,0.08,0.29,18.2,15,7,8,43.9,37.7,0.08,+0.1,-0.7,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
105360fe,/en/squads/105360fe/2018-2019/Torino-Stats,Torino,25,38.0,50,513,175,34.1,13.50,4.61,0.09,0.26,18.7,26,5,6,46.6,41.9,0.08,+3.4,+3.1,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
04eea015,/en/squads/04eea015/2018-2019/Udinese-Stats,Udinese,31,38.0,37,455,119,26.2,11.97,3.13,0.07,0.29,20.7,12,3,8,42.5,36.0,0.08,-5.5,-2.0,11,2018-2019,941ca9a9-8ad8-44f3-91fe-63e44aa9705f
