team_id,team_url,team,players_used,minutes_90s,gk_goals_against,gk_pens_allowed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,competition_id,season_id,id
922493f3,/en/squads/922493f3/2017-2018/Atalanta-Stats,Atalanta,3,38.0,39,1,2,4,0,39.3,0.32,+0.3,+0.01,206,464,44.4,757,195,32.8,34.5,283,76.3,52.4,487,20,4.1,30,0.79,14.1,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
4fcb34fd,/en/squads/4fcb34fd/2017-2018/Benevento-Stats,Benevento,3,38.0,84,10,1,10,2,79.7,0.34,-2.3,-0.06,225,628,35.8,1007,221,40.8,32.9,344,63.1,46.2,619,51,8.2,51,1.34,14.1,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
1d8099f8,/en/squads/1d8099f8/2017-2018/Bologna-Stats,Bologna,3,38.0,52,3,1,5,3,47.9,0.28,-1.1,-0.03,381,796,47.9,1096,172,47.2,47.5,375,74.4,49.8,715,20,2.8,43,1.13,11.5,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
c4260e09,/en/squads/c4260e09/2017-2018/Cagliari-Stats,Cagliari,3,38.0,61,8,4,4,1,58.3,0.29,-1.7,-0.05,285,651,43.8,698,155,47.9,38.6,376,84.3,54.7,625,30,4.8,18,0.47,10.6,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
cc919b35,/en/squads/cc919b35/2017-2018/Chievo-Stats,Chievo,1,38.0,59,4,2,11,4,56.3,0.27,+1.3,+0.03,249,620,40.2,799,176,45.3,36.8,394,65.5,42.7,651,16,2.5,14,0.37,10.3,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
3074d7b1,/en/squads/3074d7b1/2017-2018/Crotone-Stats,Crotone,1,38.0,66,6,3,13,0,63.7,0.29,-2.3,-0.06,312,916,34.1,824,98,71.5,47.8,355,92.1,58.6,691,8,1.2,32,0.84,13.8,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
421387cf,/en/squads/421387cf/2017-2018/Fiorentina-Stats,Fiorentina,2,38.0,46,2,3,5,0,42.2,0.27,-3.8,-0.10,162,406,39.9,814,208,33.5,32.1,280,47.5,39.1,539,32,5.9,24,0.63,12.1,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
658bf2de,/en/squads/658bf2de/2017-2018/Genoa-Stats,Genoa,2,38.0,43,4,1,2,2,44.3,0.24,+3.3,+0.09,338,783,43.2,933,126,51.9,40.8,355,84.2,56.0,558,24,4.3,25,0.66,13.1,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
0e72edf2,/en/squads/0e72edf2/2017-2018/Hellas-Verona-Stats,Hellas Verona,2,38.0,78,6,4,10,2,69.3,0.24,-6.7,-0.18,374,903,41.4,1068,257,52.6,41.1,423,80.6,54.7,761,49,6.4,32,0.84,12.7,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
d609edc0,/en/squads/d609edc0/2017-2018/Internazionale-Stats,Inter,1,38.0,30,2,1,1,4,30.5,0.25,+4.5,+0.12,127,280,45.4,808,250,18.7,26.1,312,41.3,35.9,546,20,3.7,23,0.61,14.0,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
e0652b02,/en/squads/e0652b02/2017-2018/Juventus-Stats,Juventus,3,38.0,24,3,1,4,2,29.7,0.29,+7.7,+0.20,168,356,47.2,840,184,28.5,31.9,246,47.6,39.5,445,15,3.4,32,0.84,14.0,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
7213da33,/en/squads/7213da33/2017-2018/Lazio-Stats,Lazio,1,38.0,49,9,2,3,2,51.3,0.27,+4.3,+0.11,217,466,46.6,883,180,38.5,34.2,308,40.9,38.8,437,18,4.1,35,0.92,14.8,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
dc56fe14,/en/squads/dc56fe14/2017-2018/Milan-Stats,Milan,1,38.0,42,2,0,4,1,38.9,0.28,-2.1,-0.05,174,392,44.4,968,150,28.0,29.7,267,45.3,37.8,487,16,3.3,39,1.03,14.1,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
d48ad4ff,/en/squads/d48ad4ff/2017-2018/Napoli-Stats,Napoli,2,38.0,29,2,2,3,0,27.0,0.26,-2.0,-0.05,149,337,44.2,964,179,25.8,30.0,240,36.7,36.5,360,10,2.8,57,1.50,18.8,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
cf74a709,/en/squads/cf74a709/2017-2018/Roma-Stats,Roma,2,38.0,28,3,0,2,0,36.0,0.23,+8.0,+0.21,220,429,51.3,1099,250,28.9,31.4,259,42.9,40.9,484,17,3.5,92,2.42,20.7,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
8ff9e3b3,/en/squads/8ff9e3b3/2017-2018/Sampdoria-Stats,Sampdoria,3,38.0,60,6,1,7,2,61.6,0.27,+3.6,+0.10,238,588,40.5,936,148,42.8,38.8,320,58.4,46.7,612,23,3.8,44,1.16,13.1,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
e2befd26,/en/squads/e2befd26/2017-2018/Sassuolo-Stats,Sassuolo,2,38.0,59,2,3,7,2,51.8,0.28,-5.2,-0.14,280,622,45.0,837,189,47.3,39.3,311,72.7,48.9,625,22,3.5,23,0.61,11.9,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
1d2fe027,/en/squads/1d2fe027/2017-2018/SPAL-Stats,SPAL,3,38.0,59,9,1,7,4,64.4,0.27,+9.4,+0.25,254,733,34.7,835,133,57.6,44.1,352,71.6,49.4,626,16,2.6,20,0.53,13.8,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
105360fe,/en/squads/105360fe/2017-2018/Torino-Stats,Torino,2,38.0,46,5,3,5,0,47.5,0.25,+1.5,+0.04,242,562,43.1,1027,204,35.5,34.1,327,60.2,44.7,637,33,5.2,50,1.32,13.8,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
04eea015,/en/squads/04eea015/2017-2018/Udinese-Stats,Udinese,2,38.0,63,2,1,11,5,53.1,0.29,-4.9,-0.13,281,669,42.0,906,164,46.2,38.6,342,73.1,49.1,605,26,4.3,32,0.84,11.1,11,2017-2018,593b8845-aaec-4569-966f-31927466321e
