team_id,team_url,team,players_used_away,minutes_90s_away,sca_away,sca_per90_away,sca_passes_live_away,sca_passes_dead_away,sca_take_ons_away,sca_shots_away,sca_fouled_away,sca_defense_away,gca_away,gca_per90_away,gca_passes_live_away,gca_passes_dead_away,gca_take_ons_away,gca_shots_away,gca_fouled_away,gca_defense_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2018-2019/Atalanta-Stats,vs Atalanta,27,38.0,716,18.84,522,63,42,37,36,16,72,1.89,54,5,3,3,6,1,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
1d8099f8,/en/squads/1d8099f8/2018-2019/Bologna-Stats,vs Bologna,29,38.0,932,24.53,701,72,57,55,32,15,93,2.45,66,7,5,9,5,1,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
c4260e09,/en/squads/c4260e09/2018-2019/Cagliari-Stats,vs Cagliari,30,38.0,1053,27.71,803,76,53,65,41,15,85,2.24,56,3,9,10,7,0,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
cc919b35,/en/squads/cc919b35/2018-2019/Chievo-Stats,vs Chievo,36,38.0,1064,28.00,772,100,51,58,63,20,129,3.39,94,11,6,6,9,3,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
a3d88bd8,/en/squads/a3d88bd8/2018-2019/Empoli-Stats,vs Empoli,29,38.0,1141,30.03,848,100,64,62,51,16,119,3.13,83,10,10,5,9,2,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
421387cf,/en/squads/421387cf/2018-2019/Fiorentina-Stats,vs Fiorentina,27,38.0,822,21.63,600,76,42,47,47,10,74,1.95,56,7,3,4,4,0,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
6a7ad59d,/en/squads/6a7ad59d/2018-2019/Frosinone-Stats,vs Frosinone,33,38.0,1141,30.03,850,102,55,61,53,20,124,3.26,84,7,9,13,10,1,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
658bf2de,/en/squads/658bf2de/2018-2019/Genoa-Stats,vs Genoa,31,38.0,926,24.37,694,71,44,58,45,14,101,2.66,73,6,5,9,5,3,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
d609edc0,/en/squads/d609edc0/2018-2019/Internazionale-Stats,vs Inter,23,38.0,743,19.55,562,53,41,30,43,14,51,1.34,36,5,3,3,4,0,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
e0652b02,/en/squads/e0652b02/2018-2019/Juventus-Stats,vs Juventus,31,38.0,775,20.39,569,60,36,50,40,20,47,1.24,36,4,1,2,2,2,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
7213da33,/en/squads/7213da33/2018-2019/Lazio-Stats,vs Lazio,30,38.0,807,21.24,589,56,54,50,43,15,73,1.92,46,5,4,9,8,1,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
dc56fe14,/en/squads/dc56fe14/2018-2019/Milan-Stats,vs Milan,23,38.0,814,21.42,617,74,40,40,33,10,61,1.61,43,4,4,3,6,1,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
d48ad4ff,/en/squads/d48ad4ff/2018-2019/Napoli-Stats,vs Napoli,26,38.0,754,19.84,558,59,46,48,30,13,65,1.71,46,5,2,5,6,1,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
eab4234c,/en/squads/eab4234c/2018-2019/Parma-Stats,vs Parma,31,38.0,1345,35.39,1064,87,57,71,45,21,93,2.45,65,9,3,9,6,1,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
cf74a709,/en/squads/cf74a709/2018-2019/Roma-Stats,vs Roma,26,38.0,954,25.11,694,74,55,69,43,19,81,2.13,52,8,8,9,4,0,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
8ff9e3b3,/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats,vs Sampdoria,24,38.0,911,23.97,647,94,54,51,43,22,86,2.26,55,4,9,10,7,1,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
e2befd26,/en/squads/e2befd26/2018-2019/Sassuolo-Stats,vs Sassuolo,29,38.0,852,22.42,599,93,43,57,47,13,92,2.42,66,7,4,11,3,1,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
1d2fe027,/en/squads/1d2fe027/2018-2019/SPAL-Stats,vs SPAL,28,38.0,943,24.82,707,82,46,54,38,16,91,2.39,54,13,5,10,8,1,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
105360fe,/en/squads/105360fe/2018-2019/Torino-Stats,vs Torino,25,38.0,826,21.74,579,97,29,53,47,21,61,1.61,37,3,6,10,3,2,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
04eea015,/en/squads/04eea015/2018-2019/Udinese-Stats,vs Udinese,31,38.0,1098,28.89,799,109,56,69,48,17,94,2.47,62,8,7,6,7,4,11,2018-2019,d4a9e002-d733-459a-a746-4bc0a56f8702
