team_id,team_url,team,players_used,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,competition_id,season_id,id
922493f3,/en/squads/922493f3/2018-2019/Atalanta-Stats,Atalanta,27,38.0,638,397,278,277,83,269,577,46.6,308,433,96,337,454,1092,675,10,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
1d8099f8,/en/squads/1d8099f8/2018-2019/Bologna-Stats,Bologna,29,38.0,689,430,365,252,72,262,631,41.5,369,463,142,321,372,1061,863,17,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
c4260e09,/en/squads/c4260e09/2018-2019/Cagliari-Stats,Cagliari,30,38.0,603,388,259,249,95,211,524,40.3,313,449,126,323,344,947,837,4,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
cc919b35,/en/squads/cc919b35/2018-2019/Chievo-Stats,Chievo,36,38.0,623,374,320,243,60,252,605,41.7,353,421,132,289,471,1094,988,18,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
a3d88bd8,/en/squads/a3d88bd8/2018-2019/Empoli-Stats,Empoli,29,38.0,552,328,257,223,72,216,510,42.4,294,353,133,220,333,885,797,10,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
421387cf,/en/squads/421387cf/2018-2019/Fiorentina-Stats,Fiorentina,27,38.0,592,371,272,238,82,199,470,42.3,271,401,130,271,413,1005,887,11,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
6a7ad59d,/en/squads/6a7ad59d/2018-2019/Frosinone-Stats,Frosinone,33,38.0,571,353,303,204,64,213,530,40.2,317,416,151,265,384,955,918,12,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
658bf2de,/en/squads/658bf2de/2018-2019/Genoa-Stats,Genoa,31,38.0,670,424,329,249,92,253,541,46.8,288,377,114,263,424,1094,858,10,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
d609edc0,/en/squads/d609edc0/2018-2019/Internazionale-Stats,Inter,23,38.0,614,409,278,244,92,253,596,42.4,343,388,104,284,311,925,642,14,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
e0652b02,/en/squads/e0652b02/2018-2019/Juventus-Stats,Juventus,31,38.0,571,355,259,234,78,213,452,47.1,239,383,130,253,396,967,681,16,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
7213da33,/en/squads/7213da33/2018-2019/Lazio-Stats,Lazio,30,38.0,658,406,295,284,79,280,599,46.7,319,415,136,279,432,1090,798,14,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
dc56fe14,/en/squads/dc56fe14/2018-2019/Milan-Stats,Milan,23,38.0,641,382,336,233,72,268,559,47.9,291,408,109,299,373,1014,845,14,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
d48ad4ff,/en/squads/d48ad4ff/2018-2019/Napoli-Stats,Napoli,26,38.0,574,359,233,254,87,223,553,40.3,330,353,107,246,358,932,645,8,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
eab4234c,/en/squads/eab4234c/2018-2019/Parma-Stats,Parma,31,38.0,580,351,329,197,54,195,500,39.0,305,445,182,263,399,979,1147,12,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
cf74a709,/en/squads/cf74a709/2018-2019/Roma-Stats,Roma,26,38.0,535,344,246,212,77,199,479,41.5,280,389,154,235,419,954,822,16,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
8ff9e3b3,/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats,Sampdoria,24,38.0,647,425,290,258,99,276,567,48.7,291,418,122,296,364,1011,838,9,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
e2befd26,/en/squads/e2befd26/2018-2019/Sassuolo-Stats,Sassuolo,29,38.0,529,328,288,175,66,216,517,41.8,301,387,110,277,378,907,841,15,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
1d2fe027,/en/squads/1d2fe027/2018-2019/SPAL-Stats,SPAL,28,38.0,579,374,314,201,64,218,493,44.2,275,411,136,275,388,967,877,15,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
105360fe,/en/squads/105360fe/2018-2019/Torino-Stats,Torino,25,38.0,636,394,272,283,81,226,506,44.7,280,462,117,345,451,1087,848,12,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
04eea015,/en/squads/04eea015/2018-2019/Udinese-Stats,Udinese,31,38.0,651,387,341,250,60,245,554,44.2,309,450,161,289,381,1032,1065,15,11,2018-2019,94410843-8339-4a77-881b-31151be493d2
