team_id,team_url,team,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,competition_id,season_id,id
922493f3,/en/squads/922493f3/2018-2019/Atalanta-Stats,Atalanta,27,38.0,63,3,1,445,501,71,801,454,397,3,5,3,2247,628,551,53.3,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
1d8099f8,/en/squads/1d8099f8/2018-2019/Bologna-Stats,Bologna,29,38.0,94,6,3,516,519,83,737,372,430,2,4,1,1877,748,716,51.1,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
c4260e09,/en/squads/c4260e09/2018-2019/Cagliari-Stats,Cagliari,30,38.0,99,9,5,573,454,58,794,344,388,3,10,2,1946,850,758,52.9,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
cc919b35,/en/squads/cc919b35/2018-2019/Chievo-Stats,Chievo,36,38.0,116,7,6,588,476,78,677,471,374,3,4,2,1944,695,732,48.7,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
a3d88bd8,/en/squads/a3d88bd8/2018-2019/Empoli-Stats,Empoli,29,38.0,74,3,1,458,440,77,636,333,328,5,8,2,1865,431,544,44.2,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
421387cf,/en/squads/421387cf/2018-2019/Fiorentina-Stats,Fiorentina,27,38.0,91,5,2,562,507,48,780,413,371,5,6,3,1973,637,623,50.6,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
6a7ad59d,/en/squads/6a7ad59d/2018-2019/Frosinone-Stats,Frosinone,33,38.0,99,2,0,560,536,73,815,384,353,5,5,1,1873,621,715,46.5,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
658bf2de,/en/squads/658bf2de/2018-2019/Genoa-Stats,Genoa,31,38.0,96,7,2,559,481,65,797,424,424,4,6,2,1981,758,749,50.3,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
d609edc0,/en/squads/d609edc0/2018-2019/Internazionale-Stats,Inter,23,38.0,75,3,2,468,488,64,1092,311,409,5,5,3,1995,519,589,46.8,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
e0652b02,/en/squads/e0652b02/2018-2019/Juventus-Stats,Juventus,31,38.0,78,4,2,471,469,75,867,396,355,5,4,1,1946,534,469,53.2,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
7213da33,/en/squads/7213da33/2018-2019/Lazio-Stats,Lazio,30,38.0,90,4,1,502,391,97,738,432,406,3,6,3,2112,612,539,53.2,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
dc56fe14,/en/squads/dc56fe14/2018-2019/Milan-Stats,Milan,23,38.0,82,5,2,445,478,63,752,373,382,2,5,1,1899,480,512,48.4,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
d48ad4ff,/en/squads/d48ad4ff/2018-2019/Napoli-Stats,Napoli,26,38.0,75,5,3,410,414,85,774,358,359,0,4,0,2171,386,440,46.7,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
eab4234c,/en/squads/eab4234c/2018-2019/Parma-Stats,Parma,31,38.0,84,3,2,493,433,91,511,399,351,5,8,5,1785,561,615,47.7,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
cf74a709,/en/squads/cf74a709/2018-2019/Roma-Stats,Roma,26,38.0,90,2,2,461,395,50,855,419,344,5,7,1,1954,727,547,57.1,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
8ff9e3b3,/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats,Sampdoria,24,38.0,92,3,3,493,510,70,641,364,425,7,8,1,2030,471,522,47.4,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
e2befd26,/en/squads/e2befd26/2018-2019/Sassuolo-Stats,Sassuolo,29,38.0,90,8,3,528,528,73,660,378,328,4,8,2,1864,464,510,47.6,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
1d2fe027,/en/squads/1d2fe027/2018-2019/SPAL-Stats,SPAL,28,38.0,113,3,1,499,550,37,863,388,374,7,5,0,1772,569,577,49.7,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
105360fe,/en/squads/105360fe/2018-2019/Torino-Stats,Torino,25,38.0,89,4,1,617,570,75,751,451,394,5,5,0,2193,824,838,49.6,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
04eea015,/en/squads/04eea015/2018-2019/Udinese-Stats,Udinese,31,38.0,92,4,2,505,469,66,585,381,387,7,9,1,1833,693,662,51.1,11,2018-2019,4bdac32e-e6da-4c7f-b6fc-b944f282439e
