team_id,team_url,team,players_used,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,competition_id,season_id,id
922493f3,/en/squads/922493f3/2019-2020/Atalanta-Stats,Atalanta,30,38.0,21860,19949,1861,577,40,163,767,715,248,83,132,0,17945,50,354,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
1d8099f8,/en/squads/1d8099f8/2019-2020/Bologna-Stats,Bologna,31,38.0,18465,16401,1979,618,28,134,733,736,228,155,21,2,14608,85,329,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
4ef57aeb,/en/squads/4ef57aeb/2019-2020/Brescia-Stats,Brescia,32,38.0,14648,12511,2069,644,22,160,641,784,160,44,76,1,10833,68,327,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
c4260e09,/en/squads/c4260e09/2019-2020/Cagliari-Stats,Cagliari,33,38.0,16868,14891,1921,562,24,167,762,749,154,63,67,1,13131,56,289,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
421387cf,/en/squads/421387cf/2019-2020/Fiorentina-Stats,Fiorentina,33,38.0,17172,15265,1857,576,41,173,726,705,209,70,112,0,13589,50,313,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
658bf2de,/en/squads/658bf2de/2019-2020/Genoa-Stats,Genoa,34,38.0,18157,16145,1955,555,13,142,723,782,166,51,71,0,14305,57,329,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
0e72edf2,/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats,Hellas Verona,30,38.0,17641,15621,1929,555,29,94,750,734,207,83,112,0,13348,91,310,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
d609edc0,/en/squads/d609edc0/2019-2020/Internazionale-Stats,Inter,29,38.0,20842,18974,1772,469,20,243,790,704,235,92,65,1,17232,96,348,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
e0652b02,/en/squads/e0652b02/2019-2020/Juventus-Stats,Juventus,30,38.0,23408,21548,1787,509,54,209,698,713,235,74,105,1,20149,73,299,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
7213da33,/en/squads/7213da33/2019-2020/Lazio-Stats,Lazio,27,38.0,19415,17695,1649,449,63,186,741,610,218,72,102,0,15875,71,327,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
ffcbe334,/en/squads/ffcbe334/2019-2020/Lecce-Stats,Lecce,30,38.0,17104,15195,1842,563,16,208,711,600,182,15,27,1,13640,67,336,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
dc56fe14,/en/squads/dc56fe14/2019-2020/Milan-Stats,Milan,32,38.0,20701,18774,1864,548,41,178,713,746,208,85,78,0,17070,63,300,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
d48ad4ff,/en/squads/d48ad4ff/2019-2020/Napoli-Stats,Napoli,25,38.0,24596,22677,1865,604,36,187,813,712,222,81,93,2,21173,54,340,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
eab4234c,/en/squads/eab4234c/2019-2020/Parma-Stats,Parma,25,38.0,15756,13796,1900,524,19,204,597,735,166,79,57,2,12193,60,275,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
cf74a709,/en/squads/cf74a709/2019-2020/Roma-Stats,Roma,31,38.0,19325,17490,1790,522,57,213,781,664,267,58,162,1,15972,45,289,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
8ff9e3b3,/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats,Sampdoria,31,38.0,15949,13988,1898,556,28,120,814,735,195,96,67,0,11918,63,306,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
e2befd26,/en/squads/e2befd26/2019-2020/Sassuolo-Stats,Sassuolo,31,38.0,21873,19942,1867,621,46,117,562,677,207,118,68,1,18601,64,296,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
1d2fe027,/en/squads/1d2fe027/2019-2020/SPAL-Stats,SPAL,34,38.0,16878,14912,1913,596,12,130,693,691,158,63,65,1,13281,53,321,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
105360fe,/en/squads/105360fe/2019-2020/Torino-Stats,Torino,27,38.0,16330,14310,1957,611,14,182,756,706,180,54,34,1,12572,63,318,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
04eea015,/en/squads/04eea015/2019-2020/Udinese-Stats,Udinese,25,38.0,16971,15127,1779,470,19,151,730,664,200,73,55,0,13373,65,311,11,2019-2020,8b80d382-08bc-4498-b1de-686385a763fd
