ranker,nationality,players,minutes,List,competition_id,season_id,id
1,itItaly,306,"303,788","Fabio Quagliarella,Francesco Caputo,Andrea Belotti,Ciro Immobile,Andrea Petagna,Leonardo Pavoletti,Giovanni Di Lorenzo,Domenico Berardi,Federico Chiesa,Armando Izzo...",11,2018-2019,d344c86c-56a3-4aec-9749-ebdbc4690992
2,brBrazil,36,"34,916","Danilo Larangeira,Allan,Gerson,Rogério,Diego Farias,Felipe dal Belo,Alex Sandro,Vitor Hugo,Lucas Leiva,Samir Santos...",11,2018-2019,d344c86c-56a3-4aec-9749-ebdbc4690992
3,arArgentina,30,"47,894","Rodrigo De Paul,Papu Gómez,Mauro Icardi,Giovanni Simeone,Federico Fazio,Matías Silvestre,Rodrigo Palacio,Germán Pezzella,Paulo Dybala,Joaquín Correa...",11,2018-2019,d344c86c-56a3-4aec-9749-ebdbc4690992
4,rsSerbia,20,"19,199","Aleksandar Kolarov,Nikola Milenković,Darko Lazović,Sergej Milinković-Savić,Ivan Radovanović,Filip Đuričić,Nikola Maksimović,Saša Lukić,Nenad Tomović,Filip Đorđević...",11,2018-2019,d344c86c-56a3-4aec-9749-ebdbc4690992
,,,,View Complete Nationalities Table,11,2018-2019,d344c86c-56a3-4aec-9749-ebdbc4690992
