team_id,team_url,team,players_used,minutes_90s,gk_goals_against,gk_pens_allowed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,competition_id,season_id,id
922493f3,/en/squads/922493f3/2023-2024/Atalanta-Stats,Atalanta,3,38.0,42,6,0,4,1,39.8,0.23,-1.2,-0.03,161,459,35.1,974,213,28.9,29.6,270,65.9,50.1,444,30,6.8,55,1.45,16.7,11,2023-2024,105e058f-e5f8-4777-9e18-a8b03c6cec6b
1d8099f8,/en/squads/1d8099f8/2023-2024/Bologna-Stats,Bologna,3,38.0,32,3,2,3,1,32.1,0.23,+1.1,+0.03,118,348,33.9,941,159,26.5,29.6,285,34.7,33.2,505,13,2.6,19,0.50,12.2,11,2023-2024,105e058f-e5f8-4777-9e18-a8b03c6cec6b
c4260e09,/en/squads/c4260e09/2023-2024/Cagliari-Stats,Cagliari,3,38.0,68,4,3,10,3,56.2,0.34,-8.8,-0.23,202,544,37.1,838,137,42.1,64.0,312,61.2,45.9,583,28,4.8,24,0.63,,11,2023-2024,105e058f-e5f8-4777-9e18-a8b03c6cec6b
a3d88bd8,/en/squads/a3d88bd8/2023-2024/Empoli-Stats,Empoli,3,38.0,54,6,0,10,1,48.9,0.22,-4.1,-0.11,162,542,29.9,1031,220,39.8,33.0,309,42.7,37.7,645,42,6.5,31,0.82,12.4,11,2023-2024,105e058f-e5f8-4777-9e18-a8b03c6cec6b
421387cf,/en/squads/421387cf/2023-2024/Fiorentina-Stats,Fiorentina,3,38.0,46,8,3,5,0,45.5,0.25,-0.5,-0.01,191,458,41.7,1257,138,29.5,31.0,209,41.6,37.0,353,8,2.3,32,0.84,19.5,11,2023-2024,105e058f-e5f8-4777-9e18-a8b03c6cec6b
6a7ad59d,/en/squads/6a7ad59d/2023-2024/Frosinone-Stats,Frosinone,2,38.0,69,5,0,11,2,53.4,0.27,-13.6,-0.36,90,416,21.6,956,175,34.6,37.2,316,26.9,27.1,538,22,4.1,26,0.68,14.3,11,2023-2024,105e058f-e5f8-4777-9e18-a8b03c6cec6b
658bf2de,/en/squads/658bf2de/2023-2024/Genoa-Stats,Genoa,3,38.0,45,3,1,4,1,41.6,0.28,-2.4,-0.06,245,634,38.6,1174,110,43.6,35.9,325,37.5,32.2,609,48,7.9,41,1.08,12.2,11,2023-2024,105e058f-e5f8-4777-9e18-a8b03c6cec6b
0e72edf2,/en/squads/0e72edf2/2023-2024/Hellas-Verona-Stats,Hellas Verona,2,38.0,51,2,0,6,1,43.5,0.26,-6.5,-0.17,331,791,41.8,983,111,55.6,41.1,319,76.5,55.3,492,22,4.5,45,1.18,15.3,11,2023-2024,105e058f-e5f8-4777-9e18-a8b03c6cec6b
d609edc0,/en/squads/d609edc0/2023-2024/Internazionale-Stats,Inter,3,38.0,22,2,0,3,0,29.2,0.23,+7.2,+0.19,111,252,44.0,1196,151,16.9,26.1,249,20.1,25.8,453,24,5.3,16,0.42,12.1,11,2023-2024,105e058f-e5f8-4777-9e18-a8b03c6cec6b
e0652b02,/en/squads/e0652b02/2023-2024/Juventus-Stats,Juventus,3,38.0,31,2,0,4,2,30.1,0.24,+1.1,+0.03,154,360,42.8,768,144,36.6,29.4,321,24.6,28.7,601,28,4.7,23,0.61,16.7,11,2023-2024,105e058f-e5f8-4777-9e18-a8b03c6cec6b
