team_id,team_url,team,players_used_away,minutes_90s_away,goals_away,shots_away,shots_on_target_away,shots_on_target_pct_away,shots_per90_away,shots_on_target_per90_away,goals_per_shot_away,goals_per_shot_on_target_away,average_shot_distance_away,shots_free_kicks_away,pens_made_away,pens_att_away,xg_away,npxg_away,npxg_per_shot_away,xg_net_away,npxg_net_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2019-2020/Atalanta-Stats,vs Atalanta,30,38.0,45,413,133,32.2,10.87,3.50,0.09,0.29,20.5,25,6,6,41.3,36.6,0.09,+3.7,+2.4,11,2019-2020,3f2a0989-72ce-4192-a282-ed077518e870
1d8099f8,/en/squads/1d8099f8/2019-2020/Bologna-Stats,vs Bologna,31,38.0,64,531,182,34.3,13.97,4.79,0.11,0.32,18.6,23,6,8,54.8,48.5,0.09,+9.2,+9.5,11,2019-2020,3f2a0989-72ce-4192-a282-ed077518e870
4ef57aeb,/en/squads/4ef57aeb/2019-2020/Brescia-Stats,vs Brescia,32,38.0,76,685,226,33.0,18.03,5.95,0.10,0.30,17.4,23,9,11,74.5,66.2,0.10,+1.5,+0.8,11,2019-2020,3f2a0989-72ce-4192-a282-ed077518e870
c4260e09,/en/squads/c4260e09/2019-2020/Cagliari-Stats,vs Cagliari,33,38.0,53,607,187,30.8,15.97,4.92,0.08,0.25,18.1,34,7,9,59.0,52.7,0.09,-6.0,-6.7,11,2019-2020,3f2a0989-72ce-4192-a282-ed077518e870
421387cf,/en/squads/421387cf/2019-2020/Fiorentina-Stats,vs Fiorentina,33,38.0,48,432,151,35.0,11.37,3.97,0.09,0.26,19.0,27,9,11,48.9,40.4,0.10,-0.9,-1.4,11,2019-2020,3f2a0989-72ce-4192-a282-ed077518e870
658bf2de,/en/squads/658bf2de/2019-2020/Genoa-Stats,vs Genoa,34,38.0,71,581,194,33.4,15.29,5.11,0.11,0.33,19.0,30,7,9,60.0,52.9,0.09,+11.0,+11.1,11,2019-2020,3f2a0989-72ce-4192-a282-ed077518e870
0e72edf2,/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats,vs Hellas Verona,30,38.0,50,582,165,28.4,15.32,4.34,0.07,0.25,18.8,22,9,9,53.7,46.7,0.08,-3.7,-5.7,11,2019-2020,3f2a0989-72ce-4192-a282-ed077518e870
d609edc0,/en/squads/d609edc0/2019-2020/Internazionale-Stats,vs Inter,29,38.0,35,453,114,25.2,11.92,3.00,0.07,0.28,19.0,25,3,4,40.7,37.6,0.08,-5.7,-5.6,11,2019-2020,3f2a0989-72ce-4192-a282-ed077518e870
e0652b02,/en/squads/e0652b02/2019-2020/Juventus-Stats,vs Juventus,30,38.0,43,458,152,33.2,12.05,4.00,0.07,0.22,19.8,20,9,12,44.9,35.9,0.08,-1.9,-1.9,11,2019-2020,3f2a0989-72ce-4192-a282-ed077518e870
7213da33,/en/squads/7213da33/2019-2020/Lazio-Stats,vs Lazio,27,38.0,41,505,146,28.9,13.29,3.84,0.07,0.23,19.7,26,7,9,51.1,44.1,0.09,-10.1,-10.1,11,2019-2020,3f2a0989-72ce-4192-a282-ed077518e870
ffcbe334,/en/squads/ffcbe334/2019-2020/Lecce-Stats,vs Lecce,30,38.0,82,686,243,35.4,18.05,6.39,0.10,0.29,17.5,21,11,13,85.6,75.7,0.11,-3.6,-4.7,11,2019-2020,3f2a0989-72ce-4192-a282-ed077518e870
dc56fe14,/en/squads/dc56fe14/2019-2020/Milan-Stats,vs Milan,32,38.0,45,434,144,33.2,11.42,3.79,0.09,0.28,19.3,21,5,10,45.1,37.5,0.09,-0.1,+2.5,11,2019-2020,3f2a0989-72ce-4192-a282-ed077518e870
d48ad4ff,/en/squads/d48ad4ff/2019-2020/Napoli-Stats,vs Napoli,25,38.0,49,397,130,32.7,10.45,3.42,0.11,0.32,18.0,11,7,8,44.7,38.5,0.10,+4.3,+3.5,11,2019-2020,3f2a0989-72ce-4192-a282-ed077518e870
