team_id,team_url,team,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,competition_id,season_id,id
922493f3,/en/squads/922493f3/2017-2018/Atalanta-Stats,Atalanta,25,38.0,66,,3,490,465,79,751,476,488,9,2,0,2469,563,519,52.0,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
4fcb34fd,/en/squads/4fcb34fd/2017-2018/Benevento-Stats,Benevento,41,38.0,79,,4,486,465,83,661,449,409,2,13,2,1892,410,501,45.0,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
1d8099f8,/en/squads/1d8099f8/2017-2018/Bologna-Stats,Bologna,30,38.0,101,,4,482,466,66,553,462,456,2,4,3,1855,593,571,50.9,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
c4260e09,/en/squads/c4260e09/2017-2018/Cagliari-Stats,Cagliari,29,38.0,96,,4,611,458,84,732,431,447,5,12,1,1901,743,600,55.3,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
cc919b35,/en/squads/cc919b35/2017-2018/Chievo-Stats,Chievo,25,38.0,75,,1,478,460,102,801,444,367,2,7,4,1932,645,657,49.5,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
3074d7b1,/en/squads/3074d7b1/2017-2018/Crotone-Stats,Crotone,29,38.0,65,,1,501,466,88,635,578,440,2,8,0,2102,620,744,45.5,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
421387cf,/en/squads/421387cf/2017-2018/Fiorentina-Stats,Fiorentina,27,38.0,89,,3,551,428,82,823,489,497,6,3,0,2146,566,612,48.0,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
658bf2de,/en/squads/658bf2de/2017-2018/Genoa-Stats,Genoa,33,38.0,75,,0,555,474,86,769,394,395,5,4,2,2022,561,589,48.8,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
0e72edf2,/en/squads/0e72edf2/2017-2018/Hellas-Verona-Stats,Hellas Verona,32,38.0,98,,4,511,404,79,665,541,459,3,8,2,1883,555,642,46.4,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
d609edc0,/en/squads/d609edc0/2017-2018/Internazionale-Stats,Inter,22,38.0,69,,0,452,395,94,1042,402,435,6,2,4,2140,538,477,53.0,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
e0652b02,/en/squads/e0652b02/2017-2018/Juventus-Stats,Juventus,24,38.0,66,,1,432,493,79,672,421,359,5,4,2,2003,455,366,55.4,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
7213da33,/en/squads/7213da33/2017-2018/Lazio-Stats,Lazio,24,38.0,79,,3,435,350,97,734,494,450,9,10,2,2304,474,464,50.5,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
dc56fe14,/en/squads/dc56fe14/2017-2018/Milan-Stats,Milan,24,38.0,75,,4,495,478,88,872,354,376,4,3,1,1954,440,500,46.8,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
d48ad4ff,/en/squads/d48ad4ff/2017-2018/Napoli-Stats,Napoli,23,38.0,58,,1,349,369,80,672,341,407,7,2,0,2393,375,436,46.2,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
cf74a709,/en/squads/cf74a709/2017-2018/Roma-Stats,Roma,27,38.0,48,,1,396,439,71,962,477,384,4,5,0,2201,664,471,58.5,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
8ff9e3b3,/en/squads/8ff9e3b3/2017-2018/Sampdoria-Stats,Sampdoria,27,38.0,69,,2,426,485,54,777,335,423,6,10,2,1997,463,545,45.9,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
e2befd26,/en/squads/e2befd26/2017-2018/Sassuolo-Stats,Sassuolo,28,38.0,89,,4,488,556,80,793,506,375,6,3,2,2077,592,528,52.9,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
1d2fe027,/en/squads/1d2fe027/2017-2018/SPAL-Stats,SPAL,29,38.0,101,,2,479,640,91,727,527,414,5,12,4,1776,507,545,48.2,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
105360fe,/en/squads/105360fe/2017-2018/Torino-Stats,Torino,27,38.0,78,,4,568,508,71,612,421,405,2,8,0,2122,614,573,51.7,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
04eea015,/en/squads/04eea015/2017-2018/Udinese-Stats,Udinese,27,38.0,72,,0,531,392,60,711,459,415,5,6,5,1934,539,577,48.3,11,2017-2018,50069fc9-f2bc-4ffb-8df8-7d4a8783c705
