team_id,team_url,team,players_used_away,minutes_90s_away,gk_goals_against_away,gk_pens_allowed_away,gk_free_kick_goals_against_away,gk_corner_kick_goals_against_away,gk_own_goals_against_away,gk_psxg_away,gk_psnpxg_per_shot_on_target_against_away,gk_psxg_net_away,gk_psxg_net_per90_away,gk_passes_completed_launched_away,gk_passes_launched_away,gk_passes_pct_launched_away,gk_passes_away,gk_passes_throws_away,gk_pct_passes_launched_away,gk_passes_length_avg_away,gk_goal_kicks_away,gk_pct_goal_kicks_launched_away,gk_goal_kick_length_avg_away,gk_crosses_away,gk_crosses_stopped_away,gk_crosses_stopped_pct_away,gk_def_actions_outside_pen_area_away,gk_def_actions_outside_pen_area_per90_away,gk_avg_distance_def_actions_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2017-2018/Atalanta-Stats,vs Atalanta,3,38.0,57,5,0,8,0,59.9,0.28,+2.9,+0.08,297,685,43.4,1027,147,45.7,37.3,360,60.0,45.8,582,12,2.1,38,1.00,12.8,11,2017-2018,20b7f86d-fad9-4f66-b2ae-2c7cc5323082
4fcb34fd,/en/squads/4fcb34fd/2017-2018/Benevento-Stats,vs Benevento,3,38.0,33,2,3,8,1,36.9,0.24,+4.9,+0.13,195,433,45.0,749,176,31.4,32.4,322,61.5,44.7,520,18,3.5,48,1.26,15.1,11,2017-2018,20b7f86d-fad9-4f66-b2ae-2c7cc5323082
1d8099f8,/en/squads/1d8099f8/2017-2018/Bologna-Stats,vs Bologna,3,38.0,40,2,4,3,3,38.9,0.30,+1.9,+0.05,142,363,39.1,725,177,29.8,31.7,267,55.1,44.1,421,23,5.5,45,1.18,14.3,11,2017-2018,20b7f86d-fad9-4f66-b2ae-2c7cc5323082
c4260e09,/en/squads/c4260e09/2017-2018/Cagliari-Stats,vs Cagliari,3,38.0,33,4,1,5,0,34.3,0.24,+1.3,+0.03,194,542,35.8,936,204,37.3,35.8,288,67.0,48.1,576,33,5.7,63,1.66,15.9,11,2017-2018,20b7f86d-fad9-4f66-b2ae-2c7cc5323082
cc919b35,/en/squads/cc919b35/2017-2018/Chievo-Stats,vs Chievo,1,38.0,36,1,1,4,0,33.3,0.24,-2.7,-0.07,233,580,40.2,961,202,40.7,36.5,274,69.0,49.4,644,36,5.6,33,0.87,13.3,11,2017-2018,20b7f86d-fad9-4f66-b2ae-2c7cc5323082
3074d7b1,/en/squads/3074d7b1/2017-2018/Crotone-Stats,vs Crotone,1,38.0,40,2,1,3,2,37.6,0.27,-0.4,-0.01,258,575,44.9,915,193,40.8,36.6,287,70.4,49.3,512,27,5.3,25,0.66,12.2,11,2017-2018,20b7f86d-fad9-4f66-b2ae-2c7cc5323082
421387cf,/en/squads/421387cf/2017-2018/Fiorentina-Stats,vs Fiorentina,2,38.0,54,7,2,5,1,59.1,0.28,+6.1,+0.16,276,666,41.4,927,170,40.8,36.4,425,67.8,47.4,629,19,3.0,53,1.39,16.7,11,2017-2018,20b7f86d-fad9-4f66-b2ae-2c7cc5323082
658bf2de,/en/squads/658bf2de/2017-2018/Genoa-Stats,vs Genoa,2,38.0,33,4,1,3,2,36.9,0.27,+5.9,+0.16,204,501,40.7,902,191,36.5,34.3,308,55.8,44.3,581,17,2.9,41,1.08,14.8,11,2017-2018,20b7f86d-fad9-4f66-b2ae-2c7cc5323082
0e72edf2,/en/squads/0e72edf2/2017-2018/Hellas-Verona-Stats,vs Hellas Verona,2,38.0,30,7,0,6,0,33.4,0.28,+3.4,+0.09,194,464,41.8,811,164,39.5,34.7,272,52.9,42.5,498,16,3.2,46,1.21,17.5,11,2017-2018,20b7f86d-fad9-4f66-b2ae-2c7cc5323082
d609edc0,/en/squads/d609edc0/2017-2018/Internazionale-Stats,vs Inter,1,38.0,66,6,2,9,2,64.5,0.30,+0.5,+0.01,301,700,43.0,952,191,47.7,38.7,356,69.1,48.6,787,26,3.3,30,0.79,11.6,11,2017-2018,20b7f86d-fad9-4f66-b2ae-2c7cc5323082
