team_id,team_url,team,players_used_away,minutes_90s_away,passes_away,passes_live_away,passes_dead_away,passes_free_kicks_away,through_balls_away,passes_switches_away,crosses_away,throw_ins_away,corner_kicks_away,corner_kicks_in_away,corner_kicks_out_away,corner_kicks_straight_away,passes_completed_away,passes_offsides_away,passes_blocked_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2018-2019/Atalanta-Stats,vs Atalanta,27,38.0,16443,14429,1927,489,47,147,569,805,150,50,59,1,12352,87,397,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
1d8099f8,/en/squads/1d8099f8/2018-2019/Bologna-Stats,vs Bologna,29,38.0,19888,17909,1932,584,37,202,768,778,185,67,85,2,15964,47,401,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
c4260e09,/en/squads/c4260e09/2018-2019/Cagliari-Stats,vs Cagliari,30,38.0,19165,17072,2011,594,25,223,812,833,190,73,67,1,15017,82,394,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
cc919b35,/en/squads/cc919b35/2018-2019/Chievo-Stats,vs Chievo,36,38.0,21910,19816,2038,631,40,266,814,810,267,106,78,3,17799,56,374,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
a3d88bd8,/en/squads/a3d88bd8/2018-2019/Empoli-Stats,vs Empoli,29,38.0,20106,18223,1791,501,35,164,817,706,203,88,61,5,16476,92,297,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
421387cf,/en/squads/421387cf/2018-2019/Fiorentina-Stats,vs Fiorentina,27,38.0,17040,14926,2063,571,33,126,740,810,201,75,88,2,12874,51,350,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
6a7ad59d,/en/squads/6a7ad59d/2018-2019/Frosinone-Stats,vs Frosinone,33,38.0,22388,20458,1868,603,30,182,794,689,204,67,78,2,18496,62,344,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
658bf2de,/en/squads/658bf2de/2018-2019/Genoa-Stats,vs Genoa,31,38.0,20367,18337,1961,600,39,169,725,746,195,71,78,3,16279,69,343,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
d609edc0,/en/squads/d609edc0/2018-2019/Internazionale-Stats,vs Inter,23,38.0,15792,13931,1799,501,30,176,627,662,150,62,60,1,12229,62,350,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
e0652b02,/en/squads/e0652b02/2018-2019/Juventus-Stats,vs Juventus,31,38.0,17157,15282,1840,517,13,160,655,669,179,84,76,1,13679,35,343,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
7213da33,/en/squads/7213da33/2018-2019/Lazio-Stats,vs Lazio,30,38.0,19222,17259,1917,570,29,185,683,744,180,80,68,1,15314,46,369,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
dc56fe14,/en/squads/dc56fe14/2018-2019/Milan-Stats,vs Milan,23,38.0,17948,16072,1811,490,31,124,753,708,198,88,74,1,14344,65,397,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
d48ad4ff,/en/squads/d48ad4ff/2018-2019/Napoli-Stats,vs Napoli,26,38.0,17347,15486,1800,475,27,128,601,660,164,67,64,2,13784,61,312,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
eab4234c,/en/squads/eab4234c/2018-2019/Parma-Stats,vs Parma,31,38.0,22640,20660,1938,557,34,186,1091,808,252,99,101,1,18675,42,394,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
cf74a709,/en/squads/cf74a709/2018-2019/Roma-Stats,vs Roma,26,38.0,18211,16192,1894,479,69,130,730,733,219,85,92,0,14313,125,304,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
8ff9e3b3,/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats,vs Sampdoria,24,38.0,17320,15300,1898,532,50,274,769,757,206,67,84,3,13392,122,391,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
e2befd26,/en/squads/e2befd26/2018-2019/Sassuolo-Stats,vs Sassuolo,29,38.0,17304,15244,1957,562,38,155,776,757,225,98,82,1,13640,103,355,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
1d2fe027,/en/squads/1d2fe027/2018-2019/SPAL-Stats,vs SPAL,28,38.0,17781,15749,1931,508,32,172,697,784,223,76,98,2,14079,101,362,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
105360fe,/en/squads/105360fe/2018-2019/Torino-Stats,vs Torino,25,38.0,16275,13990,2229,666,27,160,746,921,214,84,96,5,11927,56,440,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
04eea015,/en/squads/04eea015/2018-2019/Udinese-Stats,vs Udinese,31,38.0,20721,18708,1978,536,29,140,959,802,257,108,111,3,16751,35,421,11,2018-2019,26e720bf-1d9e-477f-9b01-4dcd3f1306ad
