team_id,team_url,team,players_used_away,avg_age_away,possession_away,games_away,games_starts_away,minutes_away,minutes_90s_away,goals_away,assists_away,goals_assists_away,goals_pens_away,pens_made_away,pens_att_away,cards_yellow_away,cards_red_away,goals_per90_away,assists_per90_away,goals_assists_per90_away,goals_pens_per90_away,goals_assists_pens_per90_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2016-2017/Atalanta-Stats,vs Atalanta,32,27.1,49.8,38,418,"3,420",38.0,40,28,68,36,4,4,101,1,1.05,0.74,1.79,0.95,1.68,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
1d8099f8,/en/squads/1d8099f8/2016-2017/Bologna-Stats,vs Bologna,28,27.1,53.7,38,418,"3,420",38.0,56,44,100,52,4,5,81,7,1.47,1.16,2.63,1.37,2.53,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
c4260e09,/en/squads/c4260e09/2016-2017/Cagliari-Stats,vs Cagliari,34,26.7,56.8,38,418,"3,420",38.0,74,51,125,67,7,12,91,5,1.95,1.34,3.29,1.76,3.11,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
cc919b35,/en/squads/cc919b35/2016-2017/Chievo-Stats,vs Chievo,29,27.0,53.3,38,418,"3,420",38.0,60,43,103,56,4,6,68,1,1.58,1.13,2.71,1.47,2.61,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
3074d7b1,/en/squads/3074d7b1/2016-2017/Crotone-Stats,vs Crotone,31,26.8,62.9,38,418,"3,420",38.0,58,40,98,52,6,10,60,6,1.53,1.05,2.58,1.37,2.42,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
a3d88bd8,/en/squads/a3d88bd8/2016-2017/Empoli-Stats,vs Empoli,29,26.9,51.0,38,418,"3,420",38.0,59,40,99,54,5,9,99,4,1.55,1.05,2.61,1.42,2.47,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
421387cf,/en/squads/421387cf/2016-2017/Fiorentina-Stats,vs Fiorentina,30,27.0,41.7,38,418,"3,420",38.0,57,37,94,52,5,6,91,1,1.50,0.97,2.47,1.37,2.34,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
658bf2de,/en/squads/658bf2de/2016-2017/Genoa-Stats,vs Genoa,33,27.0,51.2,38,418,"3,420",38.0,59,37,96,55,4,8,81,8,1.55,0.97,2.53,1.45,2.42,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
d609edc0,/en/squads/d609edc0/2016-2017/Internazionale-Stats,vs Inter,29,26.8,43.6,38,418,"3,420",38.0,48,34,82,43,5,6,94,4,1.26,0.89,2.16,1.13,2.03,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
e0652b02,/en/squads/e0652b02/2016-2017/Juventus-Stats,vs Juventus,27,26.7,43.0,38,418,"3,420",38.0,26,20,46,25,1,1,93,5,0.68,0.53,1.21,0.66,1.18,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
7213da33,/en/squads/7213da33/2016-2017/Lazio-Stats,vs Lazio,30,26.9,49.0,38,418,"3,420",38.0,48,32,80,43,5,9,78,4,1.26,0.84,2.11,1.13,1.97,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
dc56fe14,/en/squads/dc56fe14/2016-2017/Milan-Stats,vs Milan,28,26.9,45.9,38,418,"3,420",38.0,43,30,73,38,5,9,118,2,1.13,0.79,1.92,1.00,1.79,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
d48ad4ff,/en/squads/d48ad4ff/2016-2017/Napoli-Stats,vs Napoli,26,26.9,37.9,38,418,"3,420",38.0,38,24,62,35,3,4,93,7,1.00,0.63,1.63,0.92,1.55,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
ee058a17,/en/squads/ee058a17/2016-2017/Palermo-Stats,vs Palermo,30,27.0,54.4,38,418,"3,420",38.0,76,53,129,70,6,6,76,5,2.00,1.39,3.39,1.84,3.24,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
b985784c,/en/squads/b985784c/2016-2017/Pescara-Stats,vs Pescara,34,26.9,53.6,38,418,"3,420",38.0,82,65,147,76,6,6,75,7,2.16,1.71,3.87,2.00,3.71,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
cf74a709,/en/squads/cf74a709/2016-2017/Roma-Stats,vs Roma,22,26.6,42.9,38,418,"3,420",38.0,38,31,69,36,2,4,82,3,1.00,0.82,1.82,0.95,1.76,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
8ff9e3b3,/en/squads/8ff9e3b3/2016-2017/Sampdoria-Stats,vs Sampdoria,24,27.2,47.7,38,418,"3,420",38.0,55,46,101,49,6,8,96,8,1.45,1.21,2.66,1.29,2.50,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
e2befd26,/en/squads/e2befd26/2016-2017/Sassuolo-Stats,vs Sassuolo,28,27.0,53.2,38,418,"3,420",38.0,60,42,102,55,5,8,98,4,1.58,1.11,2.68,1.45,2.55,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
105360fe,/en/squads/105360fe/2016-2017/Torino-Stats,vs Torino,29,27.0,49.3,38,418,"3,420",38.0,65,40,105,58,7,7,77,5,1.71,1.05,2.76,1.53,2.58,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
04eea015,/en/squads/04eea015/2016-2017/Udinese-Stats,vs Udinese,29,27.0,58.2,38,418,"3,420",38.0,54,36,90,46,8,9,74,7,1.42,0.95,2.37,1.21,2.16,11,2016-2017,7ec6d6e1-bde2-4182-8478-b970fc67a071
