team_id,team_url,team,players_used_away,minutes_90s_away,cards_yellow_away,cards_red_away,cards_yellow_red_away,fouls_away,fouled_away,offsides_away,crosses_away,interceptions_away,tackles_won_away,pens_won_away,pens_conceded_away,own_goals_away,ball_recoveries_away,aerials_won_away,aerials_lost_away,aerials_won_pct_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2019-2020/Atalanta-Stats,vs Atalanta,30,38.0,106,7,5,557,495,59,468,439,351,4,10,2,1990,500,624,44.5,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
1d8099f8,/en/squads/1d8099f8/2019-2020/Bologna-Stats,vs Bologna,31,38.0,104,7,5,602,558,57,664,392,354,8,6,4,1906,666,644,50.8,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
4ef57aeb,/en/squads/4ef57aeb/2019-2020/Brescia-Stats,vs Brescia,32,38.0,106,2,2,618,446,61,891,376,274,5,4,1,1945,602,498,54.7,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
c4260e09,/en/squads/c4260e09/2019-2020/Cagliari-Stats,vs Cagliari,33,38.0,76,6,0,501,495,90,867,372,305,5,6,2,1896,691,516,57.2,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
421387cf,/en/squads/421387cf/2019-2020/Fiorentina-Stats,vs Fiorentina,33,38.0,95,3,2,533,512,81,705,369,367,9,11,3,1881,491,458,51.7,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
658bf2de,/en/squads/658bf2de/2019-2020/Genoa-Stats,vs Genoa,34,38.0,96,8,4,546,532,52,761,365,322,8,16,1,2029,583,600,49.3,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
0e72edf2,/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats,vs Hellas Verona,30,38.0,105,8,4,533,513,47,719,358,308,7,9,2,1980,783,718,52.2,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
d609edc0,/en/squads/d609edc0/2019-2020/Internazionale-Stats,vs Inter,29,38.0,90,4,0,475,529,30,720,469,269,4,11,1,1741,470,515,47.7,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
e0652b02,/en/squads/e0652b02/2019-2020/Juventus-Stats,vs Juventus,30,38.0,113,8,5,517,465,52,613,429,312,5,14,3,1720,338,432,43.9,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
7213da33,/en/squads/7213da33/2019-2020/Lazio-Stats,vs Lazio,27,38.0,96,7,2,451,430,45,615,434,280,3,18,2,1839,515,450,53.4,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
ffcbe334,/en/squads/ffcbe334/2019-2020/Lecce-Stats,vs Lecce,30,38.0,86,5,2,529,428,71,874,343,294,9,15,0,1920,495,487,50.4,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
dc56fe14,/en/squads/dc56fe14/2019-2020/Milan-Stats,vs Milan,32,38.0,94,8,1,497,511,90,649,409,349,8,9,3,1928,507,538,48.5,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
d48ad4ff,/en/squads/d48ad4ff/2019-2020/Napoli-Stats,vs Napoli,25,38.0,105,2,2,558,389,69,538,415,306,5,5,1,1871,374,384,49.3,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
eab4234c,/en/squads/eab4234c/2019-2020/Parma-Stats,vs Parma,25,38.0,89,3,2,506,484,50,901,411,341,7,6,3,1930,463,540,46.2,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
cf74a709,/en/squads/cf74a709/2019-2020/Roma-Stats,vs Roma,31,38.0,92,1,0,478,509,99,609,368,328,7,14,4,1789,415,530,43.9,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
8ff9e3b3,/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats,vs Sampdoria,31,38.0,86,8,6,496,535,97,842,370,281,6,12,0,1975,625,588,51.5,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
e2befd26,/en/squads/e2befd26/2019-2020/Sassuolo-Stats,vs Sassuolo,31,38.0,118,4,3,595,464,71,728,411,377,7,6,0,1777,385,341,53.0,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
1d2fe027,/en/squads/1d2fe027/2019-2020/SPAL-Stats,vs SPAL,34,38.0,75,1,1,555,504,76,789,311,320,7,7,0,1889,520,552,48.5,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
105360fe,/en/squads/105360fe/2019-2020/Torino-Stats,vs Torino,27,38.0,110,2,1,577,568,66,811,347,375,9,8,2,1996,640,699,47.8,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
04eea015,/en/squads/04eea015/2019-2020/Udinese-Stats,vs Udinese,25,38.0,80,5,1,457,461,31,737,322,312,7,0,0,1951,534,483,52.5,11,2019-2020,83a5e8e5-d397-4bbf-87a0-f2b21ef9ad8c
