team_id,team_url,team,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,competition_id,season_id,id
922493f3,/en/squads/922493f3/2021-2022/Atalanta-Stats,Atalanta,32,38.0,87,2,1,513,454,68,661,441,341,3,6,3,2292,685,518,56.9,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
1d8099f8,/en/squads/1d8099f8/2021-2022/Bologna-Stats,Bologna,36,38.0,92,7,4,443,497,56,601,370,298,3,9,2,1972,492,520,48.6,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
c4260e09,/en/squads/c4260e09/2021-2022/Cagliari-Stats,Cagliari,33,38.0,96,5,3,549,490,70,675,397,303,3,10,1,1995,696,742,48.4,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
a3d88bd8,/en/squads/a3d88bd8/2021-2022/Empoli-Stats,Empoli,28,38.0,87,5,3,506,463,83,704,352,327,6,10,6,1998,427,549,43.8,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
421387cf,/en/squads/421387cf/2021-2022/Fiorentina-Stats,Fiorentina,28,38.0,89,8,6,464,565,57,776,244,301,8,5,2,1885,469,456,50.7,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
658bf2de,/en/squads/658bf2de/2021-2022/Genoa-Stats,Genoa,40,38.0,92,3,2,566,499,72,661,449,416,4,5,2,2228,635,743,46.1,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
0e72edf2,/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats,Hellas Verona,31,38.0,100,7,5,560,429,97,593,392,308,6,4,2,2413,689,733,48.5,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
d609edc0,/en/squads/d609edc0/2021-2022/Internazionale-Stats,Inter,27,38.0,71,0,0,466,412,57,809,332,332,7,4,1,2004,549,476,53.6,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
e0652b02,/en/squads/e0652b02/2021-2022/Juventus-Stats,Juventus,32,38.0,77,2,1,508,503,74,550,332,316,5,7,1,2008,550,440,55.6,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
7213da33,/en/squads/7213da33/2021-2022/Lazio-Stats,Lazio,27,38.0,88,5,3,441,450,44,574,315,339,6,6,1,1941,411,427,49.0,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
dc56fe14,/en/squads/dc56fe14/2021-2022/Milan-Stats,Milan,28,38.0,76,3,1,465,513,80,672,355,421,5,5,2,2167,521,517,50.2,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
d48ad4ff,/en/squads/d48ad4ff/2021-2022/Napoli-Stats,Napoli,27,38.0,63,2,0,460,482,67,553,296,327,9,1,1,1981,393,403,49.4,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
cf74a709,/en/squads/cf74a709/2021-2022/Roma-Stats,Roma,29,38.0,111,8,6,500,474,60,735,385,362,5,6,2,1980,524,441,54.3,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
c5577084,/en/squads/c5577084/2021-2022/Salernitana-Stats,Salernitana,42,38.0,94,5,3,494,522,41,698,353,321,4,8,2,1849,657,506,56.5,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
8ff9e3b3,/en/squads/8ff9e3b3/2021-2022/Sampdoria-Stats,Sampdoria,34,38.0,94,4,1,495,513,82,645,443,327,3,4,2,2044,609,506,54.6,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
e2befd26,/en/squads/e2befd26/2021-2022/Sassuolo-Stats,Sassuolo,29,38.0,92,4,2,461,479,43,541,314,271,6,9,1,1926,343,404,45.9,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
68449f6d,/en/squads/68449f6d/2021-2022/Spezia-Stats,Spezia,30,38.0,88,4,1,508,439,77,534,372,343,4,13,3,1994,530,589,47.4,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
105360fe,/en/squads/105360fe/2021-2022/Torino-Stats,Torino,31,38.0,89,3,2,636,460,84,663,423,314,4,11,0,2113,781,891,46.7,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
04eea015,/en/squads/04eea015/2021-2022/Udinese-Stats,Udinese,29,38.0,95,6,3,564,461,78,519,351,350,4,7,1,2027,453,534,45.9,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
af5d5982,/en/squads/af5d5982/2021-2022/Venezia-Stats,Venezia,39,38.0,110,9,2,522,457,61,585,388,352,5,12,2,1942,564,583,49.2,11,2021-2022,e1beb175-85a9-43b8-b319-0dcd56eb9dfa
