rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
1,d48ad4ff,/en/squads/d48ad4ff/2022-2023/Napoli-Stats,Napoli,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d48ad4ff.png,19,14,3,2,40,15,+25,45,2.37,31.7,13.9,+17.8,+0.94,19,14,3,2,37,13,+24,45,2.37,33.0,17.9,+15.1,+0.80,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
2,7213da33,/en/squads/7213da33/2022-2023/Lazio-Stats,Lazio,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.7213da33.png,19,11,4,4,32,18,+14,37,1.95,25.0,21.3,+3.6,+0.19,19,11,4,4,28,12,+16,37,1.95,26.2,20.0,+6.2,+0.33,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
3,d609edc0,/en/squads/d609edc0/2022-2023/Internazionale-Stats,Inter,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d609edc0.png,19,14,0,5,37,14,+23,42,2.21,34.3,15.0,+19.3,+1.01,19,9,3,7,34,28,+6,30,1.58,33.7,21.4,+12.3,+0.65,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
4,dc56fe14,/en/squads/dc56fe14/2022-2023/Milan-Stats,Milan,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.dc56fe14.png,19,13,4,2,41,20,+21,43,2.26,33.2,18.5,+14.7,+0.77,19,7,6,6,23,23,0,27,1.42,25.6,22.6,+3.0,+0.16,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
5,922493f3,/en/squads/922493f3/2022-2023/Atalanta-Stats,Atalanta,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.922493f3.png,19,10,3,6,38,26,+12,33,1.74,32.6,17.7,+14.9,+0.78,19,9,4,6,28,22,+6,31,1.63,25.1,23.7,+1.4,+0.07,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
6,cf74a709,/en/squads/cf74a709/2022-2023/Roma-Stats,Roma,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.cf74a709.png,19,11,3,5,28,15,+13,36,1.89,30.3,17.1,+13.2,+0.70,19,7,6,6,22,23,-1,27,1.42,27.3,15.2,+12.2,+0.64,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
7,e0652b02,/en/squads/e0652b02/2022-2023/Juventus-Stats,Juventus,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e0652b02.png,19,13,3,3,38,15,+23,42,2.21,30.9,16.2,+14.6,+0.77,19,9,3,7,18,18,0,30,1.58,24.4,25.3,-0.9,-0.05,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
8,421387cf,/en/squads/421387cf/2022-2023/Fiorentina-Stats,Fiorentina,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.421387cf.png,19,9,6,4,30,22,+8,33,1.74,34.3,19.9,+14.4,+0.76,19,6,5,8,23,21,+2,23,1.21,20.7,23.5,-2.7,-0.14,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
9,1d8099f8,/en/squads/1d8099f8/2022-2023/Bologna-Stats,Bologna,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.1d8099f8.png,19,7,9,3,24,14,+10,30,1.58,22.0,21.6,+0.4,+0.02,19,7,3,9,29,35,-6,24,1.26,21.9,27.1,-5.3,-0.28,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
10,105360fe,/en/squads/105360fe/2022-2023/Torino-Stats,Torino,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.105360fe.png,19,5,7,7,15,19,-4,22,1.16,19.6,16.7,+2.9,+0.16,19,9,4,6,27,22,+5,31,1.63,22.1,23.3,-1.1,-0.06,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
