rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
11,21680aa4,/en/squads/21680aa4/2022-2023/Monza-Stats,Monza,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.21680aa4.png,19,7,5,7,25,22,+3,26,1.37,25.9,22.3,+3.6,+0.19,19,7,5,7,23,30,-7,26,1.37,20.1,29.1,-9.0,-0.47,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
12,04eea015,/en/squads/04eea015/2022-2023/Udinese-Stats,Udinese,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.04eea015.png,19,6,9,4,30,20,+10,27,1.42,27.5,23.1,+4.5,+0.24,19,5,4,10,17,28,-11,19,1.00,19.4,28.8,-9.4,-0.49,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
13,e2befd26,/en/squads/e2befd26/2022-2023/Sassuolo-Stats,Sassuolo,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e2befd26.png,19,8,4,7,24,23,+1,28,1.47,23.6,23.0,+0.6,+0.03,19,4,5,10,23,38,-15,17,0.89,28.0,26.8,+1.3,+0.07,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
14,a3d88bd8,/en/squads/a3d88bd8/2022-2023/Empoli-Stats,Empoli,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.a3d88bd8.png,19,8,4,7,22,23,-1,28,1.47,23.5,27.6,-4.1,-0.22,19,2,9,8,15,26,-11,15,0.79,15.3,30.6,-15.4,-0.81,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
15,c5577084,/en/squads/c5577084/2022-2023/Salernitana-Stats,Salernitana,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.c5577084.png,19,7,6,6,30,26,+4,27,1.42,20.3,32.2,-11.8,-0.62,19,2,9,8,18,36,-18,15,0.79,16.3,35.0,-18.6,-0.98,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
16,ffcbe334,/en/squads/ffcbe334/2022-2023/Lecce-Stats,Lecce,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.ffcbe334.png,19,3,8,8,18,24,-6,17,0.89,20.4,17.9,+2.5,+0.13,19,5,4,10,15,22,-7,19,1.00,15.9,24.5,-8.6,-0.45,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
17,68449f6d,/en/squads/68449f6d/2022-2023/Spezia-Stats,Spezia,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.68449f6d.png,19,4,8,7,18,30,-12,20,1.05,21.4,30.2,-8.7,-0.46,19,2,5,12,13,32,-19,11,0.58,20.1,29.3,-9.3,-0.49,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
18,0e72edf2,/en/squads/0e72edf2/2022-2023/Hellas-Verona-Stats,Hellas Verona,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.0e72edf2.png,19,6,3,10,20,32,-12,21,1.11,20.2,27.1,-7.0,-0.37,19,1,7,11,11,27,-16,10,0.53,15.7,22.8,-7.1,-0.38,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
19,9aad3a77,/en/squads/9aad3a77/2022-2023/Cremonese-Stats,Cremonese,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.9aad3a77.png,19,4,4,11,15,31,-16,16,0.84,19.0,34.0,-15.0,-0.79,19,1,8,10,21,38,-17,11,0.58,19.7,32.0,-12.4,-0.65,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
20,8ff9e3b3,/en/squads/8ff9e3b3/2022-2023/Sampdoria-Stats,Sampdoria,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.8ff9e3b3.png,19,1,7,11,12,28,-16,10,0.53,18.8,30.6,-11.8,-0.62,19,2,3,14,12,43,-31,9,0.47,15.4,35.8,-20.4,-1.07,11,2022-2023,1214e41b-e7ec-4aa4-b144-2acd6ae6b614
