team_id,team_url,team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,competition_id,season_id,id
922493f3,/en/squads/922493f3/2018-2019/Atalanta-Stats,Atalanta,27,26.5,57.3,38,418,"3,420",38.0,75,60,135,73,2,4,63,3,72.2,69.0,55.8,124.8,1104,1939,1.97,1.58,3.55,1.92,3.50,1.90,1.47,3.37,1.82,3.28,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
1d8099f8,/en/squads/1d8099f8/2018-2019/Bologna-Stats,Bologna,29,27.0,44.9,38,418,"3,420",38.0,45,35,80,40,5,5,94,6,46.8,42.9,30.8,73.7,675,1328,1.18,0.92,2.11,1.05,1.97,1.23,0.81,2.04,1.13,1.94,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
c4260e09,/en/squads/c4260e09/2018-2019/Cagliari-Stats,Cagliari,30,27.9,49.8,38,418,"3,420",38.0,35,27,62,33,2,3,99,9,42.1,39.7,30.7,70.4,555,1288,0.92,0.71,1.63,0.87,1.58,1.11,0.81,1.91,1.05,1.85,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
cc919b35,/en/squads/cc919b35/2018-2019/Chievo-Stats,Chievo,36,28.3,43.3,38,418,"3,420",38.0,25,17,42,21,4,6,116,7,36.0,31.7,25.6,57.3,500,1229,0.66,0.45,1.11,0.55,1.00,0.95,0.67,1.62,0.83,1.51,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
a3d88bd8,/en/squads/a3d88bd8/2018-2019/Empoli-Stats,Empoli,29,26.4,47.9,38,418,"3,420",38.0,48,36,84,44,4,7,74,3,52.4,46.8,37.5,84.3,801,1567,1.26,0.95,2.21,1.16,2.11,1.38,0.99,2.36,1.23,2.22,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
421387cf,/en/squads/421387cf/2018-2019/Fiorentina-Stats,Fiorentina,27,24.1,50.4,38,418,"3,420",38.0,45,24,69,40,5,6,91,5,54.0,49.2,35.8,85.0,801,1544,1.18,0.63,1.82,1.05,1.68,1.42,0.94,2.36,1.30,2.24,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
6a7ad59d,/en/squads/6a7ad59d/2018-2019/Frosinone-Stats,Frosinone,33,26.4,41.5,38,418,"3,420",38.0,28,21,49,24,4,5,99,2,38.9,35.1,27.1,62.2,520,1220,0.74,0.55,1.29,0.63,1.18,1.02,0.71,1.74,0.92,1.64,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
658bf2de,/en/squads/658bf2de/2018-2019/Genoa-Stats,Genoa,31,26.0,43.4,38,418,"3,420",38.0,37,26,63,33,4,5,96,7,46.9,43.0,32.5,75.5,690,1274,0.97,0.68,1.66,0.87,1.55,1.24,0.86,2.09,1.13,1.99,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
d609edc0,/en/squads/d609edc0/2018-2019/Internazionale-Stats,Inter,23,27.7,59.4,38,418,"3,420",38.0,57,36,93,49,8,9,75,3,63.8,56.8,45.4,102.3,954,1917,1.50,0.95,2.45,1.29,2.24,1.68,1.20,2.88,1.50,2.69,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
e0652b02,/en/squads/e0652b02/2018-2019/Juventus-Stats,Juventus,31,28.0,55.9,38,418,"3,420",38.0,66,44,110,59,7,8,78,4,60.7,54.5,42.5,97.1,926,1853,1.74,1.16,2.89,1.55,2.71,1.60,1.12,2.72,1.44,2.55,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
7213da33,/en/squads/7213da33/2018-2019/Lazio-Stats,Lazio,30,27.9,50.8,38,418,"3,420",38.0,54,35,89,48,6,6,90,4,60.4,55.8,44.4,100.2,912,1737,1.42,0.92,2.34,1.26,2.18,1.59,1.17,2.76,1.47,2.64,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
dc56fe14,/en/squads/dc56fe14/2018-2019/Milan-Stats,Milan,23,24.8,54.1,38,418,"3,420",38.0,51,35,86,48,3,4,82,5,48.8,45.7,35.6,81.3,821,1759,1.34,0.92,2.26,1.26,2.18,1.28,0.94,2.22,1.20,2.14,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
d48ad4ff,/en/squads/d48ad4ff/2018-2019/Napoli-Stats,Napoli,26,27.0,59.1,38,418,"3,420",38.0,73,54,127,70,3,4,75,5,61.8,58.8,49.4,108.2,934,2089,1.92,1.42,3.34,1.84,3.26,1.63,1.30,2.93,1.55,2.85,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
eab4234c,/en/squads/eab4234c/2018-2019/Parma-Stats,Parma,31,29.4,37.7,38,418,"3,420",38.0,40,22,62,36,4,5,84,3,40.2,36.3,26.9,63.1,487,990,1.05,0.58,1.63,0.95,1.53,1.06,0.71,1.77,0.95,1.66,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
cf74a709,/en/squads/cf74a709/2018-2019/Roma-Stats,Roma,26,27.5,51.4,38,418,"3,420",38.0,65,41,106,59,6,6,90,2,64.4,59.6,46.2,105.8,838,1678,1.71,1.08,2.79,1.55,2.63,1.69,1.22,2.91,1.57,2.78,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
8ff9e3b3,/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats,Sampdoria,24,26.1,54.9,38,418,"3,420",38.0,60,41,101,50,10,12,92,3,50.5,41.8,34.1,75.9,630,1685,1.58,1.08,2.66,1.32,2.39,1.33,0.90,2.22,1.10,2.00,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
e2befd26,/en/squads/e2befd26/2018-2019/Sassuolo-Stats,Sassuolo,29,25.4,53.8,38,418,"3,420",38.0,50,33,83,45,5,5,90,8,48.5,44.6,34.1,78.8,721,1511,1.32,0.87,2.18,1.18,2.05,1.28,0.90,2.17,1.17,2.07,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
1d2fe027,/en/squads/1d2fe027/2018-2019/SPAL-Stats,SPAL,28,27.8,50.4,38,418,"3,420",38.0,44,30,74,37,7,8,113,3,43.9,37.7,28.2,65.8,910,1259,1.16,0.79,1.95,0.97,1.76,1.16,0.74,1.90,0.99,1.73,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
105360fe,/en/squads/105360fe/2018-2019/Torino-Stats,Torino,25,27.6,51.1,38,418,"3,420",38.0,50,31,81,45,5,6,89,4,46.6,41.9,32.0,73.9,770,1407,1.32,0.82,2.13,1.18,2.00,1.23,0.84,2.07,1.10,1.94,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
04eea015,/en/squads/04eea015/2018-2019/Udinese-Stats,Udinese,31,25.3,42.6,38,418,"3,420",38.0,37,30,67,34,3,8,92,4,42.5,36.0,27.9,63.9,713,1088,0.97,0.79,1.76,0.89,1.68,1.12,0.73,1.85,0.95,1.68,11,2018-2019,15a63f9d-309f-40c0-bcf5-80c0a899efeb
