ranker,nationality,players,minutes,List,competition_id,season_id,id
1,itItaly,294,"242,603","Mateo Retegui,Moise Kean,Roberto Piccoli,Mattia Zaccagni,Andrea Pinamonti,Giovanni Di Lorenzo,Sebastiano Luperto,Federico Baschirotto,Emanuele Valeri,Riccardo Orsolini...",11,2024-2025,de78bb2d-b66b-4fde-9331-084b383d659a
2,frFrance,45,"55,968","Marcus Thuram,Mattéo Guendouzi,Ange-Yoan Bonny,Theo Hernández,Mike Maignan,Khéphren Thuram,Youssouf Fofana,Lucas Da Cunha,Florian Thauvin,Manu Koné...",11,2024-2025,de78bb2d-b66b-4fde-9331-084b383d659a
3,arArgentina,28,"32,980","Nicolás Paz,Lautaro Martínez,Valentín Castellanos,Santiago Castro,Matìas Soulé,Lucas Beltrán,Santiago Pierotti,Paulo Dybala,Nicolás González,Máximo Perrone...",11,2024-2025,de78bb2d-b66b-4fde-9331-084b383d659a
4,esSpain,26,"32,645","Aarón Martín,Angeliño,David de Gea,Mario Gila,Juan Miranda,Pablo Marí,Tete Morente,Pedro,Alberto Moreno,Adrian Bernabe...",11,2024-2025,de78bb2d-b66b-4fde-9331-084b383d659a
,,,,View Complete Nationalities Table,11,2024-2025,de78bb2d-b66b-4fde-9331-084b383d659a
