team_id,team_url,team,players_used_away,avg_age_away,possession_away,games_away,games_starts_away,minutes_away,minutes_90s_away,goals_away,assists_away,goals_assists_away,goals_pens_away,pens_made_away,pens_att_away,cards_yellow_away,cards_red_away,xg_away,npxg_away,xg_assist_away,npxg_xg_assist_away,progressive_carries_away,progressive_passes_away,goals_per90_away,assists_per90_away,goals_assists_per90_away,goals_pens_per90_away,goals_assists_pens_per90_away,xg_per90_away,xg_assist_per90_away,xg_xg_assist_per90_away,npxg_per90_away,npxg_xg_assist_per90_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2022-2023/Atalanta-Stats,vs Atalanta,27,26.5,50.1,38,418,"3,420",38.0,46,35,81,43,3,3,83,1,41.4,39.2,30.5,69.7,595,1264,1.21,0.92,2.13,1.13,2.05,1.09,0.80,1.89,1.03,1.83,11,2022-2023,fd007f57-cdc7-4cef-befa-b63a209cbf3f
1d8099f8,/en/squads/1d8099f8/2022-2023/Bologna-Stats,vs Bologna,27,26.6,45.3,38,418,"3,420",38.0,46,29,75,39,7,9,84,2,48.7,41.7,31.6,73.3,565,1294,1.21,0.76,1.97,1.03,1.79,1.28,0.83,2.11,1.10,1.93,11,2022-2023,fd007f57-cdc7-4cef-befa-b63a209cbf3f
9aad3a77,/en/squads/9aad3a77/2022-2023/Cremonese-Stats,vs Cremonese,33,26.6,57.9,38,418,"3,420",38.0,68,46,114,63,5,5,66,1,66.1,62.2,49.1,111.2,763,1615,1.79,1.21,3.00,1.66,2.87,1.74,1.29,3.03,1.64,2.93,11,2022-2023,fd007f57-cdc7-4cef-befa-b63a209cbf3f
a3d88bd8,/en/squads/a3d88bd8/2022-2023/Empoli-Stats,vs Empoli,32,26.7,52.7,38,418,"3,420",38.0,48,32,80,44,4,6,84,5,58.3,53.7,40.7,94.4,830,1684,1.26,0.84,2.11,1.16,2.00,1.53,1.07,2.60,1.41,2.48,11,2022-2023,fd007f57-cdc7-4cef-befa-b63a209cbf3f
421387cf,/en/squads/421387cf/2022-2023/Fiorentina-Stats,vs Fiorentina,30,26.4,43.9,38,418,"3,420",38.0,41,28,69,34,7,8,103,7,43.4,37.4,30.7,68.1,476,922,1.08,0.74,1.82,0.89,1.63,1.14,0.81,1.95,0.98,1.79,11,2022-2023,fd007f57-cdc7-4cef-befa-b63a209cbf3f
0e72edf2,/en/squads/0e72edf2/2022-2023/Hellas-Verona-Stats,vs Hellas Verona,36,26.6,58.8,38,418,"3,420",38.0,56,48,104,55,1,2,69,5,49.9,48.4,39.2,87.6,603,1494,1.47,1.26,2.74,1.45,2.71,1.31,1.03,2.35,1.27,2.30,11,2022-2023,fd007f57-cdc7-4cef-befa-b63a209cbf3f
d609edc0,/en/squads/d609edc0/2022-2023/Internazionale-Stats,vs Inter,25,26.5,44.3,38,418,"3,420",38.0,39,34,73,36,3,3,89,1,36.5,34.1,29.0,63.1,697,1227,1.03,0.89,1.92,0.95,1.84,0.96,0.76,1.72,0.90,1.66,11,2022-2023,fd007f57-cdc7-4cef-befa-b63a209cbf3f
e0652b02,/en/squads/e0652b02/2022-2023/Juventus-Stats,vs Juventus,29,26.7,50.4,38,418,"3,420",38.0,33,25,58,29,4,5,74,2,41.6,37.7,31.4,69.1,744,1357,0.87,0.66,1.53,0.76,1.42,1.09,0.83,1.92,0.99,1.82,11,2022-2023,fd007f57-cdc7-4cef-befa-b63a209cbf3f
7213da33,/en/squads/7213da33/2022-2023/Lazio-Stats,vs Lazio,24,26.5,47.9,38,418,"3,420",38.0,29,21,50,28,1,2,108,7,41.3,39.8,31.5,71.3,598,1302,0.76,0.55,1.32,0.74,1.29,1.09,0.83,1.92,1.05,1.88,11,2022-2023,fd007f57-cdc7-4cef-befa-b63a209cbf3f
ffcbe334,/en/squads/ffcbe334/2022-2023/Lecce-Stats,vs Lecce,29,26.7,58.7,38,418,"3,420",38.0,43,30,73,38,5,6,90,2,42.4,38.0,31.8,69.7,613,1408,1.13,0.79,1.92,1.00,1.79,1.12,0.84,1.95,1.00,1.84,11,2022-2023,fd007f57-cdc7-4cef-befa-b63a209cbf3f
dc56fe14,/en/squads/dc56fe14/2022-2023/Milan-Stats,vs Milan,30,26.7,44.4,38,418,"3,420",38.0,42,32,74,38,4,5,113,1,41.1,37.2,31.0,68.2,546,1168,1.11,0.84,1.95,1.00,1.84,1.08,0.82,1.90,0.98,1.80,11,2022-2023,fd007f57-cdc7-4cef-befa-b63a209cbf3f
21680aa4,/en/squads/21680aa4/2022-2023/Monza-Stats,vs Monza,31,26.4,44.8,38,418,"3,420",38.0,51,32,83,48,3,3,78,5,51.3,49.0,38.0,87.0,768,1449,1.34,0.84,2.18,1.26,2.11,1.35,1.00,2.35,1.29,2.29,11,2022-2023,fd007f57-cdc7-4cef-befa-b63a209cbf3f
d48ad4ff,/en/squads/d48ad4ff/2022-2023/Napoli-Stats,vs Napoli,27,26.4,38.2,38,418,"3,420",38.0,28,18,46,27,1,2,92,4,31.8,30.2,24.6,54.8,509,1013,0.74,0.47,1.21,0.71,1.18,0.84,0.65,1.48,0.80,1.44,11,2022-2023,fd007f57-cdc7-4cef-befa-b63a209cbf3f
cf74a709,/en/squads/cf74a709/2022-2023/Roma-Stats,vs Roma,30,26.6,51.4,38,418,"3,420",38.0,37,26,63,35,2,3,124,8,32.3,30.0,21.9,51.9,635,1362,0.97,0.68,1.66,0.92,1.61,0.85,0.58,1.43,0.79,1.37,11,2022-2023,fd007f57-cdc7-4cef-befa-b63a209cbf3f
