team_id,team_url,team,players_used,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,competition_id,season_id,id
922493f3,/en/squads/922493f3/2023-2024/Atalanta-Stats,Atalanta,3,38,38,"3,420",38.0,42,1.11,142,99,74.6,21,6,11,15,39.5,9,6,2,1,25.0,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
1d8099f8,/en/squads/1d8099f8/2023-2024/Bologna-Stats,Bologna,3,38,38,"3,420",38.0,32,0.84,125,91,76.8,18,14,6,17,44.7,7,3,2,2,40.0,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
c4260e09,/en/squads/c4260e09/2023-2024/Cagliari-Stats,Cagliari,3,38,38,"3,420",38.0,68,1.79,157,92,59.2,8,12,18,5,13.2,5,4,0,1,0.0,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
a3d88bd8,/en/squads/a3d88bd8/2023-2024/Empoli-Stats,Empoli,3,38,38,"3,420",38.0,54,1.42,185,130,74.1,9,9,20,9,23.7,8,6,2,0,25.0,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
421387cf,/en/squads/421387cf/2023-2024/Fiorentina-Stats,Fiorentina,3,38,38,"3,420",38.0,46,1.21,148,101,74.3,17,9,12,8,21.1,9,8,1,0,11.1,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
6a7ad59d,/en/squads/6a7ad59d/2023-2024/Frosinone-Stats,Frosinone,2,38,38,"3,420",38.0,69,1.82,180,112,64.4,8,11,19,7,18.4,8,5,1,2,16.7,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
658bf2de,/en/squads/658bf2de/2023-2024/Genoa-Stats,Genoa,3,38,38,"3,420",38.0,45,1.18,139,94,69.8,12,13,13,9,23.7,4,3,1,0,25.0,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
0e72edf2,/en/squads/0e72edf2/2023-2024/Hellas-Verona-Stats,Hellas Verona,2,38,38,"3,420",38.0,51,1.34,163,113,69.9,9,11,18,8,21.1,2,2,0,0,0.0,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
d609edc0,/en/squads/d609edc0/2023-2024/Internazionale-Stats,Inter,3,38,38,"3,420",38.0,22,0.58,113,90,82.3,29,7,2,21,55.3,4,2,1,1,33.3,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
e0652b02,/en/squads/e0652b02/2023-2024/Juventus-Stats,Juventus,3,38,38,"3,420",38.0,31,0.82,116,86,75.0,19,14,5,17,44.7,3,2,1,0,33.3,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
7213da33,/en/squads/7213da33/2023-2024/Lazio-Stats,Lazio,2,38,38,"3,420",38.0,39,1.03,148,109,75.0,18,7,13,13,34.2,3,2,0,1,0.0,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
ffcbe334,/en/squads/ffcbe334/2023-2024/Lecce-Stats,Lecce,1,38,38,"3,420",38.0,54,1.42,173,119,71.7,8,14,16,7,18.4,6,5,1,0,16.7,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
dc56fe14,/en/squads/dc56fe14/2023-2024/Milan-Stats,Milan,4,38,38,"3,419",38.0,49,1.29,163,115,74.8,22,9,7,13,34.2,8,8,0,0,0.0,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
21680aa4,/en/squads/21680aa4/2023-2024/Monza-Stats,Monza,2,38,38,"3,420",38.0,51,1.34,191,138,77.0,11,12,15,12,31.6,9,7,2,0,22.2,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
d48ad4ff,/en/squads/d48ad4ff/2023-2024/Napoli-Stats,Napoli,3,38,38,"3,420",38.0,48,1.26,128,78,64.1,13,14,11,7,18.4,4,2,2,0,50.0,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
cf74a709,/en/squads/cf74a709/2023-2024/Roma-Stats,Roma,2,38,38,"3,420",38.0,46,1.21,151,107,71.5,18,9,11,11,28.9,5,3,1,1,25.0,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
c5577084,/en/squads/c5577084/2023-2024/Salernitana-Stats,Salernitana,3,38,38,"3,420",38.0,81,2.13,207,128,65.7,2,11,25,2,5.3,10,10,0,0,0.0,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
e2befd26,/en/squads/e2befd26/2023-2024/Sassuolo-Stats,Sassuolo,2,38,38,"3,420",38.0,75,1.97,173,101,61.3,7,9,22,3,7.9,11,8,1,2,11.1,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
105360fe,/en/squads/105360fe/2023-2024/Torino-Stats,Torino,2,38,38,"3,420",38.0,36,0.95,143,107,79.7,13,14,11,18,47.4,7,7,0,0,0.0,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
04eea015,/en/squads/04eea015/2023-2024/Udinese-Stats,Udinese,2,38,38,"3,420",38.0,53,1.39,157,105,72.0,6,19,13,9,23.7,9,9,0,0,0.0,11,2023-2024,ae385282-c2b5-469d-99c9-5fb54bd19571
