team_id,team_url,team,players_used_away,minutes_90s_away,tackles_away,tackles_won_away,tackles_def_3rd_away,tackles_mid_3rd_away,tackles_att_3rd_away,challenge_tackles_away,challenges_away,challenge_tackles_pct_away,challenges_lost_away,blocks_away,blocked_shots_away,blocked_passes_away,interceptions_away,tackles_interceptions_away,clearances_away,errors_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2017-2018/Atalanta-Stats,vs Atalanta,25,38.0,711,484,375,272,64,262,704,37.2,442,505,157,348,589,1300,935,20,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
4fcb34fd,/en/squads/4fcb34fd/2017-2018/Benevento-Stats,vs Benevento,41,38.0,697,450,313,269,115,272,665,40.9,393,398,104,294,430,1127,742,11,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
1d8099f8,/en/squads/1d8099f8/2017-2018/Bologna-Stats,vs Bologna,30,38.0,616,417,260,265,91,143,470,30.4,327,423,97,326,464,1080,830,16,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
c4260e09,/en/squads/c4260e09/2017-2018/Cagliari-Stats,vs Cagliari,29,38.0,521,357,233,228,60,171,409,41.8,238,372,97,275,401,922,1056,16,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
cc919b35,/en/squads/cc919b35/2017-2018/Chievo-Stats,vs Chievo,25,38.0,516,339,244,212,60,174,378,46.0,204,333,77,256,400,916,1011,11,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
3074d7b1,/en/squads/3074d7b1/2017-2018/Crotone-Stats,vs Crotone,29,38.0,555,388,248,232,75,167,418,40.0,251,406,83,323,468,1023,871,15,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
421387cf,/en/squads/421387cf/2017-2018/Fiorentina-Stats,vs Fiorentina,27,38.0,627,448,331,242,54,220,568,38.7,348,398,138,260,423,1050,1018,17,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
658bf2de,/en/squads/658bf2de/2017-2018/Genoa-Stats,vs Genoa,33,38.0,559,388,283,221,55,176,507,34.7,331,400,102,298,394,953,1003,9,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
0e72edf2,/en/squads/0e72edf2/2017-2018/Hellas-Verona-Stats,vs Hellas Verona,32,38.0,630,442,283,277,70,214,584,36.6,370,368,96,272,404,1034,804,9,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
d609edc0,/en/squads/d609edc0/2017-2018/Internazionale-Stats,vs Inter,22,38.0,553,389,253,222,78,194,550,35.3,356,380,112,268,466,1019,1173,15,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
e0652b02,/en/squads/e0652b02/2017-2018/Juventus-Stats,vs Juventus,24,38.0,601,363,296,231,74,205,724,28.3,519,431,130,301,467,1068,843,11,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
7213da33,/en/squads/7213da33/2017-2018/Lazio-Stats,vs Lazio,24,38.0,692,464,351,260,81,244,708,34.5,464,466,122,344,495,1187,952,15,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
dc56fe14,/en/squads/dc56fe14/2017-2018/Milan-Stats,vs Milan,24,38.0,541,346,264,225,52,152,450,33.8,298,437,143,294,432,973,1057,10,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
d48ad4ff,/en/squads/d48ad4ff/2017-2018/Napoli-Stats,vs Napoli,23,38.0,631,415,350,229,52,261,609,42.9,348,474,140,334,653,1284,991,24,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
cf74a709,/en/squads/cf74a709/2017-2018/Roma-Stats,vs Roma,27,38.0,682,504,366,244,72,268,679,39.5,411,456,161,295,453,1135,1165,29,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
8ff9e3b3,/en/squads/8ff9e3b3/2017-2018/Sampdoria-Stats,vs Sampdoria,27,38.0,629,465,318,249,62,215,572,37.6,357,421,121,300,503,1132,1023,24,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
e2befd26,/en/squads/e2befd26/2017-2018/Sassuolo-Stats,vs Sassuolo,28,38.0,635,450,335,228,72,207,537,38.5,330,437,135,302,389,1024,919,17,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
1d2fe027,/en/squads/1d2fe027/2017-2018/SPAL-Stats,vs SPAL,29,38.0,576,392,262,237,77,217,530,40.9,313,354,98,256,335,911,827,9,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
105360fe,/en/squads/105360fe/2017-2018/Torino-Stats,vs Torino,27,38.0,737,508,354,295,88,259,677,38.3,418,449,103,346,415,1152,770,15,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
04eea015,/en/squads/04eea015/2017-2018/Udinese-Stats,vs Udinese,27,38.0,606,392,272,266,68,230,542,42.4,312,368,94,274,420,1026,898,12,11,2017-2018,71adb873-e2d9-42bc-987a-e8a1aec0d69a
