rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
1,dc56fe14,/en/squads/dc56fe14/2021-2022/Milan-Stats,Milan,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.dc56fe14.png,19,12,4,3,28,12,+16,40,2.11,28.5,15.3,+13.2,+0.69,19,14,4,1,41,19,+22,46,2.42,31.1,20.6,+10.6,+0.56,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
2,d609edc0,/en/squads/d609edc0/2021-2022/Internazionale-Stats,Inter,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d609edc0.png,19,14,3,2,48,16,+32,45,2.37,45.0,17.8,+27.2,+1.43,19,11,6,2,36,16,+20,39,2.05,36.6,21.3,+15.3,+0.81,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
3,d48ad4ff,/en/squads/d48ad4ff/2021-2022/Napoli-Stats,Napoli,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d48ad4ff.png,19,11,3,5,37,16,+21,36,1.89,31.7,14.0,+17.7,+0.93,19,13,4,2,37,15,+22,43,2.26,26.1,18.5,+7.6,+0.40,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
4,e0652b02,/en/squads/e0652b02/2021-2022/Juventus-Stats,Juventus,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e0652b02.png,19,10,5,4,25,14,+11,35,1.84,27.2,14.5,+12.8,+0.67,19,10,5,4,32,23,+9,35,1.84,24.2,23.6,+0.6,+0.03,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
5,7213da33,/en/squads/7213da33/2021-2022/Lazio-Stats,Lazio,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.7213da33.png,19,10,6,3,42,25,+17,36,1.89,30.8,23.6,+7.3,+0.38,19,8,4,7,35,33,+2,28,1.47,24.5,24.1,+0.4,+0.02,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
6,cf74a709,/en/squads/cf74a709/2021-2022/Roma-Stats,Roma,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.cf74a709.png,19,10,6,3,26,16,+10,36,1.89,31.6,16.9,+14.7,+0.78,19,8,3,8,33,27,+6,27,1.42,33.5,21.4,+12.0,+0.63,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
7,421387cf,/en/squads/421387cf/2021-2022/Fiorentina-Stats,Fiorentina,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.421387cf.png,19,13,2,4,38,20,+18,41,2.16,36.8,17.5,+19.3,+1.02,19,6,3,10,21,31,-10,21,1.11,23.2,23.1,+0.1,+0.01,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
8,922493f3,/en/squads/922493f3/2021-2022/Atalanta-Stats,Atalanta,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.922493f3.png,19,4,8,7,31,29,+2,20,1.05,32.3,24.0,+8.3,+0.44,19,12,3,4,34,19,+15,39,2.05,30.1,21.3,+8.8,+0.46,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
9,0e72edf2,/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats,Hellas Verona,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.0e72edf2.png,19,9,3,7,34,25,+9,30,1.58,24.7,22.5,+2.2,+0.12,19,5,8,6,31,34,-3,23,1.21,25.7,26.6,-0.8,-0.04,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
10,105360fe,/en/squads/105360fe/2021-2022/Torino-Stats,Torino,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.105360fe.png,19,8,5,6,29,21,+8,29,1.53,27.5,20.1,+7.4,+0.39,19,5,6,8,17,20,-3,21,1.11,21.2,18.8,+2.4,+0.13,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
