rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
11,e2befd26,/en/squads/e2befd26/2021-2022/Sassuolo-Stats,Sassuolo,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e2befd26.png,19,6,6,7,27,30,-3,24,1.26,25.5,28.4,-2.9,-0.15,19,7,5,7,37,36,+1,26,1.37,30.1,38.0,-7.8,-0.41,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
12,04eea015,/en/squads/04eea015/2021-2022/Udinese-Stats,Udinese,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.04eea015.png,19,6,7,6,31,29,+2,25,1.32,26.4,26.3,+0.1,0.00,19,5,7,7,30,29,+1,22,1.16,25.0,26.1,-1.1,-0.06,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
13,1d8099f8,/en/squads/1d8099f8/2021-2022/Bologna-Stats,Bologna,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.1d8099f8.png,19,8,4,7,25,24,+1,28,1.47,22.3,22.0,+0.3,+0.01,19,4,6,9,19,31,-12,18,0.95,22.6,30.6,-8.0,-0.42,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
14,a3d88bd8,/en/squads/a3d88bd8/2021-2022/Empoli-Stats,Empoli,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.a3d88bd8.png,19,4,5,10,28,44,-16,17,0.89,24.1,39.0,-15.0,-0.79,19,6,6,7,22,26,-4,24,1.26,20.8,27.0,-6.2,-0.33,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
15,8ff9e3b3,/en/squads/8ff9e3b3/2021-2022/Sampdoria-Stats,Sampdoria,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.8ff9e3b3.png,19,6,3,10,29,32,-3,21,1.11,20.9,23.6,-2.7,-0.14,19,4,3,12,17,31,-14,15,0.79,15.8,32.5,-16.7,-0.88,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
16,68449f6d,/en/squads/68449f6d/2021-2022/Spezia-Stats,Spezia,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.68449f6d.png,19,5,3,11,21,30,-9,18,0.95,22.2,30.8,-8.7,-0.46,19,5,3,11,20,41,-21,18,0.95,17.9,33.5,-15.6,-0.82,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
17,c5577084,/en/squads/c5577084/2021-2022/Salernitana-Stats,Salernitana,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.c5577084.png,19,3,6,10,17,39,-22,15,0.79,18.9,30.6,-11.6,-0.61,19,4,4,11,16,39,-23,16,0.84,17.6,34.7,-17.1,-0.90,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
18,c4260e09,/en/squads/c4260e09/2021-2022/Cagliari-Stats,Cagliari,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.c4260e09.png,19,3,6,10,20,33,-13,15,0.79,22.5,26.8,-4.3,-0.22,19,3,6,10,14,35,-21,15,0.79,16.5,34.2,-17.7,-0.93,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
19,658bf2de,/en/squads/658bf2de/2021-2022/Genoa-Stats,Genoa,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.658bf2de.png,19,3,8,8,14,25,-11,17,0.89,18.8,23.0,-4.1,-0.22,19,1,8,10,13,35,-22,11,0.58,18.4,31.1,-12.7,-0.67,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
20,af5d5982,/en/squads/af5d5982/2021-2022/Venezia-Stats,Venezia,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.af5d5982.png,19,3,5,11,21,38,-17,14,0.74,23.3,37.6,-14.3,-0.75,19,3,4,12,13,31,-18,13,0.68,13.2,34.2,-21.0,-1.11,11,2021-2022,61a94656-d96e-453f-9b54-b3cce84723d8
