rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
1,e0652b02,/en/squads/e0652b02/2019-2020/Juventus-Stats,Juventus,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e0652b02.png,19,16,2,1,46,17,+29,50,2.63,43.4,17.6,+25.7,+1.36,19,10,3,6,30,26,+4,33,1.74,27.7,27.3,+0.4,+0.02,11,2019-2020,9e7e5e13-47d0-4fae-aac0-aadebb3719c6
2,d609edc0,/en/squads/d609edc0/2019-2020/Internazionale-Stats,Inter,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d609edc0.png,19,11,6,2,40,17,+23,39,2.05,38.5,21.3,+17.2,+0.90,19,13,4,2,41,19,+22,43,2.26,31.0,19.5,+11.5,+0.61,11,2019-2020,9e7e5e13-47d0-4fae-aac0-aadebb3719c6
3,922493f3,/en/squads/922493f3/2019-2020/Atalanta-Stats,Atalanta,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.922493f3.png,19,12,2,5,51,26,+25,38,2.00,41.4,17.3,+24.1,+1.27,19,11,7,1,47,22,+25,40,2.11,42.1,24.0,+18.2,+0.96,11,2019-2020,9e7e5e13-47d0-4fae-aac0-aadebb3719c6
4,7213da33,/en/squads/7213da33/2019-2020/Lazio-Stats,Lazio,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.7213da33.png,19,14,3,2,46,17,+29,45,2.37,40.6,22.1,+18.5,+0.97,19,10,3,6,33,25,+8,33,1.74,27.4,29.1,-1.6,-0.09,11,2019-2020,9e7e5e13-47d0-4fae-aac0-aadebb3719c6
5,cf74a709,/en/squads/cf74a709/2019-2020/Roma-Stats,Roma,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.cf74a709.png,19,10,4,5,36,27,+9,34,1.79,42.5,23.4,+19.1,+1.00,19,11,3,5,41,24,+17,36,1.89,30.8,26.0,+4.8,+0.25,11,2019-2020,9e7e5e13-47d0-4fae-aac0-aadebb3719c6
6,dc56fe14,/en/squads/dc56fe14/2019-2020/Milan-Stats,Milan,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.dc56fe14.png,19,9,6,4,31,20,+11,33,1.74,31.8,21.8,+10.0,+0.53,19,10,3,6,32,26,+6,33,1.74,31.0,23.3,+7.6,+0.40,11,2019-2020,9e7e5e13-47d0-4fae-aac0-aadebb3719c6
7,d48ad4ff,/en/squads/d48ad4ff/2019-2020/Napoli-Stats,Napoli,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d48ad4ff.png,19,10,3,6,31,24,+7,33,1.74,36.6,21.9,+14.7,+0.77,19,8,5,6,30,26,+4,29,1.53,25.1,22.9,+2.2,+0.12,11,2019-2020,9e7e5e13-47d0-4fae-aac0-aadebb3719c6
8,e2befd26,/en/squads/e2befd26/2019-2020/Sassuolo-Stats,Sassuolo,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e2befd26.png,19,8,3,8,44,33,+11,27,1.42,29.1,28.2,+1.0,+0.05,19,6,6,7,25,30,-5,24,1.26,23.7,33.9,-10.2,-0.53,11,2019-2020,9e7e5e13-47d0-4fae-aac0-aadebb3719c6
9,0e72edf2,/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats,Hellas Verona,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.0e72edf2.png,19,9,5,5,29,25,+4,32,1.68,26.3,23.7,+2.6,+0.14,19,3,8,8,18,26,-8,17,0.89,24.2,30.0,-5.8,-0.31,11,2019-2020,9e7e5e13-47d0-4fae-aac0-aadebb3719c6
10,421387cf,/en/squads/421387cf/2019-2020/Fiorentina-Stats,Fiorentina,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.421387cf.png,19,5,8,6,22,22,0,23,1.21,27.5,22.0,+5.5,+0.29,19,7,5,7,29,26,+3,26,1.37,26.1,26.9,-0.7,-0.04,11,2019-2020,9e7e5e13-47d0-4fae-aac0-aadebb3719c6
11,eab4234c,/en/squads/eab4234c/2019-2020/Parma-Stats,Parma,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.eab4234c.png,19,7,2,10,26,24,+2,23,1.21,27.3,27.0,+0.3,+0.02,19,7,5,7,30,33,-3,26,1.37,21.1,37.3,-16.2,-0.85,11,2019-2020,9e7e5e13-47d0-4fae-aac0-aadebb3719c6
