team_id,team_url,team,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,competition_id,season_id,id
922493f3,/en/squads/922493f3/2016-2017/Atalanta-Stats,Atalanta,32,25.2,38,"3,420",90,100,38.0,417,,,110,0,337,1.89,62,41,+21,+0.55,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
1d8099f8,/en/squads/1d8099f8/2016-2017/Bologna-Stats,Bologna,28,26.3,38,"3,420",90,100,38.0,418,,,114,0,325,1.08,40,58,-18,-0.47,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
c4260e09,/en/squads/c4260e09/2016-2017/Cagliari-Stats,Cagliari,34,28.7,38,"3,420",90,100,38.0,418,,,113,0,257,1.24,55,76,-21,-0.55,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
cc919b35,/en/squads/cc919b35/2016-2017/Chievo-Stats,Chievo,29,31.3,38,"3,420",90,100,38.0,418,,,113,0,319,1.13,43,61,-18,-0.47,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
3074d7b1,/en/squads/3074d7b1/2016-2017/Crotone-Stats,Crotone,31,26.0,38,"3,420",90,100,38.0,418,,,110,0,329,0.89,34,58,-24,-0.63,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
a3d88bd8,/en/squads/a3d88bd8/2016-2017/Empoli-Stats,Empoli,29,26.8,38,"3,420",90,100,38.0,418,,,111,0,334,0.84,29,61,-32,-0.84,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
421387cf,/en/squads/421387cf/2016-2017/Fiorentina-Stats,Fiorentina,30,27.3,38,"3,420",90,100,38.0,418,,,114,0,325,1.58,63,57,+6,+0.16,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
658bf2de,/en/squads/658bf2de/2016-2017/Genoa-Stats,Genoa,33,26.9,38,"3,420",90,100,38.0,418,,,113,0,329,0.95,38,64,-26,-0.68,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
d609edc0,/en/squads/d609edc0/2016-2017/Internazionale-Stats,Inter,29,27.5,38,"3,420",90,100,38.0,418,,,108,0,328,1.63,72,49,+23,+0.61,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
e0652b02,/en/squads/e0652b02/2016-2017/Juventus-Stats,Juventus,27,29.1,38,"3,420",90,100,38.0,418,,,113,0,288,2.39,77,27,+50,+1.32,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
7213da33,/en/squads/7213da33/2016-2017/Lazio-Stats,Lazio,30,26.0,38,"3,420",90,100,38.0,418,,,114,0,316,1.84,74,51,+23,+0.61,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
dc56fe14,/en/squads/dc56fe14/2016-2017/Milan-Stats,Milan,28,25.0,38,"3,420",90,100,38.0,418,,,114,0,327,1.66,57,45,+12,+0.32,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
d48ad4ff,/en/squads/d48ad4ff/2016-2017/Napoli-Stats,Napoli,26,26.9,38,"3,420",90,100,38.0,418,,,112,0,337,2.26,94,39,+55,+1.45,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
ee058a17,/en/squads/ee058a17/2016-2017/Palermo-Stats,Palermo,30,26.1,38,"3,420",90,100,38.0,418,,,112,0,330,0.68,33,77,-44,-1.16,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
b985784c,/en/squads/b985784c/2016-2017/Pescara-Stats,Pescara,34,26.6,38,"3,420",90,100,38.0,418,,,113,0,282,0.47,37,81,-44,-1.16,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
cf74a709,/en/squads/cf74a709/2016-2017/Roma-Stats,Roma,22,26.7,38,"3,420",90,100,38.0,418,,,107,0,276,2.29,90,38,+52,+1.37,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
8ff9e3b3,/en/squads/8ff9e3b3/2016-2017/Sampdoria-Stats,Sampdoria,24,26.6,38,"3,420",90,100,38.0,418,,,113,0,333,1.26,49,55,-6,-0.16,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
e2befd26,/en/squads/e2befd26/2016-2017/Sassuolo-Stats,Sassuolo,28,26.7,38,"3,420",90,100,38.0,418,,,113,0,312,1.21,58,63,-5,-0.13,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
105360fe,/en/squads/105360fe/2016-2017/Torino-Stats,Torino,29,26.4,38,"3,420",90,100,38.0,418,,,113,0,326,1.39,71,66,+5,+0.13,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
04eea015,/en/squads/04eea015/2016-2017/Udinese-Stats,Udinese,29,26.7,38,"3,420",90,100,38.0,418,,,112,0,312,1.18,47,56,-9,-0.24,11,2016-2017,e6561239-e981-4c58-8991-44a207681b23
