ranker,nationality,players,minutes,List,competition_id,season_id,id
1,itItaly,360,"310,620","Andrea Belotti,Ciro Immobile,Lorenzo Insigne,Diego Falcinelli,Antonio Candreva,Gianluca Caprari,Fabio Quagliarella,Marco Borriello,Andrea Conti,Francesco Acerbi...",11,2016-2017,44c9c545-b28a-49ab-8c9b-a395d8999584
2,brBrazil,41,"38,088","Felipe Anderson,Danilo Larangeira,Alex Sandro,Felipe dal Belo,Miranda,Bruno Peres,Bruno Henrique,Allan,Samir Santos,Diego Farias...",11,2016-2017,44c9c545-b28a-49ab-8c9b-a395d8999584
3,arArgentina,33,"57,619","Mauro Icardi,Papu Gómez,Gonzalo Higuaín,Giovanni Simeone,Paulo Dybala,Lucas Castro,Matías Silvestre,Federico Fazio,Nicolás Burdisso,Diego Perotti...",11,2016-2017,44c9c545-b28a-49ab-8c9b-a395d8999584
4,hrCroatia,22,"21,914","Ivan Perišić,Nikola Kalinić,Mario Mandžukić,Milan Badelj,Josip Posavec,Mario Pašalić,Marcelo Brozović,Stipe Perica,Hrvoje Milić,Ivan Strinić...",11,2016-2017,44c9c545-b28a-49ab-8c9b-a395d8999584
,,,,View Complete Nationalities Table,11,2016-2017,44c9c545-b28a-49ab-8c9b-a395d8999584
