team_id,team_url,team,players_used_away,minutes_90s_away,sca_away,sca_per90_away,sca_passes_live_away,sca_passes_dead_away,sca_take_ons_away,sca_shots_away,sca_fouled_away,sca_defense_away,gca_away,gca_per90_away,gca_passes_live_away,gca_passes_dead_away,gca_take_ons_away,gca_shots_away,gca_fouled_away,gca_defense_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2023-2024/Atalanta-Stats,vs Atalanta,29,38.0,785,20.66,574,67,34,47,48,15,76,2.00,51,6,5,5,7,2,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
1d8099f8,/en/squads/1d8099f8/2023-2024/Bologna-Stats,vs Bologna,28,38.0,684,18.00,467,67,41,46,47,16,51,1.34,37,2,1,5,5,1,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
c4260e09,/en/squads/c4260e09/2023-2024/Cagliari-Stats,vs Cagliari,29,38.0,890,23.42,654,91,41,49,49,6,117,3.08,81,9,8,11,7,1,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
a3d88bd8,/en/squads/a3d88bd8/2023-2024/Empoli-Stats,vs Empoli,34,38.0,996,26.21,722,93,50,70,43,18,90,2.37,56,7,8,13,6,0,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
421387cf,/en/squads/421387cf/2023-2024/Fiorentina-Stats,vs Fiorentina,30,38.0,642,16.89,442,59,43,53,32,13,83,2.18,56,2,5,5,11,4,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
6a7ad59d,/en/squads/6a7ad59d/2023-2024/Frosinone-Stats,vs Frosinone,34,38.0,970,25.53,725,73,55,69,31,17,114,3.00,83,5,5,15,5,1,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
658bf2de,/en/squads/658bf2de/2023-2024/Genoa-Stats,vs Genoa,34,38.0,894,23.53,656,81,42,48,56,11,80,2.11,59,2,5,9,4,1,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
0e72edf2,/en/squads/0e72edf2/2023-2024/Hellas-Verona-Stats,vs Hellas Verona,36,38.0,866,22.79,601,94,44,78,40,9,80,2.11,61,3,2,10,2,2,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
d609edc0,/en/squads/d609edc0/2023-2024/Internazionale-Stats,vs Inter,27,38.0,694,18.26,530,54,34,31,33,12,40,1.05,34,2,0,1,3,0,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
e0652b02,/en/squads/e0652b02/2023-2024/Juventus-Stats,vs Juventus,31,38.0,777,20.45,591,68,23,45,39,11,43,1.13,28,3,2,8,2,0,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
7213da33,/en/squads/7213da33/2023-2024/Lazio-Stats,vs Lazio,22,38.0,868,22.84,603,92,43,69,47,14,64,1.68,43,7,2,8,4,0,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
ffcbe334,/en/squads/ffcbe334/2023-2024/Lecce-Stats,vs Lecce,26,38.0,911,23.97,645,90,51,63,48,14,83,2.18,47,12,4,10,8,2,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
dc56fe14,/en/squads/dc56fe14/2023-2024/Milan-Stats,vs Milan,35,38.0,858,22.58,604,73,48,78,36,19,80,2.11,48,8,9,6,9,0,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
21680aa4,/en/squads/21680aa4/2023-2024/Monza-Stats,vs Monza,31,38.0,964,25.37,677,95,47,74,51,20,84,2.21,47,5,9,14,8,1,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
d48ad4ff,/en/squads/d48ad4ff/2023-2024/Napoli-Stats,vs Napoli,29,38.0,696,18.32,507,66,39,50,24,10,83,2.18,62,5,5,7,3,1,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
cf74a709,/en/squads/cf74a709/2023-2024/Roma-Stats,vs Roma,30,38.0,860,22.63,630,68,65,45,30,22,79,2.08,62,3,4,4,3,3,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
c5577084,/en/squads/c5577084/2023-2024/Salernitana-Stats,vs Salernitana,39,38.0,1065,28.03,776,103,55,77,40,14,132,3.47,91,7,11,13,7,3,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
e2befd26,/en/squads/e2befd26/2023-2024/Sassuolo-Stats,vs Sassuolo,30,38.0,970,25.53,711,91,43,61,40,24,127,3.34,84,9,11,7,11,5,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
105360fe,/en/squads/105360fe/2023-2024/Torino-Stats,vs Torino,30,38.0,742,19.53,533,81,37,37,44,10,66,1.74,49,4,3,4,6,0,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
04eea015,/en/squads/04eea015/2023-2024/Udinese-Stats,vs Udinese,32,38.0,884,23.26,640,87,45,54,45,13,93,2.45,62,6,5,7,9,4,11,2023-2024,3c14fb91-fcef-4802-bbae-e9c9c328ca56
