team_id,team_url,team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,competition_id,season_id,id
922493f3,/en/squads/922493f3/2024-2025/Atalanta-Stats,Atalanta,32,27.1,55.3,38,418,"3,420",38.0,76,54,130,71,5,7,67,1,65.0,59.5,46.9,106.4,897,1824,2.00,1.42,3.42,1.87,3.29,1.71,1.23,2.94,1.57,2.80,11,2024-2025,477884b4-64ae-4a58-8740-58618cce980e
squads,/en/squads/1d8099f8/Bologna-Stats,Bologna,30,26.4,58.1,38,418,"3,420",38.0,56,43,99,50,6,7,61,4,49.3,43.8,35.2,79.0,639,1468,1.47,1.13,2.61,1.32,2.45,1.30,0.93,2.22,1.15,2.08,11,2024-2025,477884b4-64ae-4a58-8740-58618cce980e
squads,/en/squads/c4260e09/Cagliari-Stats,Cagliari,28,26.6,44.9,38,418,"3,420",38.0,38,31,69,35,3,3,68,3,42.7,40.3,32.0,72.4,506,1150,1.00,0.82,1.82,0.92,1.74,1.12,0.84,1.97,1.06,1.90,11,2024-2025,477884b4-64ae-4a58-8740-58618cce980e
squads,/en/squads/28c9c3cd/Como-Stats,Como,38,26.3,54.6,38,418,"3,420",38.0,44,39,83,44,0,2,87,7,45.4,43.9,36.6,80.5,658,1377,1.16,1.03,2.18,1.16,2.18,1.20,0.96,2.16,1.16,2.12,11,2024-2025,477884b4-64ae-4a58-8740-58618cce980e
squads,/en/squads/a3d88bd8/Empoli-Stats,Empoli,34,25.4,41.7,38,418,"3,420",38.0,31,21,52,29,2,3,68,5,32.5,30.1,22.9,53.1,428,1013,0.82,0.55,1.37,0.76,1.32,0.86,0.60,1.46,0.79,1.40,11,2024-2025,477884b4-64ae-4a58-8740-58618cce980e
squads,/en/squads/421387cf/Fiorentina-Stats,Fiorentina,34,26.3,51.0,37,407,"3,419",38.0,55,37,92,49,6,8,81,3,48.9,42.6,35.1,77.7,620,1240,1.45,0.97,2.42,1.29,2.26,1.29,0.92,2.21,1.12,2.04,11,2024-2025,477884b4-64ae-4a58-8740-58618cce980e
squads,/en/squads/658bf2de/Genoa-Stats,Genoa,37,26.2,45.6,38,418,"3,420",38.0,35,27,62,35,0,2,71,1,37.2,35.5,26.8,62.3,470,980,0.92,0.71,1.63,0.92,1.63,0.98,0.71,1.68,0.93,1.64,11,2024-2025,477884b4-64ae-4a58-8740-58618cce980e
squads,/en/squads/0e72edf2/Hellas-Verona-Stats,Hellas Verona,32,25.1,38.7,38,418,"3,420",38.0,31,20,51,29,2,2,98,9,33.8,32.3,24.8,57.1,449,1011,0.82,0.53,1.34,0.76,1.29,0.89,0.65,1.54,0.85,1.50,11,2024-2025,477884b4-64ae-4a58-8740-58618cce980e
d609edc0,/en/squads/d609edc0/2024-2025/Internazionale-Stats,Inter,26,29.4,59.4,37,407,"3,419",38.0,76,57,133,68,8,9,56,1,66.9,60.1,48.3,108.5,694,1730,2.00,1.50,3.50,1.79,3.29,1.76,1.27,3.03,1.58,2.85,11,2024-2025,477884b4-64ae-4a58-8740-58618cce980e
e0652b02,/en/squads/e0652b02/2024-2025/Juventus-Stats,Juventus,29,24.6,57.2,38,418,"3,420",38.0,56,40,96,50,6,6,67,3,51.0,46.3,35.9,82.2,810,1561,1.47,1.05,2.53,1.32,2.37,1.34,0.94,2.29,1.22,2.16,11,2024-2025,477884b4-64ae-4a58-8740-58618cce980e
squads,/en/squads/7213da33/Lazio-Stats,Lazio,27,27.1,55.1,38,418,"3,420",38.0,60,43,103,54,6,7,93,7,57.2,52.0,38.5,90.4,774,1588,1.58,1.13,2.71,1.42,2.55,1.51,1.01,2.52,1.37,2.38,11,2024-2025,477884b4-64ae-4a58-8740-58618cce980e
squads,/en/squads/ffcbe334/Lecce-Stats,Lecce,31,26.1,43.8,38,418,"3,420",38.0,27,21,48,24,3,4,61,7,34.6,31.8,24.5,56.3,519,1071,0.71,0.55,1.26,0.63,1.18,0.91,0.65,1.56,0.84,1.48,11,2024-2025,477884b4-64ae-4a58-8740-58618cce980e
squads,/en/squads/dc56fe14/Milan-Stats,Milan,35,25.6,53.9,38,418,"3,420",38.0,59,43,102,55,4,8,70,6,63.7,57.5,46.8,104.4,915,1589,1.55,1.13,2.68,1.45,2.58,1.68,1.23,2.91,1.51,2.75,11,2024-2025,477884b4-64ae-4a58-8740-58618cce980e
squads,/en/squads/21680aa4/Monza-Stats,Monza,36,26.8,48.5,38,418,"3,420",38.0,27,18,45,24,3,3,90,3,29.9,27.7,20.9,48.6,533,1096,0.71,0.47,1.18,0.63,1.11,0.79,0.55,1.34,0.73,1.28,11,2024-2025,477884b4-64ae-4a58-8740-58618cce980e
