team_id,team_url,team,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,pens_made,pens_att,competition_id,season_id,id
922493f3,/en/squads/922493f3/2015-2016/Atalanta-Stats,Atalanta,33,38.0,38,,135,,,3.55,,0.25,,4,6,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
1d8099f8,/en/squads/1d8099f8/2015-2016/Bologna-Stats,Bologna,31,38.0,33,,110,,,2.89,,0.28,,2,3,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
71f07916,/en/squads/71f07916/2015-2016/Carpi-Stats,Carpi,35,38.0,33,,126,,,3.32,,0.22,,5,8,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
cc919b35,/en/squads/cc919b35/2015-2016/Chievo-Stats,Chievo,26,38.0,42,,130,,,3.42,,0.28,,5,8,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
a3d88bd8,/en/squads/a3d88bd8/2015-2016/Empoli-Stats,Empoli,29,38.0,39,,147,,,3.87,,0.26,,1,2,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
421387cf,/en/squads/421387cf/2015-2016/Fiorentina-Stats,Fiorentina,26,38.0,58,,178,,,4.68,,0.28,,8,9,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
6a7ad59d,/en/squads/6a7ad59d/2015-2016/Frosinone-Stats,Frosinone,28,38.0,34,,127,,,3.34,,0.24,,3,3,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
658bf2de,/en/squads/658bf2de/2015-2016/Genoa-Stats,Genoa,30,38.0,44,,150,,,3.95,,0.27,,4,4,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
0e72edf2,/en/squads/0e72edf2/2015-2016/Hellas-Verona-Stats,Hellas Verona,32,38.0,34,,140,,,3.68,,0.20,,6,7,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
d609edc0,/en/squads/d609edc0/2015-2016/Internazionale-Stats,Inter,28,38.0,49,,170,,,4.47,,0.28,,2,3,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
e0652b02,/en/squads/e0652b02/2015-2016/Juventus-Stats,Juventus,28,38.0,72,,213,,,5.61,,0.30,,9,9,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
7213da33,/en/squads/7213da33/2015-2016/Lazio-Stats,Lazio,27,38.0,52,,150,,,3.95,,0.29,,9,11,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
dc56fe14,/en/squads/dc56fe14/2015-2016/Milan-Stats,Milan,30,38.0,49,,165,,,4.34,,0.26,,6,7,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
d48ad4ff,/en/squads/d48ad4ff/2015-2016/Napoli-Stats,Napoli,22,38.0,78,,244,,,6.42,,0.29,,7,8,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
ee058a17,/en/squads/ee058a17/2015-2016/Palermo-Stats,Palermo,31,38.0,37,,134,,,3.53,,0.27,,1,1,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
cf74a709,/en/squads/cf74a709/2015-2016/Roma-Stats,Roma,32,38.0,83,,220,,,5.79,,0.36,,4,4,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
8ff9e3b3,/en/squads/8ff9e3b3/2015-2016/Sampdoria-Stats,Sampdoria,35,38.0,45,,150,,,3.95,,0.28,,3,3,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
e2befd26,/en/squads/e2befd26/2015-2016/Sassuolo-Stats,Sassuolo,26,38.0,48,,166,,,4.37,,0.27,,4,5,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
105360fe,/en/squads/105360fe/2015-2016/Torino-Stats,Torino,27,38.0,49,,173,,,4.55,,0.23,,9,11,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
04eea015,/en/squads/04eea015/2015-2016/Udinese-Stats,Udinese,28,38.0,34,,147,,,3.87,,0.22,,2,2,11,2015-2016,3391395c-3676-4f2e-b69f-61a3489d6844
