ranker,nationality,players,minutes,List,competition_id,season_id,id
1,itItaly,337,"319,965","Lorenzo Insigne,Massimo Maccarone,Giacomo Bonaventura,Riccardo Saponara,Andrea Belotti,Roberto Soriano,Manuel Pucciarelli,Daniel Ciofani,Éder,Alessandro Florenzi...",11,2015-2016,97d68b06-8ea1-4e4d-b695-97d5535cd1c4
2,brBrazil,44,"44,741","Allan,Fernando,Bruno Peres,Miranda,Felipe Anderson,Danilo Larangeira,Alex,Felipe dal Belo,Gabriel Silva,Edenílson...",11,2015-2016,97d68b06-8ea1-4e4d-b695-97d5535cd1c4
3,arArgentina,35,"54,871","Gonzalo Higuaín,Paulo Dybala,Franco Vázquez,Mauro Icardi,Papu Gómez,Gonzalo Rodríguez,Diego Perotti,Albano Bizzarri,Lucas Castro,Lucas Biglia...",11,2015-2016,97d68b06-8ea1-4e4d-b695-97d5535cd1c4
4,esSpain,19,"23,443","José Callejón,Borja Valero,Raúl Albiol,Pepe Reina,Marcos Alonso,Álvaro Morata,Suso,Cristian Tello,Iago Falque,David López...",11,2015-2016,97d68b06-8ea1-4e4d-b695-97d5535cd1c4
,,,,View Complete Nationalities Table,11,2015-2016,97d68b06-8ea1-4e4d-b695-97d5535cd1c4
