team_id,team_url,team,players_used_away,avg_age_away,games_away,minutes_away,minutes_per_game_away,minutes_pct_away,minutes_90s_away,games_starts_away,minutes_per_start_away,games_complete_away,games_subs_away,minutes_per_sub_away,unused_subs_away,points_per_game_away,on_goals_for_away,on_goals_against_away,plus_minus_away,plus_minus_per90_away,on_xg_for_away,on_xg_against_away,xg_plus_minus_away,xg_plus_minus_per90_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2022-2023/Atalanta-Stats,vs Atalanta,27,26.5,38,"3,420",90,100,38.0,418,80,248,173,20,297,1.13,48,66,-18,-0.47,41.4,57.7,-16.3,-0.43,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
1d8099f8,/en/squads/1d8099f8/2022-2023/Bologna-Stats,vs Bologna,27,26.6,38,"3,420",90,100,38.0,418,81,241,176,24,292,1.26,49,53,-4,-0.11,48.7,43.8,+4.9,+0.13,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
9aad3a77,/en/squads/9aad3a77/2022-2023/Cremonese-Stats,vs Cremonese,33,26.6,38,"3,420",90,100,38.0,418,79,240,178,22,293,1.97,69,36,+33,+0.87,66.1,38.7,+27.4,+0.72,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
a3d88bd8,/en/squads/a3d88bd8/2022-2023/Empoli-Stats,vs Empoli,32,26.7,38,"3,420",90,100,38.0,418,80,237,177,22,296,1.53,49,37,+12,+0.32,58.3,38.8,+19.5,+0.51,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
421387cf,/en/squads/421387cf/2022-2023/Fiorentina-Stats,vs Fiorentina,30,26.4,38,"3,420",90,100,38.0,418,79,241,171,23,304,1.24,43,53,-10,-0.26,43.4,55.0,-11.7,-0.31,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
0e72edf2,/en/squads/0e72edf2/2022-2023/Hellas-Verona-Stats,vs Hellas Verona,36,26.6,38,"3,420",90,100,38.0,418,79,250,166,22,307,1.92,59,31,+28,+0.74,49.9,35.8,+14.1,+0.37,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
d609edc0,/en/squads/d609edc0/2022-2023/Internazionale-Stats,vs Inter,25,26.5,38,"3,420",90,100,38.0,418,81,242,178,21,306,1.03,42,71,-29,-0.76,36.5,68.0,-31.6,-0.83,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
e0652b02,/en/squads/e0652b02/2022-2023/Juventus-Stats,vs Juventus,29,26.7,38,"3,420",90,100,38.0,418,81,239,181,20,282,0.95,33,56,-23,-0.61,41.6,55.3,-13.7,-0.36,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
7213da33,/en/squads/7213da33/2022-2023/Lazio-Stats,vs Lazio,24,26.5,38,"3,420",90,100,38.0,418,82,238,175,23,304,0.84,30,60,-30,-0.79,41.3,51.1,-9.8,-0.26,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
ffcbe334,/en/squads/ffcbe334/2022-2023/Lecce-Stats,vs Lecce,29,26.7,38,"3,420",90,100,38.0,418,81,245,174,23,288,1.74,46,33,+13,+0.34,42.4,36.3,+6.1,+0.16,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
dc56fe14,/en/squads/dc56fe14/2022-2023/Milan-Stats,vs Milan,30,26.7,38,"3,420",90,100,38.0,418,80,238,180,19,291,0.89,43,64,-21,-0.55,41.1,58.8,-17.7,-0.47,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
21680aa4,/en/squads/21680aa4/2022-2023/Monza-Stats,vs Monza,31,26.4,38,"3,420",90,100,38.0,418,79,231,183,23,288,1.37,52,48,+4,+0.11,51.3,45.9,+5.4,+0.14,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
d48ad4ff,/en/squads/d48ad4ff/2022-2023/Napoli-Stats,vs Napoli,27,26.4,38,"3,420",90,100,38.0,418,82,234,180,21,282,0.47,28,77,-49,-1.29,31.8,64.7,-33.0,-0.87,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
cf74a709,/en/squads/cf74a709/2022-2023/Roma-Stats,vs Roma,30,26.6,38,"3,420",90,100,38.0,418,81,235,177,22,304,1.11,38,50,-12,-0.32,32.3,57.7,-25.4,-0.67,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
c5577084,/en/squads/c5577084/2022-2023/Salernitana-Stats,vs Salernitana,30,26.6,38,"3,420",90,100,38.0,418,80,240,176,23,308,1.50,62,48,+14,+0.37,67.1,36.7,+30.5,+0.80,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
8ff9e3b3,/en/squads/8ff9e3b3/2022-2023/Sampdoria-Stats,vs Sampdoria,40,26.7,38,"3,420",90,100,38.0,418,80,242,177,20,300,2.24,71,24,+47,+1.24,66.3,34.1,+32.2,+0.85,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
e2befd26,/en/squads/e2befd26/2022-2023/Sassuolo-Stats,vs Sassuolo,31,26.5,38,"3,420",90,100,38.0,418,81,239,178,24,294,1.58,61,47,+14,+0.37,49.7,51.6,-1.9,-0.05,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
68449f6d,/en/squads/68449f6d/2022-2023/Spezia-Stats,vs Spezia,34,27.0,38,"3,420",90,100,38.0,418,81,244,175,21,304,1.84,62,31,+31,+0.82,59.5,41.5,+18.0,+0.47,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
105360fe,/en/squads/105360fe/2022-2023/Torino-Stats,vs Torino,28,26.6,38,"3,420",90,100,38.0,418,82,243,176,23,303,1.32,41,42,-1,-0.03,40.0,41.8,-1.8,-0.05,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
04eea015,/en/squads/04eea015/2022-2023/Udinese-Stats,vs Udinese,30,26.8,38,"3,420",90,100,38.0,418,82,243,174,22,301,1.45,48,47,+1,+0.03,51.8,46.9,+4.9,+0.13,11,2022-2023,b0c314bd-0119-4b10-95f9-162c8dd565f9
