team_id,team_url,team,players_used_away,possession_away,minutes_90s_away,touches_away,touches_def_pen_area_away,touches_def_3rd_away,touches_mid_3rd_away,touches_att_3rd_away,touches_att_pen_area_away,touches_live_ball_away,take_ons_away,take_ons_won_away,take_ons_won_pct_away,take_ons_tackled_away,take_ons_tackled_pct_away,carries_away,carries_distance_away,carries_progressive_distance_away,progressive_carries_away,carries_into_final_third_away,carries_into_penalty_area_away,miscontrols_away,dispossessed_away,passes_received_away,progressive_passes_received_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2019-2020/Atalanta-Stats,vs Atalanta,30,42.8,38.0,20655,2816,7589,9404,3924,503,20649,644,380,59.0,263,40.8,10701,59156,29532,597,406,147,559,363,12255,1063,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
1d8099f8,/en/squads/1d8099f8/2019-2020/Bologna-Stats,vs Bologna,31,47.4,38.0,21077,2404,6762,9252,5310,822,21069,619,393,63.5,226,36.5,11304,65285,33943,767,544,186,599,349,12752,1414,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
4ef57aeb,/en/squads/4ef57aeb/2019-2020/Brescia-Stats,vs Brescia,32,59.4,38.0,25788,2123,7005,12109,6949,1113,25777,559,333,59.6,225,40.3,15671,83613,44601,900,682,203,576,282,17911,1845,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
c4260e09,/en/squads/c4260e09/2019-2020/Cagliari-Stats,vs Cagliari,33,54.3,38.0,24283,2183,6722,11346,6448,1008,24274,619,388,62.7,231,37.3,13923,77443,42229,850,663,213,593,329,16426,1723,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
421387cf,/en/squads/421387cf/2019-2020/Fiorentina-Stats,vs Fiorentina,33,52.6,38.0,22998,2439,7007,10835,5405,663,22987,628,415,66.1,212,33.8,13325,76107,42592,826,649,158,555,358,15210,1486,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
658bf2de,/en/squads/658bf2de/2019-2020/Genoa-Stats,vs Genoa,34,50.5,38.0,22858,2149,6597,10263,6223,936,22849,590,377,63.9,212,35.9,13191,73736,40241,859,619,189,532,339,14866,1606,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
0e72edf2,/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats,vs Hellas Verona,30,50.2,38.0,21900,2339,6585,9767,5755,868,21891,464,260,56.0,203,43.8,12259,69020,36167,781,583,169,597,285,13499,1435,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
d609edc0,/en/squads/d609edc0/2019-2020/Internazionale-Stats,vs Inter,29,45.8,38.0,21958,2681,7286,9535,5357,657,21954,576,379,65.8,196,34.0,12682,67234,34539,779,583,143,531,328,14266,1312,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
e0652b02,/en/squads/e0652b02/2019-2020/Juventus-Stats,vs Juventus,30,41.9,38.0,20889,2656,7580,8841,4681,608,20877,582,358,61.5,224,38.5,11660,61008,31066,559,469,108,495,315,13456,1182,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
7213da33,/en/squads/7213da33/2019-2020/Lazio-Stats,vs Lazio,27,49.6,38.0,23277,2431,7000,10880,5638,680,23268,613,388,63.3,222,36.2,14258,78280,41920,811,669,155,514,322,15764,1454,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
ffcbe334,/en/squads/ffcbe334/2019-2020/Lecce-Stats,vs Lecce,30,55.2,38.0,25202,2120,6209,12126,7093,1054,25189,629,394,62.6,235,37.4,15372,85058,47520,976,729,232,462,290,17620,1842,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
dc56fe14,/en/squads/dc56fe14/2019-2020/Milan-Stats,vs Milan,32,45.1,38.0,21161,2629,7129,9509,4758,643,21151,620,386,62.3,233,37.6,12074,65996,33856,677,511,152,571,347,13137,1344,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
d48ad4ff,/en/squads/d48ad4ff/2019-2020/Napoli-Stats,vs Napoli,25,40.8,38.0,20771,2738,7780,9175,4059,591,20763,540,334,61.9,206,38.1,11842,64073,32881,597,462,127,480,281,13533,1144,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
eab4234c,/en/squads/eab4234c/2019-2020/Parma-Stats,vs Parma,25,56.2,38.0,24705,2094,6163,11803,6983,1006,24694,708,426,60.2,281,39.7,14592,83739,47810,1018,775,202,575,333,16827,1911,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
cf74a709,/en/squads/cf74a709/2019-2020/Roma-Stats,vs Roma,31,47.3,38.0,21351,2806,7983,9290,4279,641,21342,503,306,60.8,196,39.0,12057,62211,32430,627,415,155,531,296,13908,1168,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
8ff9e3b3,/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats,vs Sampdoria,31,57.3,38.0,25510,2459,7985,11891,5867,767,25501,605,375,62.0,230,38.0,14651,79059,43090,815,570,175,565,354,17356,1715,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
e2befd26,/en/squads/e2befd26/2019-2020/Sassuolo-Stats,vs Sassuolo,31,42.5,38.0,20178,2241,6801,8579,5043,875,20170,558,307,55.0,249,44.6,11095,61646,33623,654,497,180,522,303,12736,1355,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
1d2fe027,/en/squads/1d2fe027/2019-2020/SPAL-Stats,vs SPAL,34,53.1,38.0,23179,2212,6590,10701,6139,948,23171,571,349,61.1,222,38.9,13572,76051,42751,885,584,211,475,332,15554,1694,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
105360fe,/en/squads/105360fe/2019-2020/Torino-Stats,vs Torino,27,52.6,38.0,22360,2219,6454,10028,6112,897,22349,549,337,61.4,212,38.6,12104,70228,38892,850,626,199,556,360,14048,1519,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
04eea015,/en/squads/04eea015/2019-2020/Udinese-Stats,vs Udinese,25,55.3,38.0,25252,2098,6119,13084,6279,860,25243,593,340,57.3,253,42.7,15411,84072,46263,854,674,170,554,344,17496,1781,11,2019-2020,c139eb64-7a16-4012-991e-ab86871ad23d
