team_id,team_url,team,players_used,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,competition_id,season_id,id
922493f3,/en/squads/922493f3/2024-2025/Atalanta-Stats,Atalanta,32,38.0,20998,19273,1671,455,48,117,778,714,194,85,75,1,17454,54,326,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
squads,/en/squads/1d8099f8/Bologna-Stats,Bologna,30,38.0,19336,17378,1895,663,42,138,756,771,191,57,93,0,15681,63,307,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
squads,/en/squads/c4260e09/Cagliari-Stats,Cagliari,28,38.0,15802,13897,1840,481,25,60,758,749,181,38,135,0,12092,65,334,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
squads,/en/squads/28c9c3cd/Como-Stats,Como,38,38.0,19183,17335,1783,597,52,93,568,726,167,41,70,0,15917,65,358,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
squads,/en/squads/a3d88bd8/Empoli-Stats,Empoli,34,38.0,13916,11976,1883,502,34,71,620,786,170,63,60,1,10093,57,312,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
squads,/en/squads/421387cf/Fiorentina-Stats,Fiorentina,34,38.0,17510,15677,1745,600,27,99,581,626,148,66,40,1,14193,88,283,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
squads,/en/squads/658bf2de/Genoa-Stats,Genoa,37,38.0,15727,13887,1785,514,42,57,663,716,155,58,83,0,12025,55,330,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
squads,/en/squads/0e72edf2/Hellas-Verona-Stats,Hellas Verona,32,38.0,13457,11789,1613,403,28,91,562,641,152,68,64,1,9854,55,283,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
d609edc0,/en/squads/d609edc0/2024-2025/Internazionale-Stats,Inter,26,38.0,22592,20929,1573,442,86,132,728,635,221,58,125,1,19412,90,299,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
e0652b02,/en/squads/e0652b02/2024-2025/Juventus-Stats,Juventus,29,38.0,21231,19605,1574,411,48,101,630,664,190,92,68,0,18259,52,283,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
squads,/en/squads/7213da33/Lazio-Stats,Lazio,27,38.0,19521,17715,1760,522,72,118,864,670,229,123,57,0,16400,46,288,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
squads,/en/squads/ffcbe334/Lecce-Stats,Lecce,31,38.0,15087,13201,1834,507,36,84,628,754,165,64,78,0,11490,52,301,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
squads,/en/squads/dc56fe14/Milan-Stats,Milan,35,38.0,19101,17400,1641,524,90,85,634,544,217,134,18,0,16335,60,248,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
squads,/en/squads/21680aa4/Monza-Stats,Monza,36,38.0,17515,15688,1773,575,30,78,656,623,136,41,75,0,14248,54,296,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
d48ad4ff,/en/squads/d48ad4ff/2024-2025/Napoli-Stats,Napoli,27,38.0,20033,18236,1742,487,48,88,681,721,209,137,43,2,16894,55,340,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
squads,/en/squads/eab4234c/Parma-Stats,Parma,32,38.0,15805,14017,1757,568,43,75,427,602,168,55,33,1,12509,31,247,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
squads,/en/squads/cf74a709/Roma-Stats,Roma,28,38.0,20265,18489,1717,525,50,93,636,687,170,74,65,2,17016,59,287,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
squads,/en/squads/105360fe/Torino-Stats,Torino,31,38.0,17008,15278,1673,443,26,83,675,676,158,95,51,0,13578,57,274,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
squads,/en/squads/04eea015/Udinese-Stats,Udinese,31,38.0,16279,14543,1686,465,25,92,679,683,178,64,73,2,12945,50,269,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
squads,/en/squads/af5d5982/Venezia-Stats,Venezia,36,38.0,15155,13224,1873,526,35,87,529,769,142,60,46,0,11573,58,301,11,2024-2025,b17f65a3-86d1-4283-9790-5ca89e01edf8
