team_id,team_url,team,players_used_away,minutes_90s_away,goals_away,shots_away,shots_on_target_away,shots_on_target_pct_away,shots_per90_away,shots_on_target_per90_away,goals_per_shot_away,goals_per_shot_on_target_away,average_shot_distance_away,shots_free_kicks_away,pens_made_away,pens_att_away,xg_away,npxg_away,npxg_per_shot_away,xg_net_away,npxg_net_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2018-2019/Atalanta-Stats,vs Atalanta,27,38.0,43,408,129,31.6,10.74,3.39,0.10,0.30,18.6,16,4,5,41.1,37.2,0.09,+1.9,+1.8,11,2018-2019,bed102e6-4868-4a4e-bcfc-ff350a1a6223
1d8099f8,/en/squads/1d8099f8/2018-2019/Bologna-Stats,vs Bologna,29,38.0,55,533,169,31.7,14.03,4.45,0.10,0.30,19.0,10,4,4,49.0,45.9,0.09,+6.0,+5.1,11,2018-2019,bed102e6-4868-4a4e-bcfc-ff350a1a6223
c4260e09,/en/squads/c4260e09/2018-2019/Cagliari-Stats,vs Cagliari,30,38.0,52,584,195,33.4,15.37,5.13,0.08,0.23,17.4,19,8,10,62.1,55.1,0.10,-10.1,-11.1,11,2018-2019,bed102e6-4868-4a4e-bcfc-ff350a1a6223
cc919b35,/en/squads/cc919b35/2018-2019/Chievo-Stats,vs Chievo,36,38.0,73,594,207,34.8,15.63,5.45,0.12,0.34,18.1,26,2,4,60.3,57.1,0.10,+12.7,+13.9,11,2018-2019,bed102e6-4868-4a4e-bcfc-ff350a1a6223
a3d88bd8,/en/squads/a3d88bd8/2018-2019/Empoli-Stats,vs Empoli,29,38.0,68,624,228,36.5,16.42,6.00,0.10,0.27,18.3,18,6,8,63.6,57.3,0.10,+4.4,+4.7,11,2018-2019,bed102e6-4868-4a4e-bcfc-ff350a1a6223
421387cf,/en/squads/421387cf/2018-2019/Fiorentina-Stats,vs Fiorentina,27,38.0,42,460,141,30.7,12.11,3.71,0.08,0.26,19.4,33,5,6,41.0,36.5,0.08,+1.0,+0.5,11,2018-2019,bed102e6-4868-4a4e-bcfc-ff350a1a6223
6a7ad59d,/en/squads/6a7ad59d/2018-2019/Frosinone-Stats,vs Frosinone,33,38.0,68,630,208,33.0,16.58,5.47,0.10,0.30,19.2,26,5,5,62.0,58.1,0.09,+6.0,+4.9,11,2018-2019,bed102e6-4868-4a4e-bcfc-ff350a1a6223
658bf2de,/en/squads/658bf2de/2018-2019/Genoa-Stats,vs Genoa,31,38.0,55,512,164,32.0,13.47,4.32,0.10,0.30,18.5,17,5,6,53.3,48.6,0.10,+1.7,+1.4,11,2018-2019,bed102e6-4868-4a4e-bcfc-ff350a1a6223
d609edc0,/en/squads/d609edc0/2018-2019/Internazionale-Stats,vs Inter,23,38.0,30,417,124,29.7,10.97,3.26,0.06,0.22,18.8,22,3,5,38.3,34.3,0.08,-8.3,-7.3,11,2018-2019,bed102e6-4868-4a4e-bcfc-ff350a1a6223
e0652b02,/en/squads/e0652b02/2018-2019/Juventus-Stats,vs Juventus,31,38.0,29,440,108,24.5,11.58,2.84,0.06,0.25,20.9,23,2,4,35.8,32.7,0.08,-6.8,-5.7,11,2018-2019,bed102e6-4868-4a4e-bcfc-ff350a1a6223
7213da33,/en/squads/7213da33/2018-2019/Lazio-Stats,vs Lazio,30,38.0,43,465,143,30.8,12.24,3.76,0.08,0.27,19.5,22,5,6,47.0,42.3,0.09,-4.0,-4.3,11,2018-2019,bed102e6-4868-4a4e-bcfc-ff350a1a6223
dc56fe14,/en/squads/dc56fe14/2018-2019/Milan-Stats,vs Milan,23,38.0,35,460,135,29.3,12.11,3.55,0.07,0.23,18.9,10,4,5,41.2,37.3,0.08,-6.2,-6.3,11,2018-2019,bed102e6-4868-4a4e-bcfc-ff350a1a6223
d48ad4ff,/en/squads/d48ad4ff/2018-2019/Napoli-Stats,vs Napoli,26,38.0,36,430,133,30.9,11.32,3.50,0.07,0.24,18.9,11,4,4,38.2,35.1,0.08,-2.2,-3.1,11,2018-2019,bed102e6-4868-4a4e-bcfc-ff350a1a6223
eab4234c,/en/squads/eab4234c/2018-2019/Parma-Stats,vs Parma,31,38.0,56,744,197,26.5,19.58,5.18,0.06,0.24,18.6,19,8,8,65.3,59.1,0.08,-9.3,-11.1,11,2018-2019,bed102e6-4868-4a4e-bcfc-ff350a1a6223
cf74a709,/en/squads/cf74a709/2018-2019/Roma-Stats,vs Roma,26,38.0,47,535,159,29.7,14.08,4.18,0.08,0.27,19.3,20,4,7,52.1,46.6,0.09,-5.1,-3.6,11,2018-2019,bed102e6-4868-4a4e-bcfc-ff350a1a6223
8ff9e3b3,/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats,vs Sampdoria,24,38.0,50,507,141,27.8,13.34,3.71,0.08,0.30,18.2,16,7,8,55.0,48.8,0.10,-5.0,-5.8,11,2018-2019,bed102e6-4868-4a4e-bcfc-ff350a1a6223
